,Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?,Temp,m0,m1,m2,colour,dist,abs_mag,Total_Flux,Luminosity,Radius,trial_radius,trial_Luminosity
40,BackS133931,24.0184,-2.7679,5.752e-13,9.592e-13,1.949e-12,0.03,-1.59,0,3400,-12.240181122625174,-12.018090829909207,-11.710188160882378,0.5299929617427956,33.333333333333336,-8.972333339348532,4.694501933955094e-18,6.2423586965405925e+19,809692.4032537608,25993150251.821644,6.433190700891067e+28
41,BackS133934,5.4138,-1.642,3.749e-12,3.045e-12,1.42e-12,0.025,-0.39,0,9700,-11.426084559578449,-11.516412703031106,-11.847711655616944,-0.42162709603849535,40.0,-8.312292720375181,2.046352404378107e-18,3.918339987204531e+19,78815.40800675315,2398810981.459409,3.629709905269431e+28
42,BackS133935,1.5918,-0.1968,3.171e-15,4.172e-15,5.172e-15,0.021,-0.11,0,4300,-14.498803757972912,-14.379655700245507,-14.286341483791643,0.21246227418126828,47.61904761904761,-11.024094289713346,7.231692293836524e-21,1.962470136961112e+17,28383.64430700458,894282745.5764048,1.9481233339792974e+26
43,BackS133939,-16.5862,1.1356,1.079e-17,2.572e-17,1.144e-16,0.027,1.13,0,2600,-16.966978555317088,-16.589729035747816,-15.941573975542994,1.0254045797740936,37.03703703703704,-13.452456564065791,7.795086296971358e-22,1.2796615080226432e+16,19824.598292134233,657417791.6075399,1.407243402023461e+25
44,FrontS132907,-26.6774,1.0465,1.973e-17,4.288e-17,1.521e-16,0.032,-2.9,0,2800,-16.70487291474781,-16.367745223315286,-15.817870785947001,0.887002128800809,31.25,-13.378045179955098,7.141452336010507e-22,8346190492513966.0,13804.847780627058,456920206.8831884,9.143359122018043e+24
45,FrontS132909,5.3327,0.3353,5.832e-17,1.152e-16,3.559e-16,0.027,0.67,0,2900,-16.23418248469008,-15.938547520912806,-15.448672011996154,0.785510472693927,37.03703703703704,-12.801275049230782,1.5601163197748989e-21,2.5611272619644468e+16,22543.5923320748,725635500.3714743,2.653517509797645e+25
46,FrontS132910,-0.3272,-1.2163,2.239e-15,3.613e-15,6.91e-15,0.045,-2.94,0,3500,-14.64994590642097,-14.442132038431978,-14.160521952625801,0.4894239537951677,22.22222222222222,-11.748557065982666,1.5168045285562837e-20,8.964091822962077e+16,28954.801909822734,926899251.62315,9.186078731780616e+25
47,FrontS132911,-0.6032,5.2396,5.239e-16,9.581e-16,2.429e-15,0.046,-1.26,0,3200,-15.280751601552053,-15.018589159834113,-14.61457248519487,0.6661791163571831,21.73913043478261,-12.344104823197261,6.498190708374017e-21,3.675179005519922e+16,22179.04440251359,723761108.2490431,3.913662048208329e+25
48,FrontS132912,-9.7126,0.9426,6.054e-15,8.676e-15,1.325e-14,0.043,-2.3,0,3900,-14.217957583379446,-14.061680456657845,-13.877784121727172,0.3401734616522738,23.255813953488374,-11.328617367817017,2.2036768137479562e-20,1.4263059651113274e+17,29415.800655432533,930577521.3785312,1.427435411435489e+26
49,FrontS132913,-13.8316,4.0277,2.879e-17,6.059e-17,2.061e-16,0.043,-2.6,0,2800,-16.540758335121918,-16.21759904750347,-15.685922008220787,0.8548363269011308,23.255813953488374,-13.484535958662642,1.04208014573615e-21,6744750948573303.0,12409.961518033155,404198758.654057,7.155088323054153e+24
50,FrontS132914,1.1542,-3.2949,1.847e-13,2.08e-13,1.975e-13,0.051,0.44,0,5100,-12.733533104559758,-12.681936665037238,-12.70443290003752,0.02910020452223705,19.607843137254903,-10.097077017233111,2.2421206188469376e-19,1.031621364903272e+18,46261.88772359524,1430637760.3371904,9.865815616452745e+26
51,FrontS132918,-4.0599,2.9554,7.256000000000001e-20,2.633e-19,2.695e-18,0.039,-1.16,0,2000,-19.13930272594796,-18.57954914089393,-17.569441230477242,1.5698614954707182,25.641025641025642,-15.76167835494693,1.1592059015046972e-22,912080302873657.8,8944.582737614464,304155178.2062632,1.0546378043659116e+24
52,FrontS132919,2.1642,-5.4476,9.223e-18,2.441e-17,1.329e-16,0.042,1.25,0,2400,-17.035127791362225,-16.61243222058281,-15.876475019057269,1.158652772304956,23.809523809523807,-13.858930801378612,1.5306864144282578e-21,1.0384589993989868e+16,20959.249728123006,695576335.1012092,1.1437404630933612e+25
53,FrontS132922,-4.3574,-3.4913,1.886e-12,1.673e-12,9.586e-13,0.043,-1.87,0,7700,-11.72445831159869,-11.776504059037606,-12.01836257534423,-0.29390426374554046,23.255813953488374,-9.043440970196778,1.0897794828730669e-18,7.053479745218082e+18,53066.9099846761,1618601054.4192753,6.561988448757557e+27
54,FrontS132923,43.5602,-1.2997,7.631e-18,1.998e-17,1.056e-16,0.03,3.28,0,2500,-17.11741854644555,-16.699404516110036,-15.976336081802206,1.1410824646433433,33.333333333333336,-13.653647025549361,8.191942070236715e-22,1.0892964055212606e+16,19783.200679389538,670751584.2415066,1.2522077052201188e+25
55,FrontS132924,-8.2427,5.255,1.159e-18,3.657e-18,2.937e-17,0.042,-2.21,0,2200,-17.935916564036404,-17.436875039661956,-16.5320960534772,1.4038205105592034,23.809523809523807,-14.683373620457758,5.296940345562943e-22,3593587373142018.0,14673.113644308603,500346450.8280279,4.178547016829119e+24
56,FrontS132926,-4.6171,0.9388,2.53e-17,6.29e-17,3.021e-16,0.05,-1.6,0,2500,-16.59687947882418,-16.201349354554733,-15.51984927472672,1.0770302040974613,20.0,-13.59928936322677,2.7159760762283943e-21,1.3001325725969902e+16,21613.113824557935,714069590.0709931,1.4191687325828006e+25
57,FrontS132927,-28.39,4.881,2.267e-17,4.64e-17,1.429e-16,0.052,-3.54,0,2900,-16.64454847987348,-16.333482019445118,-15.84496777120903,0.7995807086644522,19.23076923076923,-13.765488706714716,6.064443924776569e-22,2684021589715884.0,7297.944313547828,239117682.4783777,2.8814315044908783e+24
58,FrontS132928,26.1914,0.2727,1.058e-17,2.524e-17,1.116e-16,0.03,2.68,0,2600,-16.975514332300833,-16.597910649427902,-15.95233580539844,1.0231785269023934,33.333333333333336,-13.552153158867227,7.643374700830111e-22,1.0163524737212644e+16,17667.65934324974,586128927.3691647,1.118594362687732e+25
59,FrontS132930,-10.4579,1.3382,1.542e-17,3.727e-17,1.711e-16,0.041,-2.34,0,2600,-16.81191562628506,-16.42864060724616,-15.7667499904589,1.0451656358261605,24.390243902439025,-13.65420832068563,1.1139965773799664e-21,7930815570387888.0,15606.868383539422,521153399.28218865,8.843363250601382e+24
60,FrontS132931,-2.5001,-0.5052,3.302e-16,5.773e-16,1.332e-15,0.039,-0.83,0,3300,-15.481222931073225,-15.238598442501369,-14.875495775165717,0.6057271559075073,25.641025641025642,-12.420727656554366,3.2952364085963783e-21,2.592740614666988e+16,17516.817054024606,567536967.4315228,2.721679567568506e+25
61,FrontS132932,3.2369,-0.2421,1.512e-14,1.823e-14,1.965e-14,0.033,0.56,0,4700,-13.820448208834812,-13.739213331345024,-13.706637445288555,0.11381076354625641,30.3030303030303,-10.7762412111008,2.4142224357776062e-20,2.6530846645607533e+17,27623.79722151721,860340126.2171482,2.5735031984613036e+26
62,FrontS132934,-3.7083,2.2846,1.464e-12,1.242e-12,6.255e-13,0.032,-0.62,0,8700,-11.834458923277626,-11.905878404159438,-12.203772685970561,-0.3693137626929346,31.25,-8.91617836079925,8.003672710191915e-19,9.353864443253348e+18,47869.68494805598,1461215802.9295497,8.715627373951219e+27
63,FrontS132936,5.2944,1.8711,1.018e-17,2.593e-17,1.32e-16,0.03,0.81,0,2500,-16.99225222199926,-16.58619748323065,-15.87942606879415,1.1128261532051091,33.333333333333336,-13.540439992669974,1.0928314804745088e-21,1.4531565205355044e+16,22849.658762794945,764126433.5111433,1.625112402220104e+25
64,FrontS132940,9.4399,-3.3405,9.816e-16,1.715e-15,3.923e-15,0.04,2.16,0,3300,-15.008065450281052,-14.76573587562121,-14.406381691870465,0.6016837584105872,25.0,-11.969855858277135,9.795893575645686e-21,7.326993108286973e+16,29446.83008067605,953740125.1774161,7.686148858041702e+25
65,FrontS132942,1.8328,-1.0239,1.249e-19,4.677e-19,5.411e-18,0.037,0.45,0,2000,-18.903437561625864,-18.330032630091495,-17.266722466067417,1.636715095558447,27.027027027027028,-15.466436078225485,1.9953806105007794e-22,1744311351707591.0,12369.597005080821,427283726.90757567,2.0813523688800268e+24
66,FrontS132943,3.8729,1.6722,3.191e-16,5.524e-16,1.27e-15,0.026,0.49,0,3300,-15.49607319580649,-15.257746330093406,-14.896196279044043,0.5998769167624474,38.46153846153846,-12.087693026035042,3.1844637734194545e-21,5.637561910404393e+16,25829.816501858535,832743919.9903517,5.85964928898475e+25
67,FrontS132946,-7.9657,1.6606,5.974e-17,1.146e-16,3.111e-16,0.039,-1.78,0,3100,-16.223734781731892,-15.940815382368628,-15.507099988891296,0.7166347928405958,25.641025641025642,-13.122944596421625,9.377315489052274e-22,7378210152566225.0,10589.017386335376,348181316.83977413,7.977202656432736e+24
68,FrontS132948,0.5738,1.3886,2.022e-14,3.034e-14,5.092e-14,0.073,0.11,0,3800,-13.694218848745018,-13.517984423549288,-13.293111605018382,0.40110724372663675,13.698630136986303,-11.2446301437902,8.456209418472189e-20,1.8990295252086586e+17,35752.15329656604,1144725084.4726305,1.9468375254089526e+26
69,FrontS132949,16.1892,0.3156,1.946e-15,2.814e-15,4.169e-15,0.022,1.44,0,3900,-14.710857164067667,-14.550675906901272,-14.379968104873702,0.3308890591939644,45.45454545454546,-11.235521268545686,7.083506903788442e-21,1.7514779223862582e+17,32596.926870527794,1035858913.1640991,1.768693442617478e+26
70,FrontS132951,-1.4436,-4.165,4.196e-16,7.889e-16,2.115e-15,0.036,-0.41,0,3100,-15.37716452047848,-15.102978043939636,-14.674689628288938,0.7024748921895423,27.77777777777778,-12.215583045474212,6.5864104104558646e-21,6.081987101779435e+16,30402.05205404401,989660504.9990195,6.444840536446232e+25
71,FrontS132952,-2.7223,-0.1861,2.544e-17,5.525e-17,1.962e-16,0.05,-1.13,0,2800,-16.594482893023624,-16.257667717642853,-15.70730099695607,0.8871818960675544,20.0,-13.65560772631489,9.208238592402805e-22,4407966268558836.5,10032.440832085102,331939619.31151426,4.825510127679969e+24
72,FrontS132953,-8.904,0.906,4.856e-16,9.191e-16,2.374e-15,0.045,-2.31,0,3100,-15.3137213219328,-15.036637233896263,-14.624519285381428,0.6892020365513716,22.22222222222222,-12.343062261446951,7.622404421633387e-21,4.5047289786449496e+16,26164.623184456632,854568009.2294487,4.805437799100709e+25
73,FrontS132954,10.3297,3.3259,2.422e-15,3.624e-15,6.04e-15,0.044,2.56,0,3800,-14.615825861192967,-14.440811810995225,-14.218963061378869,0.3968627998140981,22.72727272727273,-11.7277171639676,1.0129050055163017e-20,6.261308059456783e+16,20529.051358671928,656383551.7453824,6.400924262389412e+25
74,FrontS132955,43.724,3.192,8.387e-20,2.699e-19,2.291e-18,0.023,2.85,0,2200,-19.076393356982543,-18.568797115443484,-17.6399749108106,1.4364184461719418,43.47826086956522,-15.29225278747867,3.8330835787952006e-23,867150191639495.0,7207.843344492871,248216838.6214205,1.0283622508567119e+24
75,FrontS132956,5.609,-1.9733,3.669e-14,4.19e-14,4.111e-14,0.021,0.55,0,5000,-13.435452288244052,-13.377785977033705,-13.38605252321965,0.04939976502440224,47.61904761904761,-10.022224566501544,4.738795224944376e-20,1.285970660291133e+18,53737.69820344314,1662889494.7852314,1.2314016172618611e+27
76,FrontS132959,-8.8012,-1.3933,9.432e-14,1.076e-13,1.007e-13,0.041,-2.24,0,5100,-13.025396207912967,-12.96818772866963,-12.996970529446383,0.028425678466584614,24.390243902439025,-10.1937554421091,1.1449746441236777e-19,8.151356045161485e+17,41122.36825855497,1279942533.3872802,7.896862383365982e+26
77,FrontS132960,5.606,-0.7912,4.131e-17,1.085e-16,5.926e-16,0.202,0.67,0,2400,-16.383944805023415,-15.964570261815451,-15.227238352855968,1.1567064521674464,4.9504950495049505,-14.575273000708698,6.855974821644943e-21,2010796786812214.5,9222.850022367058,304911425.4980953,2.1977854123643926e+24
78,FrontS132961,-26.3121,-15.0964,8.096e-14,1.146e-13,1.64e-13,0.158,-2.7,0,4000,-13.091729500504275,-12.940815382368628,-12.785156151952302,0.30657334855197327,6.329113924050633,-11.338129556277472,2.5894614983125074e-19,1.2413578405032442e+17,26087.47534905996,828775601.080672,1.2528722854335799e+26
79,FrontS132962,18.9048,-2.5223,1.792e-18,4.936e-18,2.912e-17,0.035,2.65,0,2400,-17.746661994673893,-17.306624848974813,-16.535808629359,1.2108533653148932,28.57142857142857,-14.394760937675365,2.9740757396242425e-22,2905478346274639.0,11086.382965213428,375344217.75222045,3.3304072974983686e+24
80,FrontS132963,-0.5769,-0.8005,1.154e-13,1.172e-13,8.374e-14,0.021,-0.06,0,6200,-12.937794191180288,-12.931072388317927,-13.077067043444789,-0.1392728522645008,47.61904761904761,-9.575510977785767,8.73209576510384e-20,2.369635830150858e+18,47441.77872110698,1473568827.0214763,2.2861279431313973e+27
81,FrontS132964,-1.048,0.4267,9.453e-14,9.771e-14,7.529e-14,0.028,-0.14,0,5900,-13.024430342106339,-13.010060986715464,-13.123262702859336,-0.09883236075299706,35.714285714285715,-9.904377049399903,7.885182263551394e-20,1.2036421316723927e+18,37337.75535924597,1154710123.5472355,1.1511897557184934e+27
82,FrontS132966,7.7412,1.1672,1.255e-16,2.425e-16,7.118e-16,0.034,1.36,0,3000,-15.901356274182943,-15.615288257061717,-15.147642016332172,0.7537142578507705,29.41176470588235,-12.678246091146228,2.5433253802008887e-21,2.632969319597496e+16,21359.14816506792,692722803.6750941,2.769471565389426e+25
83,FrontS132968,-7.0662,2.3084,7.767e-19,2.297e-18,1.575e-17,0.034,-1.24,0,2300,-18.109746694845466,-17.638839004804975,-16.80271944187438,1.3070272529710856,29.41176470588235,-14.701796838889486,2.0847022958221978e-22,2158181264624802.5,10403.79594438972,354514900.45723325,2.5059549195696615e+24
84,FrontS132969,-26.9056,-1.6688,1.513e-12,3.017e-12,9.248e-12,0.045,-3.49,0,2900,-11.820161071976813,-11.520424689825012,-11.033952178923546,0.7862088930532671,22.22222222222222,-8.8268497173757,4.0474211108014776e-17,2.3919663872544486e+20,2178638.023223673,70458142164.95555,2.501769477206091e+29
85,FrontS132970,8.4925,-7.1073,2.101e-15,3.874e-15,9.718e-15,0.076,1.31,0,3200,-14.677573947594047,-14.411840383616909,-14.012423105273012,0.6651508423210348,13.157894736842106,-12.173467568178491,2.6059741703175822e-20,5.399389152692442e+16,26882.886395264668,880874158.9103531,5.797230599116521e+25
86,FrontS132971,15.1717,1.242,5.712e-17,1.264e-16,4.716e-16,0.042,2.68,0,2700,-16.243211801231883,-15.898252926053633,-15.326426203576949,0.9167855976549344,23.809523809523807,-13.144751506849435,2.8759215356094957e-21,1.9511028333877012e+16,22699.489488782037,742122794.5635381,2.0854487531173214e+25
87,FrontS132972,-37.2305,1.254,2.102e-16,3.794e-16,9.392e-16,0.037,-3.54,0,3200,-15.677367288307776,-15.420902673447356,-15.027241916096461,0.6501253722113152,27.027027027027028,-12.557306121581346,2.6072145197560968e-21,2.2791611080184136e+16,17465.905039637866,566232239.5212947,2.3954219369271142e+25
