Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
FrontS018149,-26.9160,15.4234,2.306e-19,2.389e-19,1.820e-19,-0.001,22.72,0
FrontS018152,-26.9329,15.4313,2.644e-20,3.126e-20,3.196e-20,-0.0,22.92,0
FrontS018155,-26.8782,15.4319,1.715e-19,1.828e-19,1.511e-19,-0.0,21.14,0
FrontS018156,-26.9351,15.4845,3.436e-18,5.006e-18,7.780e-18,0.0,26.64,0
FrontS018157,-26.9276,15.4919,6.377e-19,1.230e-18,3.418e-18,0.0,25.92,0
FrontS018158,-26.8724,15.4451,1.066e-18,9.552e-19,5.544e-19,-0.0,24.21,0
FrontS018160,-26.9086,15.4556,1.396e-18,2.668e-18,7.331e-18,-0.001,25.0,0
FrontS018162,-26.9318,15.4864,3.558e-18,2.978e-18,1.500e-18,0.001,24.6,0
FrontS018163,-26.8883,15.4384,2.782e-18,2.376e-18,1.242e-18,0.0,21.99,0
FrontS018164,-26.9595,15.4656,2.850e-18,4.195e-18,6.715e-18,-0.0,27.82,0
FrontS018167,-26.8994,15.4836,4.712e-20,5.652e-20,5.634e-20,0.0,23.09,0
FrontS018170,-26.8955,15.4580,3.752e-19,3.618e-19,2.364e-19,-0.0,21.91,0
FrontS018171,-26.8805,15.4322,1.025e-18,9.505e-19,6.079e-19,-0.0,27.36,0
FrontS018172,-26.9250,15.4785,1.585e-20,2.053e-20,2.501e-20,0.001,21.95,0
FrontS018175,-26.9233,15.4856,2.847e-18,2.336e-18,1.154e-18,0.0,24.82,0
FrontS018177,-26.9366,15.4579,2.656e-19,2.679e-19,1.930e-19,-0.002,26.59,0
FrontS018181,-26.9019,15.4398,1.246e-19,1.292e-19,1.033e-19,0.0,21.93,0
FrontS018182,-26.9137,15.4270,1.865e-18,1.683e-18,9.734e-19,0.0,24.23,0
FrontS018187,-26.8896,15.4707,1.073e-19,1.209e-19,1.111e-19,0.0,25.34,0
FrontS018188,-26.8944,15.4396,2.433e-20,2.950e-20,3.300e-20,0.001,22.0,0
FrontS018191,-26.9052,15.4893,2.960e-18,5.941e-18,1.796e-17,0.0,21.54,0
FrontS018192,-26.9049,15.4857,4.658e-18,3.759e-18,1.820e-18,-0.0,25.55,0
FrontS018195,-26.9263,15.4698,1.043e-20,1.504e-20,2.347e-20,-0.0,23.89,0
FrontS018196,-26.9076,15.4754,1.339e-18,1.177e-18,6.329e-19,0.001,24.06,0
FrontS018197,-26.8986,15.4611,8.399e-19,7.881e-19,5.152e-19,-0.0,25.99,0
FrontS018198,-26.9003,15.4841,1.984e-19,2.062e-19,1.613e-19,-0.0,24.16,0
FrontS018199,-26.9287,15.4787,5.108e-18,4.328e-18,2.252e-18,-0.001,26.91,0
FrontS018200,-26.9199,15.4898,1.203e-18,2.338e-18,6.555e-18,0.001,24.27,0
FrontS018204,-26.9435,15.4612,3.281e-18,2.803e-18,1.506e-18,0.001,21.37,0
FrontS018206,-26.8954,15.4747,1.937e-19,1.922e-19,1.397e-19,-0.001,24.17,0
FrontS018208,-26.9165,15.4647,2.508e-20,3.052e-20,3.365e-20,0.001,26.45,0
FrontS018210,-26.9130,15.5002,4.515e-20,5.279e-20,5.255e-20,0.0,21.4,0
FrontS018213,-26.8852,15.4748,7.128e-19,7.024e-19,4.895e-19,0.0,25.46,0
FrontS018216,-26.9226,15.5084,7.759e-19,7.124e-19,4.506e-19,0.0,27.28,0
FrontS018217,-26.8989,15.4591,7.604e-19,7.102e-19,4.488e-19,-0.0,24.25,0
FrontS018219,-26.8895,15.4775,2.822e-20,3.494e-20,3.757e-20,-0.0,26.54,0
FrontS018220,-26.9290,15.4627,4.848e-14,3.683e-14,1.568e-14,-0.001,24.0,1
FrontS018222,-26.8897,15.4662,5.877e-20,7.363e-20,8.276e-20,0.0,23.27,0
FrontS018223,-26.9036,15.4415,5.563e-14,5.530e-14,3.875e-14,0.0,26.92,1
FrontS018224,-26.8960,15.4544,1.041e-18,9.392e-19,5.752e-19,0.0,22.29,0
FrontS018226,-26.8944,15.4684,2.463e-18,2.111e-18,1.140e-18,0.0,22.87,0
FrontS018229,-26.8641,15.4649,2.833e-20,3.464e-20,3.603e-20,0.0,23.3,0
FrontS018232,-26.9409,15.4966,2.044e-20,2.548e-20,2.772e-20,0.0,21.51,0
FrontS018233,-26.9024,15.4448,2.226e-20,2.818e-20,3.251e-20,0.0,26.82,0
FrontS018234,-26.9329,15.4785,1.350e-17,1.007e-17,4.054e-18,0.0,25.45,0
FrontS018236,-26.8927,15.4466,3.590e-20,4.332e-20,4.838e-20,-0.0,24.82,0
FrontS018237,-26.8883,15.4740,1.284e-17,3.423e-17,1.868e-16,0.0,25.34,0
FrontS018240,-26.8971,15.4433,4.170e-18,3.385e-18,1.670e-18,-0.0,24.85,0
FrontS018242,-26.8688,15.4594,6.766e-19,1.127e-18,2.315e-18,-0.0,22.8,0
FrontS018245,-26.9252,15.4580,4.664e-19,4.374e-19,2.873e-19,-0.0,23.44,0
FrontS018249,-26.8898,15.4412,1.404e-18,2.245e-18,4.375e-18,0.0,22.38,0
FrontS018250,-26.9349,15.4700,4.867e-19,4.455e-19,2.714e-19,0.0,23.13,0
FrontS018253,-26.9191,15.4500,1.297e-19,1.387e-19,1.144e-19,-0.0,24.91,0
FrontS018256,-26.9103,15.4922,2.645e-20,3.319e-20,3.867e-20,0.001,25.4,0
FrontS018260,-26.9329,15.5204,1.870e-20,2.414e-20,2.971e-20,-0.0,21.94,0
FrontS018261,-26.8848,15.4663,2.735e-18,2.307e-18,1.208e-18,-0.0,24.52,0
FrontS018263,-26.9042,15.4370,5.682e-19,5.281e-19,3.250e-19,-0.0,24.95,0
FrontS018264,-26.9126,15.4834,1.561e-19,1.539e-19,1.065e-19,0.0,21.69,0
FrontS018265,-26.8771,15.4600,9.514e-19,1.562e-18,3.100e-18,-0.0,24.94,0
FrontS018266,-26.8807,15.4702,9.528e-19,1.672e-18,3.934e-18,-0.0,24.39,0
FrontS018267,-26.8798,15.4856,1.467e-20,1.906e-20,2.378e-20,-0.0,22.2,0
FrontS018268,-26.9206,15.4599,1.536e-20,2.010e-20,2.562e-20,-0.0,21.26,0
FrontS018270,-26.9060,15.4782,6.158e-19,1.299e-18,4.420e-18,0.0,22.95,0
FrontS018272,-26.9339,15.5003,3.097e-18,2.571e-18,1.262e-18,0.001,23.89,0
FrontS018273,-26.9409,15.4570,1.597e-19,1.747e-19,1.482e-19,0.001,25.83,0
FrontS018274,-26.8917,15.4671,1.462e-19,1.616e-19,1.438e-19,0.001,22.11,0
FrontS018276,-26.8966,15.4341,1.009e-19,1.090e-19,9.104e-20,0.0,23.73,0
FrontS018277,-26.9054,15.4724,4.073e-19,4.002e-19,2.802e-19,0.0,26.33,0
FrontS018278,-26.9249,15.4498,6.214e-19,1.260e-18,4.016e-18,0.0,26.19,0
FrontS018283,-26.8519,15.4469,1.322e-18,2.925e-18,1.068e-17,0.001,26.61,0
FrontS018284,-26.8853,15.4412,4.819e-14,3.378e-14,1.209e-14,0.0,24.17,0
FrontS018287,-26.8968,15.4781,5.913e-18,4.835e-18,2.381e-18,0.001,24.73,0
FrontS018288,-26.9001,15.4647,1.160e-18,1.020e-18,5.757e-19,-0.0,24.64,0
FrontS018289,-26.9127,15.5012,2.611e-19,2.478e-19,1.665e-19,0.0,26.6,0
FrontS018291,-26.8835,15.4686,1.211e-18,2.750e-18,1.093e-17,-0.0,24.35,0
FrontS018292,-26.8587,15.4671,1.916e-20,2.444e-20,2.826e-20,-0.001,23.66,0
FrontS018293,-26.8815,15.4723,1.533e-20,2.106e-20,2.829e-20,0.0,23.75,0
FrontS018294,-26.8925,15.4785,1.325e-18,1.142e-18,6.426e-19,-0.0,23.77,0
FrontS018297,-26.8928,15.4422,2.726e-14,2.018e-14,8.102e-15,-0.0,22.03,0
FrontS018298,-26.8882,15.4743,3.059e-18,2.587e-18,1.356e-18,-0.001,26.51,0
FrontS018299,-26.8903,15.4338,1.313e-18,1.128e-18,6.022e-19,-0.0,22.67,0
FrontS018302,-26.9208,15.4817,1.052e-19,1.141e-19,9.652e-20,-0.0,22.35,0
FrontS018303,-26.9141,15.4622,3.145e-18,2.677e-18,1.400e-18,-0.0,22.77,0
FrontS018304,-26.9062,15.4611,1.948e-18,2.726e-18,4.056e-18,0.001,24.84,0
FrontS018305,-26.9094,15.4755,1.365e-20,1.845e-20,2.422e-20,0.0,22.84,0
FrontS018306,-26.9054,15.4758,4.978e-15,3.227e-15,9.862e-16,-0.001,23.61,0
FrontS018308,-26.9199,15.4730,7.053e-19,1.156e-18,2.237e-18,-0.0,23.83,0
FrontS018311,-26.8879,15.4837,1.532e-20,1.884e-20,2.124e-20,-0.0,24.29,0
FrontS018314,-26.8786,15.4460,4.941e-19,8.810e-19,2.068e-18,0.001,22.18,0
FrontS018315,-26.8962,15.4677,4.179e-20,4.843e-20,4.669e-20,-0.0,23.48,0
FrontS018318,-26.8714,15.4467,1.686e-19,1.782e-19,1.450e-19,0.0,25.07,0
FrontS018320,-26.8957,15.4885,2.880e-18,4.880e-18,1.077e-17,-0.0,25.42,0
FrontS018324,-26.9042,15.4888,1.294e-18,2.461e-18,6.737e-18,0.0,25.45,0
FrontS018325,-26.9332,15.4873,3.061e-19,3.068e-19,2.237e-19,-0.0,22.14,0
FrontS018326,-26.8849,15.4795,2.544e-17,8.046e-17,6.372e-16,0.001,25.5,0
FrontS018327,-26.9316,15.4494,4.349e-18,3.436e-18,1.564e-18,0.001,25.92,0
FrontS018328,-26.8659,15.4556,3.890e-19,3.824e-19,2.746e-19,-0.0,25.54,0
FrontS018329,-26.8969,15.4220,6.901e-20,7.580e-20,6.756e-20,-0.0,25.76,0
FrontS018330,-26.9136,15.4882,9.115e-19,9.067e-19,6.458e-19,0.0,26.48,0
FrontS018331,-26.8847,15.4185,5.040e-15,3.352e-15,1.069e-15,0.001,24.19,0
FrontS018332,-26.9056,15.4928,8.639e-20,9.773e-20,9.051e-20,-0.001,23.8,0
FrontS018333,-26.8815,15.4591,1.714e-18,2.881e-18,6.142e-18,-0.001,21.68,0
FrontS018334,-26.9243,15.4920,2.924e-19,2.860e-19,2.032e-19,-0.0,27.04,0
FrontS018337,-26.9367,15.4353,2.348e-18,4.535e-18,1.304e-17,0.0,26.39,0
FrontS018339,-26.9090,15.4704,3.814e-20,4.355e-20,4.023e-20,-0.0,23.52,0
FrontS018342,-26.8856,15.5150,1.973e-18,1.679e-18,8.698e-19,0.0,21.71,0
FrontS018344,-26.8978,15.4303,9.600e-19,1.787e-18,4.707e-18,-0.001,26.8,0
FrontS018345,-26.9196,15.4762,6.612e-20,7.330e-20,6.450e-20,0.0,22.69,0
FrontS018346,-26.9024,15.4377,2.237e-18,1.880e-18,9.627e-19,-0.001,26.16,0
FrontS018348,-26.9104,15.4598,9.661e-14,7.300e-14,3.093e-14,-0.001,22.38,1
FrontS018350,-26.9024,15.4610,1.661e-17,1.262e-17,5.190e-18,-0.0,25.19,1
FrontS018351,-26.9229,15.4708,1.224e-19,1.439e-19,1.458e-19,0.0,26.24,0
FrontS018352,-26.9393,15.4624,1.236e-18,1.083e-18,5.965e-19,0.0,25.1,0
FrontS018353,-26.8942,15.4638,4.478e-18,3.748e-18,1.889e-18,-0.0,22.08,0
FrontS018355,-26.9058,15.4542,5.645e-20,6.538e-20,6.333e-20,0.0,25.73,0
FrontS018357,-26.9009,15.4490,1.474e-18,1.339e-18,8.007e-19,0.0,21.96,0
FrontS018361,-26.8853,15.4820,7.968e-18,6.501e-18,3.144e-18,0.0,25.6,0
FrontS018363,-26.8725,15.4663,1.751e-20,2.198e-20,2.611e-20,-0.0,23.57,0
FrontS018367,-26.9432,15.4530,2.558e-18,5.451e-18,1.932e-17,-0.0,21.85,0
FrontS018368,-26.9324,15.4809,8.881e-20,1.019e-19,9.872e-20,0.0,25.87,0
FrontS018369,-26.8565,15.4749,4.742e-20,5.653e-20,5.873e-20,0.0,25.8,0
FrontS018370,-26.9060,15.4453,5.287e-20,6.231e-20,6.402e-20,0.001,21.06,0
FrontS018371,-26.8957,15.4677,2.216e-18,1.957e-18,1.154e-18,-0.0,26.86,0
FrontS018372,-26.8858,15.4646,2.579e-19,2.604e-19,1.872e-19,-0.0,24.98,0
FrontS018373,-26.9238,15.4645,1.259e-18,1.102e-18,5.999e-19,0.0,26.63,0
FrontS018374,-26.9172,15.4712,2.786e-18,2.271e-18,1.126e-18,-0.001,23.36,0
FrontS018376,-26.9064,15.4333,1.706e-20,2.247e-20,2.881e-20,-0.0,25.0,0
FrontS018378,-26.8945,15.4885,1.271e-20,1.688e-20,2.196e-20,-0.0,22.02,0
FrontS018379,-26.9310,15.4836,6.044e-20,7.003e-20,6.746e-20,-0.0,27.13,0
FrontS018381,-26.9118,15.4548,1.573e-18,1.405e-18,8.084e-19,-0.0,22.61,0
FrontS018382,-26.8830,15.4492,2.883e-18,5.060e-18,1.132e-17,0.001,23.27,0
FrontS018385,-26.8887,15.4488,1.066e-18,9.709e-19,5.816e-19,0.0,25.66,0
FrontS018387,-26.9143,15.4972,5.238e-14,3.753e-14,1.407e-14,0.001,22.4,0
FrontS018388,-26.8592,15.4711,1.196e-18,1.070e-18,6.176e-19,0.001,25.66,0
FrontS018389,-26.8927,15.4633,1.765e-19,1.806e-19,1.391e-19,0.001,24.25,0
FrontS018391,-26.9094,15.4944,1.179e-17,9.399e-18,4.260e-18,-0.0,27.03,0
FrontS018393,-26.9158,15.4885,1.210e-20,1.573e-20,2.003e-20,0.0,24.87,0
FrontS018395,-26.9268,15.4928,8.976e-19,8.240e-19,5.118e-19,0.0,21.73,0
FrontS018396,-26.9271,15.4998,1.448e-19,1.594e-19,1.389e-19,0.0,21.86,0
FrontS018397,-26.9510,15.4967,1.531e-17,1.138e-17,4.629e-18,0.001,21.4,0
FrontS018402,-26.8397,15.4223,5.220e-20,5.791e-20,5.334e-20,0.001,27.99,0
FrontS018404,-26.8801,15.4617,1.380e-18,2.935e-18,9.945e-18,-0.0,25.38,0
FrontS018408,-26.9218,15.4368,1.127e-18,2.316e-18,7.595e-18,0.001,21.84,0
FrontS018409,-26.9150,15.4591,1.830e-19,1.951e-19,1.554e-19,-0.0,23.98,0
FrontS018411,-26.8935,15.4805,2.424e-18,2.151e-18,1.218e-18,0.001,24.92,0
FrontS018412,-26.9364,15.4263,9.350e-20,1.012e-19,8.670e-20,-0.0,21.19,0
FrontS018413,-26.9362,15.4700,1.222e-18,1.065e-18,5.901e-19,-0.001,23.31,0
FrontS018415,-26.8994,15.4867,2.024e-18,4.375e-18,1.615e-17,-0.001,26.89,0
FrontS018421,-26.8685,15.4276,3.518e-19,3.502e-19,2.593e-19,-0.0,22.26,0
FrontS018426,-26.9468,15.4736,1.408e-19,1.403e-19,9.895e-20,0.0,27.78,0
FrontS018430,-26.9113,15.4608,5.309e-19,4.873e-19,3.031e-19,-0.0,21.84,0
FrontS018434,-26.8885,15.4750,3.377e-14,3.404e-14,2.448e-14,-0.0,25.52,1
FrontS018438,-26.8748,15.4621,5.240e-18,4.256e-18,2.113e-18,-0.0,24.16,0
FrontS018440,-26.8563,15.4825,3.169e-19,3.205e-19,2.378e-19,-0.0,24.35,0
FrontS018442,-26.9257,15.4767,2.274e-18,1.999e-18,1.097e-18,-0.001,26.64,0
FrontS018444,-26.8797,15.4850,1.224e-18,1.072e-18,5.841e-19,0.001,24.03,0
FrontS018445,-26.9493,15.4521,9.533e-20,1.065e-19,1.000e-19,-0.001,25.69,0
FrontS018447,-26.9446,15.4681,2.373e-18,2.060e-18,1.077e-18,-0.001,26.44,0
FrontS018448,-26.9401,15.4931,2.530e-19,2.506e-19,1.709e-19,0.0,21.49,0
FrontS018450,-26.9003,15.4449,3.298e-20,3.891e-20,3.882e-20,0.001,26.19,0
FrontS018453,-26.9157,15.4540,3.922e-19,3.850e-19,2.675e-19,0.0,25.57,0
FrontS018456,-26.9105,15.4598,1.414e-20,1.838e-20,2.315e-20,-0.0,25.6,0
FrontS018457,-26.8757,15.4750,2.243e-18,1.958e-18,1.103e-18,-0.0,21.67,0
FrontS018458,-26.9015,15.4318,5.448e-19,1.066e-18,2.963e-18,0.001,23.98,0
FrontS018459,-26.9271,15.4725,2.113e-18,1.854e-18,1.065e-18,-0.001,26.13,0
FrontS018461,-26.8897,15.4865,1.529e-18,1.342e-18,7.556e-19,0.001,27.41,0
FrontS018462,-26.9423,15.4728,1.585e-19,1.629e-19,1.282e-19,0.0,25.87,0
FrontS018466,-26.9264,15.4381,1.288e-18,2.879e-18,1.096e-17,0.0,23.56,0
FrontS018469,-26.9056,15.4659,1.333e-16,9.139e-17,3.177e-17,0.0,25.7,0
FrontS018470,-26.9058,15.4660,2.858e-14,2.457e-14,1.331e-14,0.0,30.67,1
FrontS018471,-26.9058,15.4660,1.088e-18,2.042e-18,5.638e-18,-0.001,16.26,0
FrontS018472,-26.9057,15.4661,1.585e-18,1.340e-18,6.877e-19,0.0,33.22,0
FrontS018473,-26.9055,15.4658,9.371e-17,6.900e-17,2.736e-17,-0.0,22.34,0
FrontS018474,-26.9057,15.4660,1.252e-17,1.038e-17,5.045e-18,0.001,14.97,0
FrontS018475,-26.9055,15.4658,2.987e-18,2.352e-18,1.088e-18,0.001,20.77,0
FrontS018476,-26.9059,15.4659,1.917e-17,1.496e-17,6.358e-18,0.0,29.92,1
FrontS018477,-26.9056,15.4660,3.886e-17,2.816e-17,1.115e-17,-0.0,30.35,0
FrontS018478,-26.9060,15.4660,4.336e-18,3.470e-18,1.655e-18,-0.0,30.94,0
FrontS018479,-26.9057,15.4661,2.013e-18,4.486e-18,1.721e-17,0.001,20.05,0
FrontS018480,-26.9056,15.4660,8.332e-17,6.089e-17,2.395e-17,0.0,28.26,0
FrontS018481,-26.9057,15.4660,2.056e-18,1.855e-18,1.072e-18,-0.001,16.57,0
FrontS018482,-26.9022,15.5492,1.057e-19,1.171e-19,1.016e-19,0.001,23.02,0
FrontS018483,-27.1340,15.6823,1.474e-18,1.275e-18,6.751e-19,0.001,25.0,0
FrontS018485,-27.0131,15.4686,2.902e-20,3.568e-20,3.854e-20,0.0,21.88,0
FrontS018487,-27.1109,15.4305,1.343e-18,1.224e-18,7.231e-19,-0.0,20.84,0
FrontS018489,-26.6096,15.4044,2.722e-20,3.495e-20,4.331e-20,0.001,26.97,0
FrontS018490,-27.0734,15.5711,1.853e-20,2.246e-20,2.403e-20,0.001,24.11,0
FrontS018493,-26.8853,15.5136,3.150e-19,2.997e-19,1.892e-19,-0.001,28.45,0
FrontS018494,-26.5715,15.2450,3.851e-20,4.686e-20,5.034e-20,0.0,29.54,0
FrontS018499,-27.1273,15.4666,3.510e-19,3.364e-19,2.295e-19,-0.0,23.89,0
FrontS018500,-26.8367,15.2294,1.195e-20,1.556e-20,1.939e-20,-0.0,22.31,0
FrontS018505,-26.4898,15.6015,5.815e-14,4.323e-14,1.713e-14,-0.001,21.34,0
FrontS018511,-27.2066,15.6302,3.435e-19,5.488e-19,1.013e-18,0.0,19.83,0
FrontS018512,-26.7650,15.7644,7.191e-19,1.790e-18,8.855e-18,0.0,28.92,0
FrontS018518,-26.7153,15.3200,1.440e-16,4.936e-16,4.413e-15,-0.001,29.16,0
FrontS018520,-26.8250,15.6490,9.836e-19,1.584e-18,3.119e-18,0.001,26.74,0
FrontS018521,-26.6434,15.4932,3.331e-19,3.193e-19,2.095e-19,0.001,23.6,0
FrontS018525,-26.9611,15.3118,3.567e-19,3.474e-19,2.265e-19,-0.0,22.59,0
FrontS018531,-26.5731,15.3610,1.324e-18,2.172e-18,4.363e-18,-0.0,25.8,0
FrontS018535,-27.1141,15.4965,5.224e-14,3.952e-14,1.598e-14,-0.0,21.91,1
FrontS018536,-26.6677,15.4903,5.736e-18,4.601e-18,2.160e-18,0.0,20.81,0
FrontS018537,-26.8853,15.3978,3.346e-19,3.531e-19,2.820e-19,0.0,26.08,0
FrontS018538,-26.7902,15.3408,1.960e-20,2.562e-20,3.084e-20,-0.0,19.94,0
FrontS018541,-26.8399,15.3812,2.953e-14,2.064e-14,7.153e-15,0.001,27.7,0
FrontS018544,-26.6665,15.4817,5.948e-20,7.093e-20,7.181e-20,0.0,20.65,0
FrontS018545,-27.0519,15.3537,8.336e-14,6.111e-14,2.480e-14,0.001,26.67,0
FrontS018548,-26.9518,15.4876,1.118e-19,1.248e-19,1.118e-19,0.0,26.82,0
FrontS018552,-26.8166,15.7218,2.846e-19,2.903e-19,2.198e-19,-0.001,23.89,0
FrontS018553,-26.8324,15.4381,2.841e-14,2.735e-14,1.805e-14,-0.0,21.21,1
FrontS018554,-26.9208,15.5127,1.210e-19,1.331e-19,1.147e-19,-0.0,27.92,0
FrontS018557,-26.6796,15.5876,3.621e-20,4.093e-20,3.922e-20,-0.001,27.57,0
FrontS018560,-26.8803,15.4709,7.364e-19,1.237e-18,2.573e-18,-0.001,25.51,0
FrontS018562,-26.7409,15.4373,2.240e-20,2.728e-20,2.947e-20,0.0,28.84,0
FrontS018563,-26.8150,15.2964,5.066e-18,4.299e-18,2.209e-18,0.001,20.86,0
FrontS018565,-26.8757,15.5662,3.662e-19,3.651e-19,2.572e-19,0.001,23.71,0
FrontS018572,-26.7882,15.1924,5.542e-19,5.424e-19,3.632e-19,-0.0,26.13,0
FrontS018579,-27.0925,15.5249,4.156e-19,4.175e-19,3.137e-19,-0.0,23.65,0
FrontS018581,-26.5814,15.1790,1.703e-20,2.105e-20,2.372e-20,0.0,29.27,0
FrontS018588,-26.7958,15.4753,3.612e-20,4.496e-20,5.179e-20,0.0,21.62,0
FrontS018591,-27.1921,15.3531,1.452e-20,1.908e-20,2.355e-20,0.0,26.19,0
FrontS018598,-26.8625,15.2216,5.728e-19,5.423e-19,3.623e-19,0.0,20.04,0
FrontS018603,-27.0363,15.5905,3.744e-19,7.599e-19,2.443e-18,0.0,27.85,0
FrontS018607,-26.6716,15.6854,1.814e-18,3.942e-18,1.393e-17,-0.001,25.99,0
FrontS018608,-27.0889,15.5640,5.936e-18,4.858e-18,2.301e-18,-0.001,28.83,0
FrontS018612,-26.9880,15.7452,1.850e-19,1.880e-19,1.417e-19,0.001,26.72,0
FrontS018615,-26.7997,15.2810,9.882e-19,9.098e-19,5.711e-19,0.001,25.92,0
FrontS018616,-26.9054,15.4978,2.116e-18,4.028e-18,1.144e-17,0.001,22.53,0
FrontS018623,-26.8297,15.5949,4.498e-19,4.567e-19,3.354e-19,-0.001,21.18,0
FrontS018629,-26.8814,15.4166,7.248e-20,8.281e-20,8.116e-20,0.0,22.33,0
FrontS018630,-27.0480,15.3886,6.054e-20,6.754e-20,6.320e-20,0.001,24.59,0
FrontS018633,-26.8876,15.3344,8.328e-14,6.182e-14,2.475e-14,0.0,21.41,0
FrontS018636,-26.9310,15.2809,1.802e-20,2.176e-20,2.336e-20,0.0,22.48,0
FrontS018637,-26.6586,15.4726,5.612e-14,5.530e-14,3.792e-14,0.001,27.33,1
FrontS018639,-27.0763,15.4755,1.301e-20,1.619e-20,1.818e-20,0.0,24.57,0
FrontS018640,-27.0499,15.5165,2.194e-18,1.890e-18,9.994e-19,0.0,19.37,0
FrontS018641,-26.5480,15.0194,1.021e-18,1.804e-18,4.287e-18,0.001,28.87,0
FrontS018642,-27.0154,15.5262,1.490e-18,3.665e-18,1.668e-17,-0.0,25.47,0
FrontS018646,-26.5337,15.2669,1.129e-18,1.840e-18,3.609e-18,0.0,27.11,0
FrontS018647,-26.9736,15.4839,1.934e-20,2.550e-20,3.128e-20,0.001,19.69,0
FrontS018659,-27.0867,15.7103,5.771e-19,5.334e-19,3.273e-19,-0.0,19.82,0
FrontS018666,-26.9463,15.7372,4.718e-19,4.585e-19,3.131e-19,-0.001,27.44,0
FrontS018667,-26.8936,15.3363,4.827e-19,6.899e-19,1.021e-18,-0.0,27.39,0
FrontS018669,-26.9391,15.4207,1.024e-19,1.090e-19,9.113e-20,-0.001,26.1,0
FrontS018673,-26.8904,15.2895,5.551e-19,8.333e-19,1.367e-18,0.0,28.55,0
FrontS018679,-26.8682,15.6025,7.117e-20,8.222e-20,7.933e-20,-0.0,20.62,0
FrontS018681,-26.8376,15.4791,1.190e-19,1.297e-19,1.171e-19,-0.001,22.91,0
FrontS018684,-27.1487,15.6033,1.359e-14,1.572e-14,1.511e-14,0.0,26.09,0
FrontS018686,-26.9120,15.3570,1.162e-20,1.459e-20,1.723e-20,-0.001,20.16,0
FrontS018688,-26.8499,15.3279,3.556e-18,8.857e-18,4.338e-17,-0.0,20.39,0
FrontS018690,-27.2749,15.5038,2.971e-18,6.380e-18,2.240e-17,0.0,20.78,0
FrontS018694,-26.7725,15.2095,2.308e-20,2.990e-20,3.658e-20,0.0,27.54,0
FrontS018699,-26.6305,15.6582,1.758e-18,3.296e-18,8.762e-18,0.001,20.8,0
FrontS018708,-26.8904,15.7402,1.044e-18,2.027e-18,5.695e-18,0.001,26.37,0
FrontS018710,-27.1162,15.7029,2.244e-20,2.582e-20,2.522e-20,-0.0,24.12,0
