Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
TopS062171,2.8251,-9.5401,2.553e-18,2.081e-18,1.045e-18,0.0,-12.3,0
TopS062172,2.8383,-9.5525,7.794e-14,5.785e-14,2.327e-14,0.0,-10.55,0
TopS062173,2.8440,-9.5681,1.081e-18,1.921e-18,4.680e-18,-0.0,-13.8,0
TopS062174,2.8628,-9.5659,2.626e-18,4.772e-18,1.189e-17,-0.0,-12.69,0
TopS062176,2.8228,-9.5429,2.559e-19,2.696e-19,2.162e-19,0.0,-12.29,0
TopS062182,2.8412,-9.5681,4.711e-20,5.281e-20,4.667e-20,0.0,-12.29,0
TopS062183,2.8334,-9.5496,1.221e-18,1.884e-18,3.362e-18,0.0,-9.51,0
TopS062185,2.8483,-9.5377,8.317e-19,7.965e-19,5.392e-19,0.0,-10.02,0
TopS062186,2.8377,-9.5353,7.448e-19,6.905e-19,4.288e-19,0.0,-11.53,0
TopS062187,2.8709,-9.5638,5.598e-18,4.468e-18,1.984e-18,0.0,-8.38,0
TopS062188,2.8498,-9.5710,1.069e-19,1.124e-19,8.922e-20,0.001,-11.57,0
TopS062191,2.8543,-9.5636,3.164e-20,3.816e-20,3.892e-20,0.0,-10.11,0
TopS062196,2.8485,-9.5692,1.979e-18,3.584e-18,8.871e-18,0.0,-10.4,0
TopS062198,2.8572,-9.5289,2.214e-18,1.867e-18,9.767e-19,0.0,-9.86,0
TopS062202,2.8743,-9.5647,8.656e-20,9.321e-20,7.991e-20,-0.001,-9.1,0
TopS062207,2.8566,-9.5660,8.596e-19,1.417e-18,2.814e-18,0.001,-11.65,0
TopS062209,2.8255,-9.5646,2.386e-20,2.934e-20,3.194e-20,0.0,-11.54,0
TopS062210,2.8456,-9.5541,8.424e-19,7.697e-19,4.569e-19,-0.001,-11.47,0
TopS062211,2.8219,-9.5666,7.796e-19,7.382e-19,4.873e-19,0.0,-8.39,0
TopS062212,2.8372,-9.5197,3.956e-19,3.954e-19,2.859e-19,-0.0,-9.0,0
TopS062213,2.8448,-9.5428,2.740e-18,2.452e-18,1.420e-18,0.0,-10.31,0
TopS062215,2.8511,-9.5693,3.560e-20,4.138e-20,4.182e-20,0.0,-11.92,0
TopS062218,2.8366,-9.5359,1.363e-17,1.072e-17,4.838e-18,0.0,-10.05,1
TopS062219,2.8671,-9.5697,8.113e-15,5.437e-15,1.761e-15,-0.0,-13.84,0
TopS062220,2.8758,-9.5533,2.210e-19,2.235e-19,1.622e-19,-0.0,-13.52,0
TopS062223,2.8432,-9.5506,1.086e-19,1.148e-19,9.365e-20,0.0,-10.42,0
TopS062225,2.8223,-9.5406,4.307e-20,5.193e-20,5.309e-20,-0.001,-9.77,0
TopS062227,2.8435,-9.5528,4.994e-14,3.583e-14,1.293e-14,0.001,-13.22,0
TopS062228,2.8376,-9.5499,3.638e-18,6.725e-18,1.682e-17,0.001,-10.91,0
TopS062230,2.8284,-9.5439,1.094e-19,1.183e-19,1.002e-19,0.001,-13.23,0
TopS062233,2.8613,-9.5312,6.343e-19,6.399e-19,4.577e-19,-0.0,-12.61,0
TopS062234,2.8705,-9.5606,4.530e-19,4.476e-19,3.224e-19,0.0,-12.01,0
TopS062238,2.8305,-9.5727,1.476e-18,2.666e-18,6.459e-18,-0.0,-9.44,0
TopS062240,2.8182,-9.5531,5.110e-19,4.778e-19,3.078e-19,-0.0,-10.2,0
TopS062242,2.8610,-9.5611,1.455e-19,1.580e-19,1.311e-19,0.001,-8.97,0
TopS062245,2.8204,-9.5482,3.592e-18,2.912e-18,1.385e-18,-0.0,-13.42,0
TopS062247,2.8706,-9.5314,8.843e-20,9.536e-20,8.293e-20,-0.001,-10.77,0
TopS062249,2.8261,-9.5379,9.099e-20,9.692e-20,7.983e-20,0.0,-10.1,0
TopS062250,2.8539,-9.5627,7.561e-20,8.428e-20,7.260e-20,-0.0,-10.08,0
TopS062254,2.8155,-9.5492,3.441e-19,3.577e-19,2.718e-19,0.0,-11.27,0
TopS062256,2.8400,-9.5446,8.283e-20,9.151e-20,8.464e-20,-0.0,-10.68,0
TopS062258,2.8387,-9.5460,1.127e-18,1.536e-18,2.128e-18,0.0,-12.3,0
TopS062263,2.8282,-9.5369,8.668e-18,2.582e-17,1.721e-16,0.0,-14.34,0
TopS062264,2.8657,-9.5508,6.321e-18,5.193e-18,2.462e-18,0.0,-9.71,0
TopS062266,2.8406,-9.5554,5.103e-19,9.416e-19,2.460e-18,0.0,-11.7,0
TopS062267,2.8524,-9.5479,1.953e-18,1.751e-18,1.031e-18,-0.0,-13.32,0
TopS062271,2.8344,-9.5373,1.621e-20,2.096e-20,2.530e-20,-0.0,-9.79,0
TopS062273,2.8501,-9.5709,1.042e-19,1.112e-19,9.425e-20,0.001,-12.29,0
TopS062275,2.8543,-9.5406,1.580e-19,1.649e-19,1.311e-19,0.0,-11.8,0
TopS062276,2.8482,-9.5396,1.284e-18,1.114e-18,6.166e-19,-0.0,-10.35,0
TopS062277,2.8719,-9.5436,3.180e-20,3.814e-20,4.054e-20,0.0,-10.1,0
TopS062278,2.8528,-9.5511,1.640e-18,1.400e-18,7.373e-19,0.0,-13.17,0
TopS062280,2.8422,-9.5631,4.515e-19,4.359e-19,2.920e-19,0.0,-11.59,0
TopS062281,2.8488,-9.5557,1.786e-14,1.256e-14,4.419e-15,0.0,-11.17,0
TopS062284,2.8302,-9.5452,2.236e-20,2.749e-20,3.063e-20,-0.0,-12.63,0
TopS062285,2.8577,-9.5519,1.394e-17,1.084e-17,4.649e-18,0.0,-10.0,1
TopS062286,2.8686,-9.5542,1.310e-20,1.668e-20,1.901e-20,0.0,-12.84,0
TopS062289,2.8308,-9.5321,4.767e-14,3.449e-14,1.287e-14,0.0,-11.41,0
TopS062290,2.8441,-9.5493,1.371e-20,1.748e-20,1.978e-20,0.0,-11.84,0
TopS062294,2.8488,-9.5318,7.999e-19,1.213e-18,2.050e-18,-0.0,-12.86,0
TopS062295,2.8519,-9.5616,2.929e-19,2.886e-19,1.992e-19,0.001,-12.96,0
TopS062296,2.8496,-9.5612,1.921e-18,1.631e-18,8.487e-19,-0.0,-12.52,0
TopS062297,2.8614,-9.5631,1.793e-14,1.214e-14,3.970e-15,0.001,-13.35,0
TopS062298,2.8513,-9.5689,6.212e-18,5.270e-18,2.690e-18,-0.0,-10.05,0
TopS062299,2.8527,-9.5363,5.171e-20,6.097e-20,6.140e-20,-0.0,-9.83,0
TopS062300,2.8510,-9.5930,2.908e-20,3.365e-20,3.309e-20,0.0,-13.72,0
TopS062302,2.8380,-9.5595,1.312e-18,1.152e-18,6.611e-19,0.0,-9.56,0
TopS062303,2.8384,-9.5818,1.747e-18,2.983e-18,6.662e-18,-0.001,-11.03,0
TopS062309,2.8452,-9.5398,5.522e-19,5.521e-19,3.873e-19,-0.0,-12.03,0
TopS062311,2.8408,-9.5865,1.727e-17,1.268e-17,5.065e-18,0.001,-10.05,0
TopS062312,2.8239,-9.5534,3.562e-19,6.809e-19,1.841e-18,0.001,-8.56,0
TopS062313,2.8487,-9.5713,1.158e-18,1.010e-18,5.437e-19,-0.0,-8.9,0
TopS062314,2.8328,-9.5554,2.952e-18,2.377e-18,1.113e-18,-0.0,-9.62,0
TopS062316,2.8556,-9.5370,1.961e-19,1.992e-19,1.510e-19,0.001,-10.88,0
TopS062317,2.8686,-9.5555,1.270e-18,1.110e-18,6.211e-19,-0.001,-11.24,0
TopS062320,2.8693,-9.5352,8.044e-19,7.643e-19,4.865e-19,-0.002,-11.03,0
TopS062321,2.8361,-9.5451,2.418e-19,2.455e-19,1.808e-19,-0.001,-12.8,0
TopS062322,2.8450,-9.5551,3.721e-18,3.193e-18,1.676e-18,0.0,-10.43,0
TopS062327,2.8370,-9.5733,8.618e-19,1.365e-18,2.527e-18,-0.001,-12.49,0
TopS062330,2.8338,-9.5454,5.364e-14,3.982e-14,1.560e-14,-0.0,-10.54,0
TopS062336,2.8467,-9.5607,7.866e-19,6.909e-19,3.894e-19,0.0,-10.29,0
TopS062337,2.8412,-9.5476,9.945e-19,1.736e-18,3.876e-18,-0.0,-12.06,0
TopS062338,2.8298,-9.5549,2.500e-17,1.849e-17,7.288e-18,0.0,-12.7,0
TopS062339,2.8298,-9.5438,1.309e-18,1.161e-18,6.437e-19,0.0,-13.11,0
TopS062341,2.8256,-9.5457,4.281e-18,3.459e-18,1.570e-18,-0.001,-10.09,0
TopS062344,2.8586,-9.5701,6.120e-18,9.847e-18,1.973e-17,0.0,-12.92,0
TopS062345,2.8458,-9.5527,1.434e-16,1.006e-16,3.549e-17,-0.0,-10.01,0
TopS062346,2.8458,-9.5528,3.266e-17,2.479e-17,1.024e-17,0.0,-11.51,1
TopS062347,2.8458,-9.5527,3.285e-19,3.252e-19,2.195e-19,0.001,-8.8,0
TopS062348,2.8458,-9.5527,3.571e-14,2.449e-14,8.730e-15,-0.001,-9.16,0
TopS062349,2.8457,-9.5528,1.420e-18,2.714e-18,7.330e-18,-0.0,-8.41,0
TopS062363,2.8085,-9.6453,1.093e-20,1.364e-20,1.573e-20,-0.001,-13.68,0
TopS062368,2.8650,-9.3875,1.021e-20,1.340e-20,1.632e-20,-0.0,-9.81,0
TopS062370,2.8371,-9.6502,5.165e-20,5.975e-20,5.814e-20,-0.0,-11.95,0
TopS062371,2.7909,-9.5723,1.538e-18,1.352e-18,7.533e-19,-0.001,-7.74,0
TopS062376,2.8314,-9.5506,1.655e-18,1.414e-18,7.365e-19,0.0,-11.02,0
TopS062378,2.9693,-9.6824,4.721e-19,8.677e-19,2.152e-18,-0.0,-8.76,0
TopS062384,2.8168,-9.6088,1.835e-19,1.945e-19,1.576e-19,-0.0,-10.63,0
TopS062386,2.9148,-9.6547,1.507e-19,1.549e-19,1.200e-19,0.001,-15.97,0
TopS062387,2.8799,-9.4389,1.769e-18,1.504e-18,7.842e-19,0.001,-11.79,0
TopS062393,2.8691,-9.7151,5.202e-20,6.013e-20,6.047e-20,0.0,-6.96,0
TopS062396,2.9161,-9.5507,1.435e-18,1.254e-18,6.637e-19,-0.0,-9.25,0
TopS062398,2.8235,-9.7671,8.192e-19,7.206e-19,4.145e-19,0.0,-8.85,0
TopS062405,2.7702,-9.7615,3.304e-19,3.320e-19,2.407e-19,-0.0,-7.96,0
TopS062406,2.6793,-9.5720,6.537e-18,1.656e-17,8.470e-17,0.0,-12.19,0
TopS062408,2.8855,-9.6356,1.222e-19,1.304e-19,1.056e-19,0.001,-10.41,0
TopS062409,2.7918,-9.5311,7.350e-20,8.422e-20,7.945e-20,0.0,-8.3,0
TopS062411,2.9118,-9.4369,3.353e-20,3.956e-20,3.981e-20,0.0,-9.24,0
TopS062417,2.6724,-9.5152,5.386e-20,5.957e-20,5.372e-20,-0.0,-10.04,0
TopS062419,2.8885,-9.5589,2.075e-20,2.676e-20,3.163e-20,0.0,-10.69,0
TopS062420,2.9194,-9.5393,2.453e-18,2.059e-18,1.031e-18,0.001,-12.66,0
TopS062428,2.7370,-9.4035,8.089e-19,7.287e-19,4.339e-19,-0.0,-11.25,0
TopS062431,2.8823,-9.4992,1.460e-20,1.979e-20,2.681e-20,0.001,-9.02,0
TopS062432,2.8224,-9.4394,9.780e-19,2.133e-18,7.751e-18,-0.001,-9.1,0
TopS062434,2.7726,-9.6074,7.211e-20,7.747e-20,6.509e-20,0.001,-11.17,0
TopS062435,2.8536,-9.6305,2.370e-14,1.804e-14,7.331e-15,0.001,-9.95,0
TopS062436,2.6235,-9.4612,1.056e-19,1.229e-19,1.222e-19,-0.001,-7.34,0
TopS062439,2.7058,-9.5551,3.422e-19,3.523e-19,2.633e-19,0.001,-7.58,0
TopS062440,2.7550,-9.5604,2.323e-18,3.529e-18,6.108e-18,0.001,-9.64,0
TopS062446,2.8411,-9.3866,7.608e-19,6.641e-19,3.617e-19,-0.0,-8.9,0
TopS062447,2.9080,-9.5665,1.227e-18,1.142e-18,7.363e-19,0.0,-13.82,0
TopS062450,2.9345,-9.6683,2.275e-18,3.436e-18,5.514e-18,0.0,-9.1,0
TopS062458,2.7953,-9.6508,9.784e-20,1.063e-19,8.935e-20,-0.0,-7.09,0
TopS062460,2.7551,-9.4406,1.016e-20,1.233e-20,1.362e-20,-0.001,-13.83,0
TopS062462,2.8406,-9.6255,3.084e-20,3.654e-20,3.642e-20,-0.001,-10.82,0
TopS062464,2.7925,-9.4782,4.359e-18,3.552e-18,1.729e-18,0.001,-10.01,0
TopS062476,2.8424,-9.5465,7.272e-20,8.033e-20,7.069e-20,0.0,-10.1,0
TopS062479,2.9265,-9.6215,9.813e-19,8.935e-19,5.304e-19,0.001,-9.49,0
TopS062482,2.8040,-9.2468,1.915e-18,4.062e-18,1.393e-17,0.001,-7.69,0
TopS062483,2.8388,-9.5337,6.030e-20,6.395e-20,5.323e-20,-0.0,-11.68,0
TopS062485,2.8146,-9.5433,2.411e-18,2.250e-18,1.401e-18,0.001,-13.17,0
TopS062486,2.9486,-9.5564,7.817e-20,8.680e-20,7.849e-20,0.0,-7.05,0
TopS062487,2.7564,-9.3665,2.191e-18,5.028e-18,1.953e-17,0.0,-11.95,0
TopS062496,2.7518,-9.4633,1.271e-18,1.173e-18,6.934e-19,0.001,-9.93,0
TopS062501,2.8316,-9.4607,3.430e-20,4.293e-20,4.869e-20,0.0,-12.79,0
TopS062502,3.0273,-9.6491,5.568e-20,6.165e-20,5.749e-20,0.001,-11.47,0
TopS062504,2.8106,-9.6285,1.655e-18,3.742e-18,1.439e-17,0.0,-8.72,0
TopS062513,2.7798,-9.5727,1.445e-18,2.224e-18,3.909e-18,0.0,-12.56,0
TopS062514,2.9692,-9.4684,2.975e-20,3.538e-20,3.636e-20,0.0,-10.41,0
TopS062520,2.9650,-9.5497,1.049e-19,1.064e-19,7.986e-20,-0.001,-13.63,0
TopS062521,2.8558,-9.5664,1.289e-20,1.684e-20,2.130e-20,-0.001,-12.97,0
TopS062524,2.8343,-9.6047,1.755e-20,2.221e-20,2.596e-20,0.001,-8.55,0
TopS062525,2.8345,-9.3783,4.695e-14,3.546e-14,1.422e-14,0.0,-8.77,0
TopS062527,2.8437,-9.5252,2.821e-19,2.826e-19,2.105e-19,-0.0,-8.48,0
TopS062530,2.7754,-9.6156,4.454e-18,3.637e-18,1.783e-18,0.0,-12.62,0
TopS062535,2.9347,-9.4939,1.050e-20,1.400e-20,1.805e-20,0.0,-13.07,0
TopS062538,2.8620,-9.5560,1.161e-18,2.656e-18,1.051e-17,0.001,-10.78,0
TopS062540,2.6652,-9.4290,1.331e-18,2.041e-18,3.713e-18,0.001,-8.43,0
TopS062555,2.9166,-9.4260,8.152e-20,8.852e-20,7.697e-20,0.001,-12.25,0
TopS062557,2.8878,-9.5915,6.068e-19,5.961e-19,4.120e-19,-0.0,-11.1,0
TopS062561,2.7445,-9.5076,1.171e-18,1.075e-18,6.717e-19,0.0,-8.59,0
TopS062563,2.9067,-9.5209,1.257e-14,8.446e-15,2.822e-15,-0.0,-13.78,0
TopS062565,2.9200,-9.7519,6.052e-20,6.745e-20,6.276e-20,-0.0,-10.26,0
TopS062571,2.8689,-9.4919,1.166e-20,1.533e-20,2.004e-20,-0.0,-9.35,0
TopS062575,2.7871,-9.7710,8.089e-20,8.963e-20,7.987e-20,-0.0,-7.26,0
TopS062578,2.9408,-9.7302,5.710e-19,8.828e-19,1.620e-18,0.0,-9.07,0
TopS062603,2.8413,-9.4052,3.139e-20,3.462e-20,3.006e-20,-0.0,-10.47,0
TopS062604,2.8622,-9.4928,1.994e-18,1.726e-18,9.254e-19,-0.0,-12.37,0
TopS062606,2.9310,-9.4870,1.789e-20,2.227e-20,2.455e-20,-0.0,-6.67,0
TopS062610,2.8746,-9.4838,3.155e-20,3.925e-20,4.502e-20,-0.001,-11.16,0
TopS062617,2.9373,-9.5838,1.141e-20,1.393e-20,1.543e-20,-0.001,-13.58,0
TopS062618,2.8416,-9.4707,7.439e-19,6.719e-19,4.030e-19,0.0,-8.64,0
TopS062621,2.8544,-9.5049,7.680e-20,8.195e-20,6.639e-20,-0.0,-13.68,0
TopS062628,2.8529,-9.5163,1.424e-20,1.729e-20,1.831e-20,0.0,-15.82,0
TopS062629,2.8042,-9.6270,4.610e-20,5.509e-20,5.660e-20,0.001,-11.17,0
TopS062635,2.8659,-9.6141,1.357e-18,2.870e-18,9.511e-18,0.0,-8.62,0
TopS062637,2.9339,-9.5451,3.806e-19,7.466e-19,2.201e-18,-0.001,-14.86,0
TopS062638,2.9125,-9.6045,1.241e-18,1.139e-18,6.827e-19,0.0,-12.66,0
TopS062642,2.8042,-9.6298,3.639e-18,5.801e-18,1.143e-17,0.0,-14.89,0
TopS062644,2.9052,-9.6192,1.092e-20,1.420e-20,1.807e-20,0.0,-7.43,0
TopS062645,2.8321,-9.6026,1.453e-20,1.897e-20,2.401e-20,0.001,-9.41,0
TopS062646,2.8666,-9.7423,1.175e-18,2.841e-18,1.309e-17,0.0,-12.25,0
TopS062651,2.8856,-9.3957,4.207e-20,4.965e-20,5.168e-20,0.0,-13.0,0
TopS062652,2.8123,-9.7564,2.371e-18,1.962e-18,9.544e-19,0.0,-7.39,0
TopS062658,2.8306,-9.4556,4.706e-19,4.278e-19,2.537e-19,-0.0,-8.27,0
TopS062659,2.9540,-9.6658,2.908e-19,2.873e-19,2.027e-19,-0.0,-14.95,0
TopS062671,2.8595,-9.4882,1.385e-18,1.210e-18,6.465e-19,0.0,-8.81,0
TopS062674,2.7021,-9.6030,1.482e-20,1.820e-20,2.090e-20,-0.001,-13.58,0
TopS062675,2.8021,-9.6562,1.870e-18,1.531e-18,7.375e-19,0.0,-13.2,0
TopS062680,2.9288,-9.5743,1.842e-18,2.944e-18,5.605e-18,0.0,-12.76,0
TopS062690,2.9681,-9.6984,1.444e-19,1.538e-19,1.248e-19,-0.0,-12.74,0
TopS062692,2.8592,-9.3375,6.631e-19,6.110e-19,3.751e-19,0.001,-9.86,0
TopS062697,2.8006,-9.6331,3.982e-20,4.651e-20,4.473e-20,-0.0,-9.18,0
TopS062698,3.0144,-9.5543,1.799e-14,2.221e-14,2.384e-14,-0.0,-15.29,0
TopS062704,2.8505,-9.5430,3.131e-20,3.885e-20,4.306e-20,0.001,-12.7,0
TopS062705,2.8721,-9.5730,6.530e-20,7.402e-20,7.093e-20,-0.001,-13.41,0
TopS062716,2.8346,-9.5704,8.809e-20,9.739e-20,8.777e-20,-0.0,-9.52,0
TopS062721,2.7303,-9.5674,4.219e-20,4.893e-20,4.870e-20,-0.001,-10.36,0
TopS062723,2.9766,-9.5643,2.933e-18,6.155e-18,2.034e-17,-0.0,-8.97,0
TopS062724,2.8237,-9.5920,1.288e-17,9.810e-18,4.349e-18,0.001,-8.0,1
TopS062728,2.9817,-9.4396,9.115e-15,6.136e-15,1.987e-15,0.0,-7.13,0
TopS062730,2.8249,-9.3284,4.898e-19,4.628e-19,3.018e-19,0.001,-8.6,0
TopS062733,2.8867,-9.7154,2.105e-19,2.022e-19,1.382e-19,-0.0,-14.1,0
TopS062738,2.8086,-9.5862,3.858e-20,4.563e-20,4.777e-20,-0.001,-12.66,0
TopS062740,2.8709,-9.7136,8.736e-20,9.613e-20,8.505e-20,-0.001,-12.97,0
TopS062741,2.9072,-9.7219,6.961e-19,1.229e-18,2.898e-18,0.001,-10.81,0
TopS062744,2.8184,-9.3772,3.525e-18,3.002e-18,1.539e-18,0.001,-15.05,0
TopS062749,2.7375,-9.7147,5.991e-19,5.776e-19,3.754e-19,0.0,-14.23,0
TopS062751,3.0116,-9.6600,4.806e-18,6.687e-18,9.356e-18,0.0,-15.12,0
TopS062755,2.9795,-9.7388,3.828e-19,6.577e-19,1.402e-18,0.001,-12.38,0
TopS062758,2.8934,-9.7020,4.722e-20,5.296e-20,4.909e-20,-0.0,-9.49,0
TopS062765,2.9563,-9.4595,3.318e-19,3.364e-19,2.507e-19,0.0,-11.48,0
TopS062777,2.9181,-9.3291,1.124e-18,9.922e-19,5.350e-19,0.0,-12.13,0
TopS062779,2.7572,-9.5377,5.296e-20,6.323e-20,6.735e-20,0.001,-11.94,0
TopS062781,2.6877,-9.6178,1.742e-18,1.479e-18,7.594e-19,-0.0,-14.74,0
TopS062787,2.7597,-9.4113,1.473e-19,1.632e-19,1.459e-19,0.0,-13.51,0
TopS062788,2.8247,-9.6727,2.280e-20,2.768e-20,3.041e-20,0.0,-14.02,0
TopS062789,2.8412,-9.6802,4.446e-14,3.607e-14,1.649e-14,0.0,-14.03,1
TopS062792,3.0088,-9.6257,1.448e-14,9.930e-15,3.303e-15,0.001,-8.98,0
TopS062799,2.9337,-9.6877,1.019e-18,1.671e-18,3.247e-18,-0.0,-11.2,0
TopS062807,2.8437,-9.5644,4.209e-19,4.056e-19,2.748e-19,-0.001,-14.33,0
TopS062808,2.6848,-9.5305,5.370e-20,6.396e-20,6.739e-20,-0.0,-13.65,0
TopS062809,2.8777,-9.4698,1.167e-20,1.512e-20,1.874e-20,0.0,-12.32,0
TopS062811,2.9155,-9.7194,4.787e-18,8.621e-18,2.133e-17,0.0,-14.12,0
TopS062813,2.8993,-9.5859,1.200e-20,1.606e-20,2.055e-20,0.001,-11.62,0
TopS062815,2.7571,-9.4036,2.702e-20,3.255e-20,3.505e-20,-0.0,-8.38,0
TopS062816,2.8233,-9.6379,1.439e-18,1.204e-18,6.181e-19,0.001,-9.57,0
TopS062818,2.8014,-9.4162,6.035e-18,4.871e-18,2.334e-18,0.0,-10.45,0
TopS062823,2.8851,-9.5439,1.588e-18,2.503e-18,4.502e-18,-0.0,-7.95,0
TopS062824,2.7038,-9.5759,2.270e-20,2.834e-20,3.272e-20,0.0,-9.92,0
TopS062828,2.7574,-9.4078,2.079e-20,2.558e-20,2.748e-20,-0.0,-12.38,0
TopS062832,2.8399,-9.6909,7.661e-19,1.248e-18,2.403e-18,-0.0,-12.68,0
TopS062835,2.7916,-9.4739,3.659e-20,4.337e-20,4.432e-20,0.001,-12.38,0
TopS062837,2.7342,-9.4331,1.676e-20,2.192e-20,2.698e-20,0.0,-9.42,0
TopS062840,2.9306,-9.5435,1.698e-19,1.834e-19,1.541e-19,0.001,-15.69,0
TopS062841,2.9239,-9.4517,5.473e-18,4.370e-18,2.037e-18,-0.001,-13.92,0
TopS062844,2.9253,-9.4579,5.663e-20,6.132e-20,5.315e-20,0.0,-12.68,0
TopS062845,3.0545,-9.4883,2.184e-19,2.317e-19,1.919e-19,0.0,-15.1,0
TopS062848,2.8643,-9.6885,1.195e-20,1.567e-20,2.019e-20,-0.0,-11.22,0
TopS062853,2.8293,-9.6526,3.651e-20,4.269e-20,4.300e-20,0.0,-7.62,0
TopS062857,2.7973,-9.6305,1.830e-20,2.340e-20,2.853e-20,-0.0,-14.56,0
TopS062859,2.7836,-9.3104,8.270e-19,7.601e-19,4.532e-19,0.001,-9.98,0
TopS062860,2.8888,-9.4586,1.191e-20,1.502e-20,1.687e-20,0.0,-10.9,0
TopS062868,2.8385,-9.6991,9.826e-20,1.018e-19,7.929e-20,-0.0,-10.54,0
TopS062875,2.8522,-9.7501,2.225e-19,2.234e-19,1.615e-19,-0.001,-9.54,0
TopS062880,2.8585,-9.6839,2.267e-19,4.092e-19,1.006e-18,-0.001,-14.5,0
TopS062884,2.8411,-9.6429,2.013e-18,3.638e-18,8.944e-18,0.0,-8.78,0
TopS062885,2.9964,-9.5987,6.577e-19,6.059e-19,3.782e-19,0.0,-11.6,0
TopS062886,2.9982,-9.4147,1.106e-19,1.229e-19,1.085e-19,-0.0,-12.51,0
TopS062887,2.8796,-9.5768,1.695e-19,1.693e-19,1.234e-19,-0.001,-9.65,0
TopS062888,2.7913,-9.6982,1.483e-18,2.349e-18,4.519e-18,0.001,-9.95,0
TopS062894,2.8651,-9.5468,7.136e-19,6.712e-19,4.228e-19,-0.001,-9.68,0
TopS062895,2.7599,-9.3772,2.300e-19,2.202e-19,1.435e-19,-0.0,-14.02,0
TopS062899,2.7007,-9.4637,1.065e-20,1.328e-20,1.511e-20,0.0,-15.46,0
TopS062904,2.7835,-9.4702,8.121e-19,7.341e-19,4.491e-19,-0.001,-10.79,0
TopS062905,2.9072,-9.7195,7.373e-14,5.562e-14,2.238e-14,0.0,-11.98,0
TopS062912,2.8191,-9.5423,4.279e-14,2.987e-14,1.044e-14,-0.0,-13.24,0
