Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
TopDG0392,-24.9650,34.3705,4.203e-17,3.631e-17,1.091e-17,134.4295,320.91
TopDG0393,-24.9090,34.7721,1.810e-17,1.368e-17,6.385e-18,51.1743,317.11
TopDG0394,-24.9887,34.4813,1.110e-17,8.142e-18,4.159e-18,77.8759,320.68
TopDG0395,-25.1805,34.5416,1.522e-17,1.313e-17,5.815e-18,51.6902,319.62
TopDG0396,-24.8580,34.5826,2.463e-17,1.919e-17,7.345e-18,58.786,321.11
TopDG0397,-24.6614,34.8047,1.606e-17,1.508e-17,6.243e-18,59.9077,321.01
TopDG0398,-24.8744,34.8605,1.641e-17,1.282e-17,5.479e-18,47.0092,320.89
TopDG0399,-25.0557,33.9343,1.643e-17,1.257e-17,5.296e-18,54.7618,317.58
TopDG0400,-24.8444,34.1133,1.320e-17,1.027e-17,4.770e-18,95.2055,317.73
TopDG0401,-25.3587,34.6249,1.192e-17,9.102e-18,4.264e-18,86.6921,317.33
TopDG0402,-25.6150,34.4013,1.496e-17,1.263e-17,5.721e-18,53.2405,315.01
TopDG0403,-24.9078,35.0006,1.535e-17,1.402e-17,5.885e-18,49.5851,314.78
TopDG0404,-24.7378,34.6599,1.119e-17,9.202e-18,3.887e-18,69.8179,315.27
TopDG0405,-25.1586,34.8675,1.159e-17,9.454e-18,4.346e-18,68.2424,319.19
TopDG0406,-24.6861,34.7283,1.791e-17,1.466e-17,6.604e-18,67.3351,318.9
TopDG0407,-24.6684,34.5340,1.007e-17,8.533e-18,3.814e-18,74.5836,317.95
TopDG0408,-25.0186,34.5690,1.020e-17,7.794e-18,3.921e-18,73.0719,316.35
TopDG0409,-25.0947,34.7693,1.813e-17,1.374e-17,6.426e-18,57.9447,320.17
TopDG0410,-25.1879,34.2377,1.605e-17,1.308e-17,6.580e-18,58.1778,320.14
TopDG0411,-24.6651,33.8997,1.581e-17,1.172e-17,5.028e-18,51.7525,316.35
TopDG0447,27.5212,13.5080,4.120e-17,3.113e-17,1.155e-17,104.3618,400.1
TopDG0448,27.3897,13.3658,1.436e-17,1.183e-17,5.662e-18,51.6183,402.37
TopDG0449,27.3614,13.5647,1.578e-17,1.321e-17,5.942e-18,60.6581,403.47
TopDG0450,27.2775,13.4521,1.518e-17,1.370e-17,6.241e-18,51.783,401.08
TopDG0451,27.4762,13.4516,1.581e-17,1.398e-17,6.380e-18,57.3655,401.05
TopDG0452,27.4081,13.5723,1.547e-17,1.423e-17,6.525e-18,56.0834,400.03
TopDG0453,27.4595,13.7013,2.080e-17,1.840e-17,7.119e-18,55.7851,402.79
TopDG0454,27.4317,13.3978,1.537e-17,1.275e-17,5.394e-18,63.9234,402.91
TopDG0455,27.4469,13.7413,1.506e-17,1.161e-17,5.088e-18,55.7218,402.99
TopDG0456,27.4349,13.2583,1.327e-17,1.361e-17,5.347e-18,61.0631,402.91
TopDG0461,-27.6113,2.5327,3.927e-17,3.132e-17,1.369e-17,121.8121,128.21
TopDG0462,-5.9657,17.8249,2.228e-17,1.663e-17,7.722e-18,162.7444,216.57
TopDG0463,-5.8112,17.6441,2.907e-17,2.303e-17,1.213e-17,87.4259,215.28
TopDG0464,-5.8468,17.6914,2.745e-17,2.230e-17,1.018e-17,87.0403,215.51
TopDG0465,-6.0448,17.8303,3.185e-17,2.630e-17,1.201e-17,72.3993,216.05
TopDG0466,-5.9899,17.8543,2.010e-17,1.635e-17,7.606e-18,166.7772,216.15
TopDG0467,-5.8695,17.7948,3.048e-17,2.488e-17,1.214e-17,70.3486,216.33
TopDG0468,-6.0917,17.7507,3.046e-17,2.477e-17,1.014e-17,71.3419,215.61
TopDG0469,-6.0607,17.8067,4.284e-17,3.207e-17,1.380e-17,91.4144,216.04
TopDG0531,-2.7982,2.0846,2.118e-17,1.691e-17,7.392e-18,85.9066,243.19
TopDG0560,-37.8177,-21.5997,2.459e-17,1.993e-17,8.744e-18,73.7503,271.9
TopDG0561,-37.8884,-21.7668,1.612e-17,1.519e-17,6.286e-18,75.2205,272.09
TopDG0633,4.8409,15.4088,5.356e-18,4.636e-18,2.286e-18,84.8763,520.67
TopDG0634,4.8400,15.3305,8.199e-18,6.888e-18,2.978e-18,45.799,521.59
TopDG0635,4.8672,15.4721,7.141e-18,5.890e-18,2.952e-18,34.654,521.23
TopDG0636,4.9499,15.4463,7.770e-18,6.168e-18,3.039e-18,38.6196,521.7
TopDG0637,4.8732,15.3953,8.757e-18,6.992e-18,3.476e-18,38.1496,521.18
TopDG0638,4.8034,15.3587,8.184e-18,6.806e-18,3.462e-18,41.7063,519.95
TopDG0639,4.9367,15.3997,7.403e-18,6.493e-18,2.949e-18,37.8704,521.71
TopDG0640,4.7221,15.4162,8.445e-18,6.943e-18,3.321e-18,43.9664,520.26
TopDG0650,17.3361,-17.6184,1.242e-17,1.077e-17,4.785e-18,95.3859,345.48
TopDG0651,17.3824,-17.6420,1.797e-17,1.533e-17,7.046e-18,84.3591,344.78
TopDG0652,17.4171,-17.6578,1.838e-17,1.459e-17,7.038e-18,64.2166,344.17
TopDG0653,17.3289,-17.7044,1.800e-17,1.559e-17,7.380e-18,64.051,345.41
TopDG0654,17.3784,-17.7400,1.990e-17,1.542e-17,6.714e-18,60.293,344.58
TopDG0655,-14.9001,-8.6377,2.182e-17,1.733e-17,7.639e-18,77.6151,241.65
TopDG0656,-15.0679,-8.6238,2.017e-17,1.806e-17,7.062e-18,80.3403,241.6
TopDG0679,23.6555,-27.3514,1.340e-17,1.011e-17,4.526e-18,54.9589,298.01
TopDG0744,-12.4642,-34.8572,8.204e-17,5.523e-17,2.062e-17,162.8843,274.29
TopDG0745,-12.5655,-34.9744,3.228e-17,2.462e-17,1.254e-17,95.4044,275.68
TopDG0746,-12.3797,-34.8200,3.252e-17,2.333e-17,1.171e-17,85.3957,274.81
TopDG0747,-12.7274,-35.2658,4.221e-17,3.131e-17,1.369e-17,77.6898,274.46
TopDG0748,-12.2582,-35.2853,3.544e-17,2.644e-17,1.097e-17,77.4393,275.68
TopDG0749,-12.7767,-35.1678,3.022e-17,2.432e-17,1.220e-17,74.9748,273.52
TopDG0750,-12.7009,-34.7204,3.038e-17,2.415e-17,1.091e-17,79.6744,274.75
TopDG0751,-12.1222,-34.7345,2.965e-17,2.291e-17,8.910e-18,72.6272,275.5
TopDG0752,-12.6803,-35.1033,3.347e-17,2.693e-17,1.116e-17,72.9558,274.72
TopDG0753,-12.4417,-34.7535,2.948e-17,2.579e-17,1.154e-17,91.9968,273.59
TopDG0754,-12.2169,-34.6256,2.596e-17,2.337e-17,1.142e-17,71.5145,273.61
TopDG0755,-12.6050,-35.2660,2.745e-17,2.489e-17,1.197e-17,78.1429,274.38
TopDG0756,-12.5234,-35.3103,3.014e-17,2.350e-17,1.026e-17,70.6289,272.41
TopDG0789,13.2368,6.3177,8.410e-18,6.044e-18,2.981e-18,48.7466,388.64
TopDG0801,25.5918,39.9924,1.124e-17,8.262e-18,4.540e-18,66.3398,364.89
TopDG0827,-2.2369,-43.6924,2.159e-17,1.900e-17,8.766e-18,126.1954,223.91
TopDG0828,-2.3269,-43.5363,3.671e-17,2.983e-17,1.231e-17,85.8752,223.19
TopDG0829,-1.9952,-43.7096,2.993e-17,2.806e-17,1.387e-17,86.8924,223.93
TopDG0830,-2.2895,-43.5266,3.263e-17,2.656e-17,1.187e-17,82.7063,223.86
TopDG0831,-2.2445,-43.4101,3.221e-17,2.585e-17,1.209e-17,101.3549,222.57
TopDG0911,38.5897,-10.0775,3.238e-17,2.722e-17,8.449e-18,100.454,394.98
TopDG0912,38.7351,-10.1332,1.158e-17,9.711e-18,4.179e-18,55.6681,393.07
TopDG0913,38.6035,-10.2618,9.556e-18,8.938e-18,3.967e-18,40.5513,391.23
TopDG0914,38.5493,-10.0148,1.484e-17,1.216e-17,5.326e-18,46.7671,395.15
TopDG0915,38.5095,-10.0100,1.116e-17,9.601e-18,4.502e-18,61.2937,394.08
TopDG0916,38.6467,-9.9597,1.101e-17,9.093e-18,4.226e-18,50.289,393.7
TopDG0917,38.8278,-10.2850,1.052e-17,8.066e-18,4.133e-18,47.1907,395.36
TopDG0918,38.5556,-10.1388,8.842e-18,7.142e-18,3.060e-18,87.5582,395.16
TopDG0919,38.9493,-9.9697,1.176e-17,9.669e-18,4.138e-18,46.6211,396.21
TopDG0920,38.6057,-9.8870,1.237e-17,9.786e-18,4.555e-18,49.7133,392.09
TopDG0921,38.7077,-9.8384,1.480e-17,1.324e-17,5.153e-18,53.5022,391.74
TopDG0922,38.4103,-9.7422,1.102e-17,9.705e-18,4.512e-18,54.24,396.31
TopDG0923,38.3397,-10.2115,1.112e-17,8.795e-18,4.215e-18,39.8351,396.48
TopDG0924,38.2932,-10.0432,1.053e-17,9.942e-18,3.991e-18,41.0757,396.15
TopDG0925,38.3891,-10.2190,1.301e-17,1.013e-17,4.895e-18,46.7655,393.97
TopDG0926,38.3843,-9.9697,1.146e-17,8.921e-18,3.745e-18,38.6123,394.68
TopDG0927,38.4615,-10.1291,8.359e-18,6.947e-18,3.297e-18,51.9211,392.06
TopDG1008,30.8768,-16.0147,7.581e-17,5.959e-17,2.502e-17,280.4235,164.82
TopDG1009,30.5169,-16.0724,1.005e-16,8.012e-17,3.440e-17,160.2755,165.58
TopDG1010,30.8334,-15.9924,9.181e-17,7.463e-17,3.002e-17,149.4634,165.91
TopDG1011,30.7636,-15.7707,6.642e-17,5.782e-17,2.512e-17,177.5223,165.18
TopDG1012,30.9031,-15.9706,1.003e-16,7.808e-17,3.528e-17,187.6801,164.8
TopDG1013,30.8247,-16.2511,9.873e-17,7.710e-17,3.231e-17,103.2933,165.27
TopDG1014,12.6392,-27.4636,4.290e-17,3.531e-17,1.123e-17,162.4707,381.98
TopDG1015,12.8697,-27.2395,1.493e-17,1.280e-17,5.759e-18,42.927,380.35
TopDG1016,12.8397,-27.4381,1.789e-17,1.354e-17,5.943e-18,60.5459,381.34
TopDG1017,12.4549,-27.4009,1.686e-17,1.222e-17,6.562e-18,61.5413,379.69
TopDG1018,12.6476,-27.0397,1.452e-17,1.240e-17,5.631e-18,48.2372,381.44
TopDG1019,12.5441,-27.6134,1.262e-17,1.070e-17,4.581e-18,112.5671,380.77
TopDG1020,12.3468,-27.2939,1.545e-17,1.221e-17,5.656e-18,46.8501,377.52
TopDG1021,12.6143,-27.6892,2.021e-17,1.903e-17,6.459e-18,56.1473,381.22
TopDG1022,12.5791,-27.9046,1.348e-17,1.283e-17,5.344e-18,51.9046,381.56
TopDG1023,12.8771,-27.5081,1.505e-17,1.265e-17,5.656e-18,57.0821,380.01
TopDG1024,12.7704,-27.3229,1.133e-17,9.060e-18,4.164e-18,66.0747,379.63
TopDG1025,12.4738,-27.4129,1.650e-17,1.276e-17,7.007e-18,60.2111,381.01
TopDG1026,12.3446,-27.7206,1.469e-17,1.162e-17,5.642e-18,45.507,381.36
TopDG1027,12.6121,-27.5918,1.610e-17,1.246e-17,5.451e-18,51.3789,381.5
TopDG1028,12.4693,-27.5984,1.450e-17,1.231e-17,5.582e-18,53.2775,380.11
TopDG1029,12.7192,-27.5841,1.063e-17,8.508e-18,4.229e-18,116.5504,380.65
TopDG1031,33.8022,-4.6878,2.353e-17,2.068e-17,8.867e-18,78.5229,312.27
TopDG1032,33.7907,-4.7676,2.235e-17,1.941e-17,7.975e-18,65.6793,311.8
TopDG1033,33.8008,-4.6138,1.548e-17,1.218e-17,6.007e-18,91.8702,312.36
TopDG1034,33.7945,-4.7389,2.589e-17,1.849e-17,8.897e-18,62.301,312.03
TopDG1050,0.5032,-5.2420,9.127e-17,6.937e-17,2.324e-17,232.4959,253.79
TopDG1051,0.6837,-5.4063,3.118e-17,2.481e-17,1.103e-17,85.0218,253.51
TopDG1052,0.4720,-5.5177,2.681e-17,2.463e-17,1.086e-17,81.1126,253.81
TopDG1053,0.2032,-5.0515,3.273e-17,2.374e-17,1.096e-17,74.0359,252.78
TopDG1054,0.1763,-5.2374,3.108e-17,2.480e-17,1.081e-17,72.4266,252.63
TopDG1055,0.8757,-5.1000,3.150e-17,3.103e-17,1.144e-17,87.5048,253.78
TopDG1056,0.7370,-5.1117,3.167e-17,2.357e-17,1.068e-17,75.8807,253.61
TopDG1057,0.4552,-5.3528,2.928e-17,2.556e-17,1.095e-17,71.2433,252.18
TopDG1058,0.3810,-4.8880,3.380e-17,2.934e-17,1.223e-17,86.7271,251.38
TopDG1059,0.3063,-5.3284,2.943e-17,2.655e-17,1.097e-17,64.9852,253.61
TopDG1060,0.5866,-5.1631,3.190e-17,2.431e-17,1.072e-17,68.7626,253.15
TopDG1061,0.5283,-5.0963,3.045e-17,2.572e-17,1.101e-17,80.6555,252.86
TopDG1062,0.3368,-5.1559,4.806e-17,3.578e-17,1.460e-17,64.0685,253.38
TopDG1096,40.4982,29.9058,8.594e-18,6.595e-18,3.627e-18,57.1419,369.99
TopDG1125,41.5408,37.0116,3.218e-17,2.497e-17,1.080e-17,114.1277,218.83
TopDG1149,-3.4942,20.1090,8.909e-18,7.768e-18,3.382e-18,80.6524,353.96
TopDG1150,-3.5578,20.0999,1.359e-17,1.131e-17,5.460e-18,51.583,353.61
TopDG1151,-3.5816,20.1416,1.367e-17,1.111e-17,4.212e-18,47.2798,354.66
TopDG1152,-3.4411,20.0695,1.865e-17,1.529e-17,6.943e-18,49.627,354.43
TopDG1153,-3.5321,20.0331,1.227e-17,1.100e-17,4.400e-18,47.6909,353.95
TopDG1173,-14.2504,-6.8447,6.258e-18,5.260e-18,2.646e-18,91.5533,442.11
TopDG1174,-14.2097,-6.8832,6.491e-18,5.605e-18,2.615e-18,50.0324,442.08
TopDG1175,-14.2539,-6.9279,9.193e-18,6.789e-18,3.789e-18,43.2544,442.34
TopDG1176,-14.3342,-6.8406,1.051e-17,7.639e-18,3.653e-18,53.2127,442.98
TopDG1177,-14.3229,-6.9246,1.012e-17,8.749e-18,4.180e-18,37.8936,442.15
TopDG1178,-14.3447,-6.7988,1.315e-17,1.142e-17,4.337e-18,43.4653,442.13
TopDG1179,-14.2235,-6.9464,9.689e-18,8.391e-18,3.764e-18,48.1362,442.6
TopDG1181,-32.4182,-2.6227,3.417e-17,2.407e-17,8.797e-18,138.1967,455.28
TopDG1182,-32.5285,-2.3136,7.811e-18,6.029e-18,2.653e-18,62.3216,460.92
TopDG1183,-32.5095,-2.2010,7.086e-18,5.786e-18,2.731e-18,59.5851,456.52
TopDG1184,-32.6705,-2.5810,1.567e-17,1.210e-17,5.249e-18,53.0247,460.07
TopDG1185,-32.7403,-2.9898,7.476e-18,6.316e-18,2.959e-18,44.5411,454.32
TopDG1186,-31.9593,-2.5629,1.209e-17,9.919e-18,4.205e-18,52.3226,459.5
TopDG1187,-32.7086,-2.2506,1.034e-17,8.772e-18,3.664e-18,41.1156,459.24
TopDG1188,-32.4698,-2.6618,1.106e-17,8.772e-18,3.764e-18,40.8543,460.8
TopDG1189,-32.5128,-2.3197,1.048e-17,9.409e-18,4.091e-18,44.9572,461.67
TopDG1190,-32.4865,-3.0098,1.193e-17,9.192e-18,4.173e-18,50.2909,462.4
TopDG1191,-32.2965,-2.4436,1.652e-17,1.372e-17,5.458e-18,52.4942,458.74
TopDG1192,-32.5254,-3.0423,1.228e-17,8.930e-18,4.628e-18,54.4343,460.22
TopDG1193,-32.9663,-2.7984,1.097e-17,8.384e-18,3.920e-18,46.8945,459.1
TopDG1194,-31.6901,-2.8174,8.100e-18,6.239e-18,2.995e-18,56.2544,462.03
TopDG1195,-32.1797,-2.2697,1.273e-17,9.808e-18,4.765e-18,47.9936,463.23
TopDG1196,-32.6853,-2.5652,8.474e-18,7.125e-18,2.854e-18,48.3742,460.81
TopDG1197,-31.7560,-2.4813,1.130e-17,1.018e-17,4.927e-18,48.4059,462.85
TopDG1198,-32.1768,-2.7254,7.157e-18,6.172e-18,2.956e-18,80.0254,458.58
TopDG1199,-32.1406,-2.6393,9.177e-18,7.108e-18,3.194e-18,78.972,463.27
TopDG1200,-32.4118,-2.7859,1.067e-17,8.831e-18,4.021e-18,39.5628,459.42
TopDG1201,-32.7989,-2.4004,1.074e-17,9.565e-18,4.765e-18,42.5192,460.07
TopDG1202,-32.4677,-2.8646,9.011e-18,6.656e-18,3.093e-18,76.7677,459.46
TopDG1203,-32.6762,-2.5411,7.961e-18,7.371e-18,3.225e-18,80.8693,461.28
TopDG1204,-32.1637,-2.9690,1.144e-17,9.021e-18,4.354e-18,61.8595,456.03
TopDG1205,-32.4252,-2.7448,7.119e-18,6.260e-18,2.714e-18,110.782,457.48
TopDG1206,-32.4023,-2.3559,1.122e-17,7.961e-18,3.963e-18,42.5312,461.48
TopDG1207,-31.8736,-2.7138,1.643e-17,1.382e-17,5.353e-18,48.0062,463.47
TopDG1208,-32.8846,-2.9068,1.026e-17,8.429e-18,3.879e-18,43.1511,457.92
TopDG1209,-32.1541,-2.8015,7.229e-18,5.391e-18,2.458e-18,57.6411,462.09
TopDG1210,-32.5164,-2.4452,1.192e-17,9.662e-18,4.749e-18,46.1086,461.17
TopDG1220,6.4618,-36.1445,9.753e-18,8.287e-18,3.760e-18,152.3895,335.08
TopDG1221,6.4006,-36.0953,1.451e-17,1.227e-17,6.203e-18,54.4796,333.35
TopDG1222,6.4514,-36.2221,1.668e-17,1.424e-17,5.694e-18,63.0468,334.1
TopDG1223,6.4965,-36.1887,1.660e-17,1.308e-17,6.766e-18,63.2079,334.53
TopDG1224,6.5737,-36.0884,1.378e-17,1.098e-17,5.493e-18,46.775,333.42
TopDG1225,6.3146,-35.9049,1.403e-17,1.149e-17,5.561e-18,49.9902,333.63
TopDG1226,6.6024,-36.1730,1.378e-17,1.161e-17,4.903e-18,51.282,334.97
TopDG1227,6.6316,-36.0150,1.429e-17,1.236e-17,5.295e-18,55.3061,333.75
TopDG1228,6.2382,-36.0474,1.385e-17,1.246e-17,5.405e-18,49.9232,333.94
TopDG1289,-23.6779,18.6406,9.541e-18,7.362e-18,3.753e-18,62.4576,392.05
