Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
LeftS013297,6.8664,-40.3463,1.797e-18,3.623e-18,1.104e-17,0.001,29.7,0
LeftS013299,6.8517,-40.3978,9.752e-20,1.121e-19,1.097e-19,0.001,29.27,0
LeftS013300,6.8681,-40.3851,8.782e-18,1.871e-17,6.527e-17,0.0,30.51,0
LeftS013302,6.8320,-40.3757,1.282e-18,1.215e-18,7.761e-19,-0.0,31.2,0
LeftS013303,6.8582,-40.4070,5.245e-18,4.182e-18,1.979e-18,0.001,32.76,0
LeftS013305,6.8647,-40.4020,2.542e-20,3.279e-20,3.966e-20,0.0,32.58,0
LeftS013306,6.8904,-40.4101,3.035e-19,3.082e-19,2.276e-19,0.001,32.99,0
LeftS013308,6.8666,-40.3452,1.107e-18,1.023e-18,6.397e-19,-0.001,29.41,0
LeftS013310,6.8661,-40.3726,9.895e-19,1.378e-18,1.967e-18,0.001,33.06,0
LeftS013313,6.8582,-40.3284,7.464e-20,8.366e-20,7.529e-20,-0.0,29.47,0
LeftS013314,6.8749,-40.3606,3.783e-18,3.203e-18,1.673e-18,-0.0,32.74,0
LeftS013317,6.8972,-40.3719,1.090e-18,9.935e-19,5.991e-19,0.0,33.36,0
LeftS013319,6.8894,-40.4102,6.195e-19,5.896e-19,3.878e-19,-0.0,30.44,0
LeftS013320,6.8356,-40.4052,2.682e-20,3.422e-20,3.942e-20,-0.0,29.29,0
LeftS013321,6.8761,-40.3917,7.208e-20,8.169e-20,7.534e-20,-0.0,32.94,0
LeftS013324,6.8638,-40.3416,1.251e-18,1.091e-18,6.065e-19,-0.0,29.25,0
LeftS013326,6.8446,-40.3834,1.354e-18,3.018e-18,1.108e-17,0.001,32.81,0
LeftS013327,6.8624,-40.3675,5.297e-20,6.187e-20,6.082e-20,0.0,31.15,0
LeftS013328,6.8848,-40.3902,1.324e-20,1.753e-20,2.340e-20,0.0,33.12,0
LeftS013329,6.8615,-40.3682,1.061e-17,8.292e-18,3.662e-18,0.0,33.02,0
LeftS013330,6.8454,-40.3767,1.476e-18,3.136e-18,1.125e-17,0.0,31.14,0
LeftS013333,6.8739,-40.3525,1.022e-18,9.288e-19,5.747e-19,-0.0,33.41,0
LeftS013336,6.8550,-40.3903,1.048e-19,1.158e-19,1.004e-19,0.001,29.77,0
LeftS013338,6.8436,-40.3688,7.274e-19,6.619e-19,3.952e-19,0.001,32.38,0
LeftS013339,6.8768,-40.3650,2.171e-18,1.967e-18,1.174e-18,0.001,33.24,0
LeftS013340,6.8769,-40.3632,4.046e-19,4.149e-19,3.068e-19,-0.001,32.06,0
LeftS013341,6.8571,-40.3805,1.742e-19,1.807e-19,1.452e-19,0.0,30.1,0
LeftS013342,6.8318,-40.4144,1.228e-19,1.366e-19,1.250e-19,0.0,31.34,0
LeftS013344,6.8449,-40.3340,5.550e-18,4.696e-18,2.431e-18,-0.0,30.02,0
LeftS013346,6.8249,-40.3880,1.281e-17,1.014e-17,4.567e-18,0.0,33.32,1
LeftS013347,6.8592,-40.3772,1.151e-18,1.076e-18,6.880e-19,-0.001,33.3,0
LeftS013348,6.8551,-40.3766,1.233e-18,1.086e-18,6.225e-19,0.0,33.08,0
LeftS013349,6.8341,-40.3683,4.258e-20,5.255e-20,6.022e-20,0.001,31.65,0
LeftS013352,6.8531,-40.3869,1.157e-13,8.863e-14,3.697e-14,-0.001,29.03,1
LeftS013353,6.8415,-40.3746,1.829e-20,2.447e-20,3.336e-20,0.001,32.72,0
LeftS013354,6.8487,-40.3929,1.101e-18,2.286e-18,7.497e-18,0.001,32.62,0
LeftS013356,6.8233,-40.3602,1.292e-20,1.695e-20,2.071e-20,0.001,33.86,0
LeftS013358,6.8825,-40.3813,2.504e-18,5.094e-18,1.612e-17,-0.0,30.97,0
LeftS013364,6.8336,-40.3984,6.918e-20,7.906e-20,7.768e-20,0.001,33.22,0
LeftS013367,6.8879,-40.4009,1.363e-18,3.395e-18,1.617e-17,-0.001,33.79,0
LeftS013368,6.8604,-40.4202,3.271e-17,1.032e-16,7.938e-16,-0.0,29.53,0
LeftS013369,6.8356,-40.3562,4.873e-20,5.961e-20,6.613e-20,0.001,29.01,0
LeftS013371,6.8809,-40.3640,3.368e-15,2.222e-15,7.019e-16,0.001,32.74,0
LeftS013375,6.8743,-40.3727,2.446e-19,2.416e-19,1.705e-19,-0.0,29.39,0
LeftS013380,6.8490,-40.3646,5.022e-20,5.983e-20,6.389e-20,0.0,30.79,0
LeftS013381,6.8480,-40.3683,1.944e-19,2.182e-19,2.019e-19,0.001,30.65,0
LeftS013383,6.8689,-40.4015,1.388e-18,1.283e-18,7.769e-19,-0.0,31.22,0
LeftS013384,6.8622,-40.3419,1.028e-20,1.376e-20,1.807e-20,0.001,32.63,0
LeftS013387,6.8708,-40.3666,1.212e-15,4.686e-15,5.642e-14,0.0,32.72,0
LeftS013388,6.8627,-40.3777,4.870e-19,4.820e-19,3.415e-19,-0.0,33.58,0
LeftS013389,6.8626,-40.3775,1.638e-18,1.439e-18,8.198e-19,0.0,33.63,0
LeftS013390,6.8628,-40.3775,3.954e-18,6.912e-18,1.547e-17,-0.0,25.28,0
LeftS013391,6.8629,-40.3775,1.452e-16,1.031e-16,3.663e-17,-0.0,29.05,0
LeftS013392,6.8626,-40.3774,6.735e-20,7.475e-20,6.623e-20,-0.0,29.13,0
LeftS013393,6.8628,-40.3774,1.434e-14,1.753e-14,1.892e-14,-0.0,23.94,0
LeftS013394,6.8627,-40.3774,1.492e-18,1.340e-18,7.755e-19,-0.0,33.73,0
LeftS013395,6.8628,-40.3775,2.391e-18,2.153e-18,1.299e-18,0.0,28.17,0
LeftS013396,6.8627,-40.3774,5.608e-18,4.732e-18,2.341e-18,-0.001,33.49,1
LeftS013397,6.8628,-40.3777,2.510e-16,1.765e-16,6.268e-17,0.0,37.79,0
LeftS013398,6.8628,-40.3778,1.146e-17,2.588e-17,1.021e-16,-0.0,24.6,0
LeftS013399,6.8629,-40.3776,4.055e-16,2.741e-16,9.065e-17,0.0,24.58,0
LeftS013400,6.8627,-40.3777,9.860e-20,1.189e-19,1.264e-19,0.0,36.47,0
LeftS013401,7.1068,-40.5056,7.106e-19,1.120e-18,2.060e-18,0.0,33.25,0
LeftS013403,6.8371,-40.2391,1.204e-19,1.248e-19,9.770e-20,0.001,31.26,0
LeftS013405,6.8834,-40.3235,2.234e-19,2.229e-19,1.607e-19,0.001,34.57,0
LeftS013406,6.7593,-40.6418,4.725e-19,4.732e-19,3.347e-19,0.0,34.03,0
LeftS013412,6.7997,-40.2936,8.335e-20,9.532e-20,9.229e-20,-0.001,31.11,0
LeftS013416,6.7412,-40.7308,6.869e-19,6.576e-19,4.382e-19,-0.001,28.34,0
LeftS013417,6.6928,-40.1313,2.838e-20,3.608e-20,4.329e-20,-0.001,29.64,0
LeftS013421,7.2250,-40.6812,1.414e-18,1.336e-18,8.528e-19,-0.0,34.61,0
LeftS013424,6.7914,-40.3980,1.484e-20,1.826e-20,1.957e-20,0.001,31.84,0
LeftS013426,6.8639,-40.5715,1.574e-18,2.947e-18,7.669e-18,-0.001,28.63,0
LeftS013434,7.0479,-40.7083,1.677e-20,2.315e-20,3.199e-20,0.0,31.36,0
LeftS013435,6.9140,-40.3550,2.025e-19,2.065e-19,1.562e-19,0.001,33.89,0
LeftS013437,6.7694,-40.3530,3.739e-18,5.533e-18,9.119e-18,0.0,28.32,0
LeftS013438,6.9545,-40.3182,1.938e-19,1.976e-19,1.444e-19,-0.0,31.57,0
LeftS013444,6.9195,-40.3512,4.799e-20,5.724e-20,6.067e-20,0.0,27.98,0
LeftS013446,6.5668,-40.2717,6.925e-14,5.041e-14,1.919e-14,-0.0,28.57,0
LeftS013447,6.7443,-40.2122,1.591e-18,3.054e-18,8.387e-18,-0.0,32.87,0
LeftS013448,6.7736,-40.2643,3.665e-20,4.246e-20,4.127e-20,0.0,33.85,0
LeftS013451,6.7729,-40.6920,3.355e-20,4.226e-20,4.990e-20,-0.001,35.13,0
LeftS013457,6.8051,-40.7276,2.389e-19,2.429e-19,1.818e-19,0.0,27.93,0
LeftS013461,6.9826,-40.3593,5.036e-19,5.163e-19,4.015e-19,-0.0,27.73,0
LeftS013462,7.0693,-40.1185,6.417e-18,1.736e-17,9.764e-17,-0.0,29.71,0
LeftS013463,6.9868,-40.2176,6.522e-14,4.592e-14,1.710e-14,-0.0,30.45,0
LeftS013466,6.7086,-40.4442,2.475e-18,4.661e-18,1.231e-17,-0.0,28.4,0
LeftS013467,6.8368,-40.4239,6.136e-19,5.997e-19,4.012e-19,0.0,30.28,0
LeftS013470,6.7777,-40.6389,1.253e-18,1.124e-18,6.621e-19,0.0,34.45,0
LeftS013473,6.9086,-40.4784,3.462e-20,4.406e-20,5.228e-20,0.0,30.21,0
LeftS013474,6.6888,-40.3937,3.770e-20,4.482e-20,4.584e-20,-0.0,28.04,0
LeftS013477,6.9460,-40.1122,1.528e-20,2.072e-20,2.879e-20,0.0,33.13,0
LeftS013478,6.8957,-40.6387,3.055e-20,4.075e-20,5.204e-20,0.001,29.8,0
LeftS013481,6.7305,-40.2584,2.690e-14,1.834e-14,6.039e-15,0.001,34.68,0
LeftS013491,7.0329,-40.1053,1.012e-18,9.852e-19,6.477e-19,-0.0,35.07,0
LeftS013495,6.7659,-40.7427,4.812e-20,5.930e-20,6.767e-20,0.0,32.53,0
LeftS013497,6.9283,-40.6693,3.188e-19,3.507e-19,3.046e-19,0.0,31.96,0
LeftS013498,6.7249,-40.3409,8.879e-19,1.414e-18,2.572e-18,0.0,31.46,0
LeftS013501,6.7966,-40.8393,1.573e-19,1.622e-19,1.250e-19,0.001,29.28,0
LeftS013507,6.9767,-40.0936,7.260e-20,8.358e-20,8.009e-20,-0.0,32.67,0
LeftS013513,6.7236,-40.3525,4.841e-18,7.226e-18,1.234e-17,0.002,28.74,0
LeftS013515,7.0296,-40.2294,2.839e-20,3.460e-20,3.654e-20,-0.0,29.38,0
LeftS013518,6.8137,-40.4949,9.412e-20,1.060e-19,9.973e-20,0.0,30.45,0
LeftS013519,7.0432,-40.2426,6.838e-20,7.144e-20,5.846e-20,0.0,29.22,0
LeftS013526,6.8139,-40.5217,1.047e-20,1.364e-20,1.751e-20,0.001,32.32,0
LeftS013527,7.1381,-40.3135,5.888e-20,6.536e-20,5.735e-20,-0.0,35.16,0
LeftS013528,6.9433,-40.4909,8.110e-19,7.647e-19,5.042e-19,-0.0,30.22,0
LeftS013531,6.7179,-40.5398,3.122e-19,3.089e-19,2.097e-19,-0.001,30.58,0
LeftS013533,6.7783,-40.5313,9.651e-19,1.927e-18,5.849e-18,-0.0,29.27,0
LeftS013534,6.8703,-40.2625,6.191e-20,6.964e-20,6.147e-20,-0.0,28.69,0
LeftS013536,6.9990,-40.3411,5.089e-14,4.657e-14,2.942e-14,-0.0,30.02,1
LeftS013539,6.9919,-40.5454,2.100e-17,6.616e-17,5.330e-16,-0.0,30.76,0
LeftS013541,7.0267,-40.3730,6.300e-19,6.256e-19,4.279e-19,0.0,31.03,0
LeftS013545,6.6789,-40.4136,1.815e-14,1.163e-14,3.494e-15,0.0,28.11,0
LeftS013548,6.7907,-40.2771,7.353e-15,4.968e-15,1.610e-15,-0.001,33.78,0
LeftS013549,6.8194,-40.0262,1.961e-18,1.735e-18,1.013e-18,-0.0,34.41,0
LeftS013552,6.7914,-40.2164,1.244e-20,1.713e-20,2.385e-20,0.001,32.0,0
LeftS013555,6.9243,-40.5098,1.668e-20,2.126e-20,2.532e-20,0.0,30.95,0
LeftS013558,6.5814,-40.4455,4.633e-20,5.148e-20,4.681e-20,-0.0,32.53,0
LeftS013560,6.9583,-40.3040,6.117e-14,4.409e-14,1.672e-14,0.0,32.55,0
LeftS013562,7.0759,-40.4951,2.412e-18,4.492e-18,1.193e-17,-0.0,34.47,0
LeftS013567,6.7836,-40.5433,2.242e-18,1.972e-18,1.113e-18,0.0,32.31,0
LeftS013569,6.8121,-40.7053,1.631e-20,2.237e-20,3.024e-20,0.0,33.77,0
LeftS013571,6.7428,-40.2679,1.067e-20,1.490e-20,2.103e-20,0.0,34.36,0
LeftS013574,6.8564,-40.3794,1.099e-20,1.528e-20,2.156e-20,0.0,34.96,0
LeftS013579,6.8664,-40.5794,1.902e-20,2.556e-20,3.393e-20,0.002,28.56,0
LeftS013583,7.0542,-40.3989,1.715e-18,2.848e-18,5.895e-18,-0.001,34.99,0
LeftS013584,6.6806,-40.7056,1.754e-18,3.412e-18,9.412e-18,-0.0,27.8,0
LeftS013589,6.6789,-40.1577,1.217e-20,1.680e-20,2.289e-20,0.001,31.48,0
LeftS013592,6.6831,-40.3411,2.168e-19,2.503e-19,2.385e-19,0.001,31.58,0
LeftS013593,6.7493,-40.3183,9.381e-19,1.680e-18,4.064e-18,0.001,30.3,0
LeftS013595,6.8391,-40.5474,1.289e-18,2.339e-18,5.935e-18,0.0,30.2,0
LeftS013608,6.6720,-40.0728,4.912e-19,4.885e-19,3.447e-19,-0.0,27.98,0
LeftS013609,6.9855,-40.4242,2.373e-20,2.989e-20,3.413e-20,0.0,32.81,0
LeftS013617,6.9129,-40.5897,3.755e-19,3.831e-19,2.839e-19,0.0,33.04,1
LeftS013619,6.6744,-40.2737,4.150e-20,4.967e-20,5.147e-20,0.001,28.54,0
LeftS013628,6.7935,-40.5963,1.081e-18,1.024e-18,6.697e-19,-0.0,28.31,0
LeftS013636,6.8113,-40.3640,1.516e-18,2.562e-18,5.544e-18,0.0,31.1,0
LeftS013639,6.8047,-40.3007,4.393e-20,5.075e-20,4.837e-20,0.0,31.79,0
LeftS013642,6.7699,-40.1163,3.071e-18,7.165e-18,3.004e-17,0.0,34.3,0
LeftS013646,6.9270,-40.4843,8.397e-20,9.690e-20,9.407e-20,-0.0,31.52,0
LeftS013650,7.0929,-40.4682,1.865e-18,2.874e-18,4.967e-18,-0.0,33.52,0
LeftS013651,6.7075,-40.4836,1.010e-18,9.528e-19,6.065e-19,-0.0,32.43,0
LeftS013653,7.1559,-40.5365,1.979e-20,2.504e-20,2.987e-20,-0.001,28.39,0
LeftS013662,6.6493,-40.2026,1.601e-20,2.031e-20,2.315e-20,0.0,28.24,0
LeftS013672,6.7428,-40.3693,3.526e-20,4.401e-20,4.858e-20,0.0,34.48,0
LeftS013673,6.7822,-40.2240,2.251e-20,2.851e-20,3.290e-20,-0.0,30.46,0
LeftS013675,6.9853,-40.3824,4.144e-20,5.012e-20,5.430e-20,0.0,32.64,0
LeftS013680,6.6368,-40.5981,5.918e-20,6.895e-20,6.796e-20,-0.0,33.47,0
LeftS013684,6.7478,-40.4091,1.598e-19,1.724e-19,1.476e-19,-0.0,28.2,0
LeftS013685,6.8907,-40.7481,4.291e-15,2.785e-15,8.706e-16,0.0,31.92,0
LeftS013691,7.1088,-40.6184,1.114e-19,1.203e-19,1.069e-19,0.001,31.85,0
LeftS013694,7.1219,-40.5845,2.080e-18,4.057e-18,1.211e-17,-0.001,29.93,0
LeftS013698,6.7756,-40.6619,9.867e-19,9.044e-19,5.357e-19,0.0,33.18,0
LeftS013699,6.9317,-40.1958,5.792e-19,5.741e-19,4.108e-19,-0.0,33.4,0
LeftS013705,6.9729,-40.4093,2.553e-19,2.517e-19,1.773e-19,0.0,28.3,0
LeftS013714,6.9458,-40.3636,1.556e-19,1.661e-19,1.354e-19,0.001,29.76,0
LeftS013715,6.7282,-40.4078,3.360e-20,4.130e-20,4.702e-20,0.0,29.58,0
LeftS013719,6.9829,-40.6790,9.312e-19,8.828e-19,5.752e-19,-0.0,27.63,0
LeftS013723,6.7477,-40.6355,4.092e-19,4.084e-19,2.927e-19,0.0,31.21,0
LeftS013724,6.7960,-39.9619,5.246e-18,1.176e-17,4.534e-17,-0.0,28.3,0
LeftS013725,7.1294,-40.6917,1.169e-19,1.325e-19,1.213e-19,0.001,32.9,0
LeftS013726,6.7959,-40.0866,2.631e-19,2.521e-19,1.735e-19,0.001,34.62,0
LeftS013729,6.7702,-40.4575,1.305e-20,1.815e-20,2.553e-20,0.0,31.64,0
LeftS013732,6.8558,-40.5595,3.651e-18,3.089e-18,1.646e-18,-0.001,28.7,0
LeftS013733,7.0229,-40.3327,1.032e-19,1.160e-19,1.065e-19,-0.001,34.69,0
LeftS013734,7.1317,-40.5984,3.471e-19,3.326e-19,2.201e-19,0.001,30.5,0
LeftS013735,7.0276,-40.1016,9.411e-15,6.351e-15,2.009e-15,0.0,28.86,0
LeftS013738,6.9974,-40.2962,4.452e-18,3.577e-18,1.650e-18,-0.0,28.33,0
LeftS013739,6.8022,-40.1837,1.857e-19,2.032e-19,1.743e-19,-0.0,29.45,0
LeftS013744,6.5931,-40.4963,1.851e-18,4.108e-18,1.486e-17,0.0,31.33,0
LeftS013755,7.0512,-40.0836,3.221e-19,3.215e-19,2.297e-19,0.0,34.75,0
LeftS013760,7.0720,-40.2386,1.047e-18,1.776e-18,3.718e-18,0.0,34.15,0
LeftS013762,6.8358,-40.4962,1.116e-20,1.467e-20,1.894e-20,0.0,28.15,0
LeftS013764,6.8772,-40.3407,4.891e-19,4.822e-19,3.355e-19,0.001,34.31,0
LeftS013767,6.7204,-40.2806,1.336e-19,1.496e-19,1.338e-19,0.0,27.97,0
LeftS013768,6.8526,-40.4897,3.675e-14,4.009e-14,3.385e-14,0.0,32.51,1
LeftS013769,7.0271,-40.3779,7.294e-20,8.294e-20,7.657e-20,-0.0,34.74,0
LeftS013775,7.0632,-40.5005,4.141e-20,5.104e-20,5.585e-20,-0.001,28.42,0
LeftS013776,7.0574,-40.0177,1.170e-18,1.087e-18,6.632e-19,-0.0,31.21,0
LeftS013779,6.9918,-40.3004,4.383e-20,5.664e-20,6.796e-20,0.0,27.93,0
LeftS013783,7.1085,-40.0929,1.109e-19,1.244e-19,1.153e-19,0.001,30.85,0
LeftS013784,6.6943,-40.1907,2.044e-19,2.201e-19,1.859e-19,-0.0,30.86,0
LeftS013785,7.0574,-40.4704,4.387e-18,3.783e-18,2.013e-18,0.001,28.44,0
LeftS013786,6.9189,-40.4911,8.620e-20,9.872e-20,9.517e-20,-0.0,34.06,0
LeftS013788,6.9459,-40.1900,1.561e-18,2.720e-18,6.255e-18,0.001,33.47,0
LeftS013791,6.9653,-40.4675,1.909e-18,1.713e-18,1.015e-18,0.0,31.9,0
LeftS013792,7.0747,-40.2505,4.385e-18,7.038e-18,1.298e-17,-0.0,32.88,0
LeftS013797,6.7779,-40.6366,3.064e-18,6.121e-18,1.873e-17,0.0,28.51,0
LeftS013803,6.7587,-40.3871,1.304e-20,1.712e-20,2.121e-20,-0.0,32.73,0
LeftS013809,6.9203,-40.4302,4.525e-20,5.538e-20,5.824e-20,-0.0,33.76,0
LeftS013813,6.6402,-40.2794,2.862e-18,4.782e-18,9.736e-18,0.0,28.59,0
LeftS013817,7.0405,-40.0893,4.889e-19,4.879e-19,3.454e-19,0.001,30.96,0
LeftS013828,7.0901,-40.4735,1.542e-18,3.234e-18,1.061e-17,-0.0,34.8,0
LeftS013829,6.7227,-39.9241,1.260e-18,1.815e-18,2.757e-18,-0.0,29.67,0
LeftS013833,6.8858,-40.2083,2.246e-20,3.016e-20,4.017e-20,-0.0,31.73,0
LeftS013834,6.7013,-40.4005,2.227e-20,2.846e-20,3.371e-20,-0.0,34.91,0
LeftS013837,6.9674,-40.7658,2.360e-19,2.589e-19,2.203e-19,0.0,30.04,0
LeftS013841,6.8476,-40.5432,1.118e-19,1.269e-19,1.173e-19,-0.0,31.21,0
LeftS013842,7.1157,-40.3814,2.898e-20,3.486e-20,3.727e-20,-0.0,30.83,0
LeftS013845,6.9469,-40.4346,2.385e-18,2.037e-18,1.088e-18,-0.0,33.07,0
LeftS013847,7.0702,-40.6696,1.289e-20,1.770e-20,2.432e-20,0.0,33.69,0
LeftS013853,6.7648,-40.1240,2.050e-19,2.189e-19,1.871e-19,0.0,34.75,0
LeftS013855,7.1238,-40.4929,1.708e-19,1.813e-19,1.490e-19,-0.0,31.54,0
LeftS013866,6.7326,-40.7382,4.799e-18,6.279e-18,8.044e-18,-0.0,30.61,0
LeftS013874,7.0261,-40.7723,1.447e-19,1.578e-19,1.313e-19,0.0,34.82,0
LeftS013884,6.8903,-40.5092,1.564e-20,2.029e-20,2.490e-20,0.0,28.2,0
LeftS013886,7.0528,-40.3144,6.400e-19,6.078e-19,3.891e-19,-0.001,30.11,0
LeftS013890,7.0514,-40.3563,4.691e-18,8.292e-18,1.993e-17,0.0,33.8,0
LeftS013892,6.8058,-40.2782,5.398e-20,6.538e-20,7.155e-20,0.0,29.41,0
LeftS013897,6.7361,-40.4360,4.740e-20,5.626e-20,5.621e-20,0.0,30.37,0
LeftS013904,6.9453,-40.5872,6.329e-18,5.243e-18,2.528e-18,-0.001,30.55,0
LeftS013908,6.8483,-40.0568,1.137e-18,2.047e-18,5.102e-18,-0.0,33.55,0
LeftS013918,6.9091,-40.5421,1.453e-18,1.321e-18,7.755e-19,0.0,33.91,0
LeftS013919,6.8195,-40.7323,4.861e-19,9.816e-19,3.109e-18,0.001,27.42,0
LeftS013922,6.8517,-40.1393,1.173e-18,1.757e-18,3.017e-18,0.001,34.13,0
LeftS013928,7.0384,-40.3900,5.094e-20,6.180e-20,6.499e-20,-0.001,34.2,0
LeftS013929,7.0026,-40.2398,3.197e-20,3.975e-20,4.542e-20,0.001,29.39,0
LeftS013938,6.7831,-40.5054,1.157e-18,1.774e-18,2.924e-18,0.0,29.03,0
LeftS013945,6.7379,-40.2188,4.469e-20,5.434e-20,5.735e-20,0.001,27.81,0
LeftS013953,7.1289,-39.9560,4.416e-14,4.158e-14,2.617e-14,0.0,33.51,1
LeftS013954,7.0962,-40.4515,1.917e-19,1.942e-19,1.507e-19,0.001,28.91,0
LeftS013957,6.8318,-40.3118,2.500e-20,3.076e-20,3.401e-20,-0.0,31.86,0
LeftS013959,6.8455,-40.3943,4.411e-20,5.513e-20,6.391e-20,-0.001,34.24,0
