Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
LeftDG0318,-1.6149,-2.4551,8.052e-18,7.058e-18,3.391e-18,78.6616,420.55
LeftDG0319,-1.6744,-2.5008,1.033e-17,8.695e-18,3.870e-18,38.0497,420.77
LeftDG0320,-1.6677,-2.4039,1.433e-17,1.264e-17,5.061e-18,45.4322,421.88
LeftDG0321,-1.6077,-2.4197,1.002e-17,7.174e-18,3.841e-18,46.2075,420.53
LeftDG0322,-1.5621,-2.4937,1.124e-17,9.264e-18,4.326e-18,43.3069,422.66
LeftDG0323,-1.6488,-2.5137,9.846e-18,8.155e-18,4.163e-18,43.3787,420.31
LeftDG0325,33.6077,-17.5964,2.103e-17,1.617e-17,7.527e-18,98.1225,252.18
LeftDG0355,31.0114,-19.6466,8.176e-18,6.876e-18,3.271e-18,55.8614,419.27
LeftDG0369,43.0416,-6.5962,1.044e-17,8.592e-18,3.653e-18,56.0717,392.52
LeftDG0486,-17.6476,-6.4981,8.361e-18,7.197e-18,2.974e-18,49.6265,410.53
LeftDG0487,-17.6770,-6.5726,1.104e-17,9.102e-18,4.201e-18,48.2553,411.66
LeftDG0510,25.4985,-13.2371,9.090e-18,7.751e-18,3.787e-18,122.7384,385.65
LeftDG0511,25.4130,-13.2953,1.202e-17,1.041e-17,4.466e-18,46.2107,382.55
LeftDG0512,25.4663,-13.3762,1.423e-17,1.219e-17,5.522e-18,54.9284,385.04
LeftDG0513,25.3990,-13.0834,1.408e-17,1.102e-17,5.201e-18,55.5942,384.12
LeftDG0514,25.6115,-13.2197,1.353e-17,1.269e-17,4.952e-18,70.8565,385.32
LeftDG0515,25.4410,-13.2610,1.419e-17,1.067e-17,4.836e-18,44.3496,385.46
LeftDG0516,25.3260,-13.3091,1.246e-17,1.223e-17,5.076e-18,65.1613,384.39
LeftDG0517,25.5949,-13.1558,1.351e-17,1.120e-17,4.525e-18,50.6667,383.31
LeftDG0518,37.1712,-17.5540,2.091e-17,1.758e-17,8.414e-18,94.8977,205.66
LeftDG0657,-2.9332,22.0212,4.093e-17,3.149e-17,1.112e-17,221.8056,306.71
LeftDG0658,-3.1072,21.8301,1.348e-17,1.233e-17,5.516e-18,56.461,307.38
LeftDG0659,-2.6320,21.9571,1.602e-17,1.373e-17,6.076e-18,53.8112,306.69
LeftDG0660,-2.9670,22.4072,1.631e-17,1.171e-17,5.619e-18,56.8691,312.48
LeftDG0661,-2.5655,21.9110,1.404e-17,1.226e-17,5.324e-18,55.1574,309.5
LeftDG0662,-2.7712,21.6686,1.776e-17,1.358e-17,5.809e-18,63.2352,309.73
LeftDG0663,-3.1776,21.8312,1.667e-17,1.401e-17,6.530e-18,64.7265,308.36
LeftDG0664,-2.9135,21.8624,1.044e-17,8.619e-18,3.932e-18,94.6542,312.76
LeftDG0665,-2.8490,21.6933,1.453e-17,1.185e-17,5.201e-18,54.5964,311.1
LeftDG0666,-3.0724,22.1079,1.537e-17,1.144e-17,5.378e-18,52.8505,313.57
LeftDG0667,-2.7209,22.2428,1.639e-17,1.244e-17,5.457e-18,46.3014,313.04
LeftDG0668,-2.8523,21.8470,1.047e-17,9.407e-18,4.256e-18,61.4597,311.55
LeftDG0669,-2.9307,22.0875,1.420e-17,1.320e-17,5.698e-18,53.8425,309.43
LeftDG0670,-2.6901,22.2510,9.597e-18,8.150e-18,3.631e-18,66.6376,311.26
LeftDG0671,-2.9298,22.0385,1.497e-17,1.221e-17,5.631e-18,45.3961,306.17
LeftDG0672,-3.0138,22.3192,1.692e-17,1.337e-17,6.286e-18,65.8478,305.39
LeftDG0673,-2.6174,21.8995,1.085e-17,7.679e-18,3.844e-18,69.9212,310.57
LeftDG0674,-2.9015,22.1786,1.595e-17,1.367e-17,6.434e-18,46.2058,307.79
LeftDG0675,-2.8374,22.2639,1.087e-17,8.717e-18,3.929e-18,93.118,307.38
LeftDG0676,-2.6294,21.9718,9.896e-18,8.896e-18,3.872e-18,77.1309,308.09
LeftDG0677,-3.2166,22.0316,1.492e-17,1.268e-17,5.829e-18,44.3977,313.64
LeftDG0709,4.0366,28.5317,2.771e-17,2.184e-17,7.443e-18,151.2479,478.17
LeftDG0710,4.1400,28.5233,1.072e-17,7.921e-18,3.832e-18,51.0232,479.07
LeftDG0711,4.0744,28.6992,1.312e-17,1.188e-17,5.217e-18,46.1689,479.89
LeftDG0712,4.0951,28.6603,8.854e-18,8.152e-18,3.598e-18,38.3233,476.9
LeftDG0713,4.0183,28.7265,1.415e-17,1.063e-17,5.321e-18,45.4949,479.93
LeftDG0714,4.0511,28.4502,9.778e-18,8.573e-18,3.952e-18,54.884,476.85
LeftDG0715,3.8881,28.4581,9.874e-18,7.628e-18,3.258e-18,38.7482,477.94
LeftDG0716,4.0241,28.5393,1.290e-17,1.138e-17,4.860e-18,46.4596,479.66
LeftDG0717,3.9073,28.5203,1.039e-17,8.067e-18,3.923e-18,56.2966,477.78
LeftDG0718,3.9051,28.4392,9.670e-18,8.061e-18,3.693e-18,51.8248,479.51
LeftDG0720,-2.2333,-3.4649,5.736e-18,4.658e-18,2.042e-18,106.2858,507.25
LeftDG0721,-2.1612,-3.3581,7.904e-18,6.870e-18,3.010e-18,30.2628,507.9
LeftDG0722,-2.2822,-3.4083,8.180e-18,7.246e-18,3.272e-18,36.1167,506.57
LeftDG0723,-2.1693,-3.5345,8.131e-18,7.062e-18,3.131e-18,35.9838,507.63
LeftDG0724,-2.1525,-3.5155,5.645e-18,5.326e-18,2.332e-18,35.2019,506.68
LeftDG0725,-2.2173,-3.3706,9.287e-18,7.123e-18,3.537e-18,39.7107,507.11
LeftDG0726,-2.3051,-3.3707,8.471e-18,6.727e-18,2.971e-18,39.1424,506.42
LeftDG0727,-2.2050,-3.5337,8.739e-18,8.040e-18,3.471e-18,43.4606,506.86
LeftDG0728,-2.1287,-3.4588,9.608e-18,7.749e-18,3.432e-18,39.4708,508.01
LeftDG0741,-24.7452,-13.7704,2.360e-17,1.909e-17,8.169e-18,94.6283,194.4
LeftDG0742,-24.6734,-13.6768,3.485e-17,2.913e-17,1.207e-17,120.9357,194.31
LeftDG0743,-24.5649,-13.7694,2.393e-17,1.882e-17,8.916e-18,90.9637,195.3
LeftDG0790,15.4127,-10.9025,7.790e-18,6.377e-18,2.945e-18,104.6075,429.95
LeftDG0791,15.4371,-11.0260,1.073e-17,9.691e-18,3.927e-18,44.2587,430.98
LeftDG0792,15.4384,-11.0113,1.235e-17,9.089e-18,4.727e-18,44.6803,427.29
LeftDG0793,15.2914,-10.9157,1.199e-17,1.022e-17,4.315e-18,51.0327,427.8
LeftDG0794,15.3818,-10.7698,1.197e-17,1.015e-17,5.137e-18,50.854,429.65
LeftDG0795,15.3688,-10.8297,1.153e-17,9.520e-18,4.539e-18,61.139,428.17
LeftDG0796,15.4302,-10.9772,1.239e-17,9.808e-18,4.823e-18,55.3868,429.01
LeftDG0835,39.5274,-22.9580,6.071e-17,4.812e-17,1.299e-17,151.6706,277.87
LeftDG0836,40.1108,-23.8615,1.345e-17,1.072e-17,4.671e-18,69.2419,271.07
LeftDG0837,39.5830,-23.5328,1.445e-17,1.228e-17,4.988e-18,77.1239,263.83
LeftDG0838,39.0757,-23.8433,1.991e-17,1.746e-17,7.815e-18,85.5643,271.3
LeftDG0839,39.3538,-22.9831,1.427e-17,1.176e-17,4.846e-18,86.0025,270.78
LeftDG0840,40.2757,-22.8191,2.002e-17,1.698e-17,7.981e-18,72.5533,267.64
LeftDG0841,39.0341,-23.3542,2.151e-17,1.961e-17,7.953e-18,62.0375,268.56
LeftDG0842,39.7311,-22.3209,1.559e-17,1.339e-17,5.759e-18,121.9299,264.34
LeftDG0843,39.3155,-23.8840,1.985e-17,1.580e-17,7.067e-18,56.9248,270.98
LeftDG0844,38.5446,-22.3009,1.976e-17,1.590e-17,7.487e-18,63.4898,266.93
LeftDG0845,38.5818,-21.7949,1.961e-17,1.564e-17,7.360e-18,64.5221,264.53
LeftDG0846,39.2856,-22.5975,1.414e-17,1.158e-17,5.233e-18,62.6618,267.82
LeftDG0847,39.9456,-23.1669,2.013e-17,1.573e-17,6.939e-18,52.1296,276.55
LeftDG0848,40.0182,-23.2852,1.795e-17,1.574e-17,7.359e-18,54.4955,274.89
LeftDG0849,39.8598,-23.4093,2.893e-17,2.227e-17,9.154e-18,69.8017,267.73
LeftDG0850,39.2347,-23.1572,1.786e-17,1.321e-17,5.914e-18,107.079,266.58
LeftDG0851,39.6720,-24.2325,2.372e-17,1.905e-17,7.846e-18,71.7452,266.04
LeftDG0852,38.3571,-22.8090,2.137e-17,1.881e-17,8.650e-18,71.5042,271.02
LeftDG0853,39.1208,-22.2984,1.949e-17,1.597e-17,7.230e-18,56.0977,273.19
LeftDG0854,39.2466,-23.4341,2.128e-17,1.883e-17,8.870e-18,70.8412,268.99
LeftDG0855,40.3783,-22.8272,1.473e-17,1.190e-17,5.564e-18,72.4881,267.08
LeftDG0856,39.6640,-22.3152,1.623e-17,1.343e-17,5.818e-18,114.5013,269.79
LeftDG0857,38.9191,-22.1834,1.363e-17,1.188e-17,5.517e-18,80.5521,268.85
LeftDG0858,39.1913,-22.8023,1.850e-17,1.685e-17,7.844e-18,59.5413,274.63
LeftDG0859,40.2306,-22.8673,2.078e-17,1.653e-17,6.867e-18,64.6107,273.29
LeftDG0860,40.6028,-23.4556,2.870e-17,2.239e-17,8.980e-18,55.9413,265.39
LeftDG0861,40.2615,-23.5105,2.077e-17,1.740e-17,6.570e-18,76.0595,265.94
LeftDG0862,39.6752,-23.8058,1.315e-17,1.048e-17,5.701e-18,91.3696,268.25
LeftDG0863,39.8180,-24.1903,2.193e-17,1.819e-17,8.653e-18,76.8606,265.2
LeftDG0864,38.2901,-22.7540,1.323e-17,1.184e-17,5.087e-18,83.5746,263.51
LeftDG0865,40.0334,-23.4360,1.959e-17,1.685e-17,6.899e-18,52.8911,265.91
LeftDG0866,38.7383,-22.5766,2.090e-17,1.755e-17,7.630e-18,72.8865,273.82
LeftDG0867,38.9107,-21.9386,1.463e-17,1.194e-17,5.791e-18,68.9196,273.39
LeftDG0868,40.4081,-23.4394,2.219e-17,1.780e-17,8.373e-18,56.3392,272.67
LeftDG0869,40.0669,-23.9791,1.213e-17,1.064e-17,4.603e-18,90.4824,274.48
LeftDG0870,39.7545,-22.1277,2.032e-17,1.623e-17,8.423e-18,70.7904,272.3
LeftDG0871,37.8451,-22.8769,2.208e-17,1.979e-17,8.720e-18,64.1706,266.64
LeftDG0872,40.4070,-23.5514,1.919e-17,1.549e-17,6.928e-18,63.1102,277.9
LeftDG0873,38.5568,-22.0910,2.001e-17,1.717e-17,7.445e-18,60.6971,267.78
LeftDG0874,39.3634,-23.1041,1.490e-17,1.204e-17,5.610e-18,67.6513,274.89
LeftDG0875,39.7034,-23.2804,1.413e-17,1.259e-17,5.896e-18,153.7478,273.01
LeftDG0876,40.0733,-23.9637,1.816e-17,1.592e-17,6.882e-18,53.6751,267.47
LeftDG0877,40.6606,-23.0149,2.228e-17,1.680e-17,8.270e-18,77.934,275.7
LeftDG0878,39.8544,-23.8289,2.056e-17,1.535e-17,7.059e-18,65.8683,276.01
LeftDG0879,39.4125,-23.1591,2.977e-17,2.317e-17,9.673e-18,73.2773,263.97
LeftDG0880,39.5910,-22.4209,1.598e-17,1.436e-17,6.079e-18,122.2269,272.14
LeftDG0881,39.2755,-22.6784,2.152e-17,1.781e-17,7.864e-18,77.7364,271.2
LeftDG0959,-11.2108,-4.7406,2.825e-17,2.146e-17,7.593e-18,124.9309,422.99
LeftDG0960,-11.0414,-4.7408,1.057e-17,8.917e-18,3.903e-18,39.7689,422.96
LeftDG0961,-11.3207,-4.7259,1.020e-17,9.295e-18,4.067e-18,52.6821,418.03
LeftDG0962,-11.1771,-4.5762,9.191e-18,7.727e-18,3.863e-18,32.7648,420.41
LeftDG0963,-11.3264,-4.9184,1.395e-17,1.083e-17,4.892e-18,38.5136,421.22
LeftDG0964,-11.1779,-4.7850,9.617e-18,7.513e-18,3.538e-18,42.6528,423.59
LeftDG0965,-11.3290,-4.6756,6.461e-18,6.089e-18,2.577e-18,67.377,419.65
LeftDG0966,-11.1877,-4.6571,1.102e-17,9.119e-18,4.039e-18,48.2215,420.45
LeftDG0967,-11.4056,-4.6841,1.200e-17,9.202e-18,4.120e-18,48.1287,419.54
LeftDG0968,-11.3726,-4.6080,6.996e-18,6.546e-18,2.477e-18,51.1884,421.38
LeftDG0969,-11.1413,-4.7598,1.003e-17,8.900e-18,4.235e-18,43.0615,418.6
LeftDG0970,-11.2846,-4.7899,6.367e-18,5.901e-18,2.445e-18,82.4891,418.09
LeftDG0971,-11.1633,-4.6792,6.421e-18,5.578e-18,2.511e-18,76.2727,419.51
LeftDG0972,-11.1036,-4.8551,6.725e-18,5.388e-18,2.828e-18,48.2253,418.98
LeftDG0995,-9.0152,-13.1635,1.525e-17,1.355e-17,5.574e-18,52.0637,421.14
LeftDG0996,-9.0691,-13.1206,1.594e-17,1.319e-17,6.046e-18,55.066,420.34
LeftDG1030,39.8603,-9.5691,3.878e-17,3.337e-17,1.359e-17,128.2756,147.63
LeftDG1077,15.1975,28.4341,1.317e-17,1.186e-17,5.262e-18,74.9075,307.75
LeftDG1078,-38.9351,10.6726,1.927e-17,1.641e-17,8.110e-18,129.4266,207.83
LeftDG1079,-39.0409,10.7471,3.194e-17,2.388e-17,1.062e-17,75.3412,208.09
LeftDG1080,-39.0211,10.6201,3.347e-17,2.584e-17,1.256e-17,92.0752,206.26
LeftDG1081,-38.8870,10.6546,3.439e-17,2.665e-17,1.280e-17,84.187,207.37
LeftDG1082,-38.7560,10.4869,3.078e-17,2.463e-17,1.008e-17,73.0929,208.27
LeftDG1083,20.3865,1.4398,7.380e-18,5.578e-18,2.861e-18,103.1449,416.42
LeftDG1084,20.3729,1.4347,1.134e-17,9.107e-18,4.244e-18,38.4364,413.77
LeftDG1085,20.4565,1.3524,1.063e-17,8.624e-18,3.887e-18,40.4461,416.31
LeftDG1086,20.4275,1.3751,9.877e-18,8.112e-18,3.949e-18,42.8554,414.81
LeftDG1087,20.3214,1.3926,1.179e-17,9.546e-18,4.926e-18,48.4554,414.99
LeftDG1088,20.3946,1.5645,1.214e-17,9.870e-18,4.559e-18,50.4,415.7
LeftDG1089,20.2388,1.4089,1.018e-17,7.961e-18,4.098e-18,44.8971,415.07
LeftDG1141,34.8085,16.3539,4.588e-17,4.020e-17,1.634e-17,241.0238,140.33
LeftDG1142,34.3716,16.0378,6.481e-17,4.664e-17,2.282e-17,124.7684,139.63
LeftDG1143,35.0422,16.2971,6.530e-17,5.248e-17,2.441e-17,152.0702,139.71
LeftDG1144,35.3895,16.5919,6.503e-17,5.312e-17,2.318e-17,112.3522,142.17
LeftDG1145,34.8854,15.9298,6.892e-17,5.754e-17,2.385e-17,159.5815,142.15
LeftDG1146,34.9820,16.3452,9.636e-17,7.662e-17,2.851e-17,134.4992,141.02
LeftDG1147,34.4683,16.3327,9.209e-17,6.908e-17,2.920e-17,134.7478,141.87
LeftDG1148,35.0328,16.6968,6.718e-17,5.598e-17,2.203e-17,143.1238,141.01
LeftDG1158,17.5657,15.8805,1.306e-17,1.078e-17,5.124e-18,147.6922,308.19
LeftDG1159,17.5413,16.0457,1.901e-17,1.548e-17,7.035e-18,58.2638,305.18
LeftDG1160,17.6253,15.9352,1.340e-17,1.154e-17,5.385e-18,82.4564,307.85
LeftDG1161,17.5600,16.0225,1.440e-17,1.164e-17,4.961e-18,75.335,307.71
LeftDG1162,17.6571,15.9520,2.004e-17,1.582e-17,7.392e-18,64.5595,309.03
LeftDG1163,17.5166,16.0623,3.016e-17,2.094e-17,9.807e-18,73.355,308.27
LeftDG1164,17.6807,15.8732,2.369e-17,1.786e-17,8.392e-18,59.7046,307.45
LeftDG1165,17.3259,15.8776,2.176e-17,1.611e-17,6.734e-18,66.7438,308.69
LeftDG1166,17.4026,15.8474,2.071e-17,1.573e-17,7.931e-18,67.5865,306.41
LeftDG1167,-1.2356,-32.4637,3.723e-17,2.982e-17,1.470e-17,187.5329,181.75
LeftDG1168,-1.5272,-32.4746,3.415e-17,2.822e-17,1.245e-17,134.5641,182.81
LeftDG1169,-1.2789,-32.4219,4.642e-17,4.116e-17,1.590e-17,100.9648,183.1
LeftDG1170,-1.2441,-32.7524,4.565e-17,3.897e-17,1.780e-17,101.5276,182.81
LeftDG1171,-1.3004,-32.6491,5.099e-17,4.529e-17,2.034e-17,105.0904,182.53
LeftDG1172,-1.1142,-32.7296,4.887e-17,4.489e-17,1.867e-17,113.7257,184.13
LeftDG1180,31.7331,-12.7286,1.098e-17,8.860e-18,4.502e-18,67.3328,413.04
LeftDG1211,-26.3730,0.1245,7.742e-18,5.845e-18,2.901e-18,50.0696,466.82
LeftDG1277,-28.6846,-17.7980,2.666e-17,1.995e-17,7.008e-18,121.7488,511.2
LeftDG1278,-28.5145,-17.6605,6.630e-18,4.776e-18,2.540e-18,43.0216,514.65
LeftDG1279,-28.5976,-17.8399,9.203e-18,9.180e-18,3.792e-18,45.6313,513.46
LeftDG1280,-28.4895,-17.7987,1.002e-17,7.570e-18,3.534e-18,50.7213,515.03
LeftDG1281,-28.5624,-17.8374,1.330e-17,9.549e-18,4.496e-18,46.767,511.67
LeftDG1282,-28.7082,-17.6625,6.425e-18,5.613e-18,2.301e-18,41.4446,513.28
LeftDG1283,-28.6845,-18.0302,6.189e-18,5.376e-18,2.448e-18,49.6759,514.5
LeftDG1284,-28.7091,-17.8867,8.949e-18,8.279e-18,3.728e-18,50.0301,515.64
LeftDG1285,-28.5923,-17.9490,9.065e-18,7.698e-18,4.159e-18,46.3058,513.37
LeftDG1286,-28.4528,-17.6994,1.041e-17,7.514e-18,3.633e-18,46.2432,512.3
LeftDG1287,-28.6002,-17.7230,7.712e-18,7.082e-18,3.333e-18,35.9362,514.72
LeftDG1288,-28.8194,-17.9134,9.035e-18,6.822e-18,3.354e-18,39.2044,512.17
