Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
RightS068405,-42.3894,40.1499,4.253e-19,4.152e-19,2.933e-19,-0.0,-28.9,0
RightS068406,-42.3757,40.0770,1.859e-20,2.508e-20,3.375e-20,-0.001,-30.25,0
RightS068407,-42.3663,40.0545,1.837e-20,2.372e-20,2.896e-20,-0.0,-30.63,0
RightS068409,-42.3243,40.0734,3.876e-19,4.029e-19,3.142e-19,-0.0,-29.87,0
RightS068411,-42.2618,39.9279,5.377e-20,6.456e-20,6.701e-20,-0.0,-30.81,0
RightS068412,-42.5651,40.1984,4.438e-19,4.414e-19,3.086e-19,0.0,-30.23,0
RightS068413,-42.4126,40.0653,7.944e-19,8.178e-19,6.069e-19,0.0,-31.1,0
RightS068414,-42.3508,40.0351,3.889e-18,5.787e-18,9.585e-18,-0.0,-30.63,0
RightS068415,-42.4805,40.0705,3.945e-18,7.757e-18,2.266e-17,0.0,-31.2,0
RightS068416,-42.5271,39.9012,2.371e-20,3.053e-20,3.707e-20,0.0,-31.57,0
RightS068420,-42.3699,40.0183,1.671e-20,2.164e-20,2.743e-20,-0.002,-31.12,0
RightS068426,-42.3994,40.0633,3.084e-19,3.254e-19,2.614e-19,0.0,-31.23,0
RightS068427,-42.3487,40.1271,4.909e-20,6.250e-20,7.615e-20,-0.0,-28.81,0
RightS068429,-42.3868,40.0221,4.580e-19,4.479e-19,3.126e-19,0.0,-31.28,0
RightS068430,-42.2878,40.0830,1.366e-13,9.744e-14,3.603e-14,-0.001,-29.21,0
RightS068431,-42.3778,40.0872,1.182e-18,2.620e-18,1.029e-17,-0.0,-29.27,0
RightS068433,-42.3502,40.0655,1.356e-20,1.915e-20,2.775e-20,0.0,-30.06,0
RightS068434,-42.2998,40.0204,1.388e-19,1.636e-19,1.667e-19,0.001,-30.15,0
RightS068437,-42.3768,40.0734,7.188e-19,6.802e-19,4.376e-19,-0.001,-31.03,0
RightS068439,-42.3541,40.0686,3.010e-18,5.457e-18,1.313e-17,-0.0,-29.93,0
RightS068442,-42.4191,40.2403,4.326e-20,5.393e-20,6.195e-20,-0.001,-28.95,0
RightS068455,-42.4570,40.0128,1.798e-19,1.980e-19,1.713e-19,-0.0,-31.38,0
RightS068456,-42.3396,40.1700,3.872e-20,4.904e-20,5.876e-20,-0.0,-28.67,0
RightS068459,-42.3847,40.0573,2.524e-18,5.263e-18,1.765e-17,-0.0,-30.92,1
RightS068465,-42.4944,39.9233,3.282e-17,8.465e-17,4.303e-16,0.0,-31.66,0
RightS068466,-42.3780,40.0840,2.402e-18,4.087e-18,9.099e-18,-0.0,-29.97,0
RightS068470,-42.3849,40.0847,8.286e-19,7.946e-19,5.242e-19,0.0,-30.5,0
RightS068476,-42.3602,40.0011,1.570e-20,2.146e-20,3.025e-20,0.0,-31.08,0
RightS068477,-42.6882,40.3079,1.963e-20,2.544e-20,3.053e-20,0.001,-29.81,0
RightS068481,-42.1358,39.7326,3.469e-20,4.392e-20,5.024e-20,0.0,-30.69,0
RightS068483,-42.4290,40.1173,4.097e-20,5.253e-20,6.213e-20,0.0,-29.95,0
RightS068485,-42.1163,39.6578,8.997e-20,1.042e-19,1.022e-19,0.001,-30.98,0
RightS068486,-42.2560,40.1050,2.503e-20,3.344e-20,4.322e-20,0.0,-29.07,0
RightS068491,-42.4124,40.0683,4.494e-20,5.596e-20,6.304e-20,-0.0,-31.11,0
RightS068493,-42.3834,40.0876,1.867e-20,2.609e-20,3.787e-20,-0.0,-29.96,0
RightS068499,-42.2500,40.0268,5.611e-20,7.226e-20,8.611e-20,0.001,-29.93,0
RightS068500,-42.4384,40.1104,3.017e-18,6.710e-18,2.535e-17,-0.0,-30.36,0
RightS068504,-42.3991,40.1907,4.565e-18,4.030e-18,2.236e-18,-0.0,-28.87,0
RightS068507,-42.5428,40.0762,3.251e-18,4.847e-18,7.855e-18,-0.001,-30.89,0
RightS068509,-42.3490,40.1553,4.615e-18,3.915e-18,2.027e-18,-0.001,-28.88,0
RightS068510,-42.4072,40.1595,5.853e-19,5.891e-19,4.237e-19,-0.001,-29.0,0
RightS068511,-42.3687,40.0914,9.405e-14,6.407e-14,2.238e-14,-0.0,-29.48,0
RightS068514,-42.5571,39.9354,8.816e-19,8.788e-19,6.323e-19,0.001,-31.34,0
RightS068515,-42.6071,40.1470,2.746e-19,2.884e-19,2.247e-19,-0.001,-30.59,0
RightS068518,-42.3236,40.1159,1.096e-18,1.097e-18,7.973e-19,-0.0,-29.02,0
RightS068520,-42.3336,40.0136,8.235e-20,9.591e-20,9.645e-20,0.001,-30.64,0
RightS068521,-42.4440,40.1050,4.459e-20,5.723e-20,6.719e-20,0.0,-30.45,0
RightS068525,-42.2165,40.1561,1.734e-19,1.933e-19,1.703e-19,-0.0,-28.97,0
RightS068528,-42.3774,40.1144,1.987e-20,2.707e-20,3.744e-20,0.0,-29.11,0
RightS068532,-42.4539,40.0348,1.085e-19,1.271e-19,1.259e-19,0.0,-31.37,0
RightS068535,-42.4257,40.2110,2.822e-19,3.087e-19,2.609e-19,0.0,-29.1,0
RightS068536,-42.5690,39.9866,4.041e-19,4.261e-19,3.455e-19,-0.001,-31.22,0
RightS068538,-42.4431,40.2514,5.797e-19,5.895e-19,4.367e-19,-0.0,-28.95,0
RightS068542,-42.1457,39.8357,3.024e-19,3.207e-19,2.639e-19,-0.0,-30.56,0
RightS068545,-42.3806,40.0875,1.140e-18,2.042e-18,5.184e-18,0.001,-29.56,0
RightS068546,-42.4077,40.0396,2.259e-20,3.080e-20,4.271e-20,-0.0,-31.47,0
RightS068550,-42.4029,39.9917,4.719e-19,4.947e-19,3.933e-19,-0.0,-31.37,0
RightS068553,-42.4254,40.1474,5.997e-20,7.479e-20,8.231e-20,0.0,-29.41,0
RightS068554,-42.3914,40.1094,2.937e-19,3.236e-19,2.803e-19,0.001,-29.36,0
RightS068558,-42.3059,40.1126,3.103e-18,4.505e-18,6.785e-18,-0.0,-29.03,0
RightS068561,-42.3667,40.0450,4.275e-18,8.221e-18,2.298e-17,0.0,-30.85,0
RightS068564,-42.3523,40.0349,5.028e-19,5.367e-19,4.374e-19,-0.0,-30.72,0
RightS068566,-42.4833,40.0449,2.085e-18,1.870e-18,1.118e-18,0.0,-31.23,0
RightS068569,-42.3528,40.0553,2.219e-20,2.897e-20,3.662e-20,0.0,-30.31,0
RightS068570,-42.4009,40.0824,1.755e-18,1.677e-18,1.060e-18,0.0,-30.81,0
RightS068572,-42.2828,40.0817,3.016e-19,3.129e-19,2.467e-19,0.0,-29.36,0
RightS068573,-42.2446,39.9123,4.211e-20,5.475e-20,6.769e-20,0.0,-30.48,0
RightS068576,-42.3847,40.0241,4.679e-19,4.739e-19,3.574e-19,-0.0,-31.17,0
RightS068578,-42.3740,40.1922,2.593e-20,3.423e-20,4.264e-20,-0.0,-28.59,0
RightS068587,-42.3198,40.0857,2.016e-20,2.572e-20,2.989e-20,0.0,-29.2,0
RightS068588,-42.3816,40.0839,4.594e-19,4.558e-19,3.173e-19,-0.001,-30.15,0
RightS068590,-42.3825,40.0868,1.327e-20,1.982e-20,3.109e-20,-0.001,-29.21,0
RightS068595,-42.4495,40.3331,1.399e-19,1.483e-19,1.244e-19,-0.001,-28.93,0
RightS068606,-42.2170,40.0975,4.711e-20,5.897e-20,6.924e-20,0.0,-29.24,0
RightS068608,-42.4407,40.3214,1.744e-18,3.154e-18,7.461e-18,0.0,-28.88,0
RightS068612,-42.4185,39.9181,2.380e-20,3.417e-20,5.228e-20,-0.0,-31.55,0
RightS068614,-42.3328,39.9198,4.958e-18,1.067e-17,3.615e-17,-0.0,-31.27,0
RightS068617,-42.4187,40.0693,9.757e-18,7.934e-18,3.834e-18,-0.0,-31.05,0
RightS068619,-42.4581,40.0686,4.963e-20,6.464e-20,7.822e-20,0.0,-31.19,0
RightS068626,-42.4036,40.1239,8.075e-19,7.920e-19,5.530e-19,-0.0,-29.46,0
RightS068628,-42.4549,40.0054,1.029e-20,1.446e-20,2.088e-20,-0.0,-31.28,0
RightS068631,-42.3028,40.1166,2.076e-20,2.789e-20,3.780e-20,0.0,-29.17,0
RightS068632,-42.4313,40.0830,2.896e-20,3.654e-20,4.186e-20,0.0,-30.8,0
RightS068633,-42.3758,40.0374,2.304e-19,2.585e-19,2.299e-19,0.0,-31.21,0
RightS068634,-42.3608,40.1128,6.622e-19,6.732e-19,5.104e-19,-0.001,-29.04,0
RightS068637,-42.5461,40.2445,1.210e-20,1.659e-20,2.298e-20,-0.0,-29.85,0
RightS068641,-42.3970,40.0717,2.174e-19,2.517e-19,2.470e-19,0.001,-31.13,0
RightS068643,-42.5603,40.1819,1.979e-18,1.857e-18,1.191e-18,0.001,-30.2,0
RightS068644,-42.4398,40.2024,2.660e-20,3.552e-20,4.802e-20,0.001,-29.16,0
RightS068647,-42.4789,40.0546,1.735e-18,1.633e-18,1.038e-18,-0.001,-31.18,0
RightS068648,-42.4888,40.1625,5.665e-18,1.026e-17,2.433e-17,0.0,-30.06,0
RightS068650,-42.4441,40.0588,1.226e-17,9.592e-18,4.251e-18,0.0,-31.11,0
RightS068654,-42.3592,40.0769,1.913e-18,1.887e-18,1.281e-18,0.001,-29.84,0
RightS068658,-42.3803,40.0838,5.317e-20,6.802e-20,7.918e-20,0.001,-30.04,0
RightS068659,-42.3960,40.0983,2.241e-20,2.888e-20,3.551e-20,0.0,-29.71,0
RightS068660,-42.4164,40.0582,1.920e-18,1.747e-18,1.054e-18,-0.001,-31.26,0
RightS068670,-42.4043,40.0198,1.241e-19,1.490e-19,1.510e-19,0.0,-31.47,0
RightS068673,-42.3648,40.1218,2.620e-20,3.463e-20,4.599e-20,-0.0,-28.88,0
RightS068677,-42.4458,40.0897,2.412e-20,3.414e-20,5.095e-20,-0.0,-31.03,0
RightS068678,-42.4120,40.0243,1.220e-19,1.443e-19,1.432e-19,-0.0,-31.37,0
RightS068682,-42.4611,40.1646,1.681e-18,3.506e-18,1.150e-17,-0.0,-29.84,0
RightS068689,-42.3552,40.3601,1.397e-19,1.614e-19,1.562e-19,-0.001,-28.69,0
RightS068701,-42.7522,39.8478,8.985e-19,8.922e-19,6.499e-19,-0.0,-31.29,0
RightS068707,-42.3715,40.0920,7.492e-20,9.262e-20,9.962e-20,-0.0,-29.31,0
RightS068708,-42.2971,39.9430,2.262e-20,2.972e-20,3.842e-20,0.001,-30.94,0
RightS068709,-42.4722,40.1631,1.573e-13,1.288e-13,6.151e-14,0.0,-30.1,1
RightS068717,-42.2119,40.1381,1.906e-20,2.503e-20,3.188e-20,-0.0,-29.09,0
RightS068722,-42.4034,40.0614,1.266e-18,2.456e-18,7.003e-18,0.0,-31.05,0
RightS068723,-42.3598,40.0265,3.470e-18,5.226e-18,8.498e-18,0.0,-31.05,0
RightS068725,-42.4550,40.0406,8.080e-18,6.770e-18,3.408e-18,0.0,-31.21,0
RightS068731,-42.3985,40.1214,2.037e-20,2.881e-20,4.342e-20,-0.0,-29.14,0
RightS068736,-42.3593,40.1003,1.131e-20,1.550e-20,2.228e-20,-0.0,-29.21,0
RightS068738,-42.3845,40.0867,6.527e-18,1.187e-17,2.974e-17,0.001,-30.11,0
RightS068739,-42.3848,40.0827,5.369e-14,3.756e-14,1.295e-14,0.0,-30.88,0
RightS068742,-42.3702,40.0324,1.529e-18,3.215e-18,1.069e-17,-0.0,-30.93,0
RightS068743,-42.4074,40.1125,1.059e-19,1.242e-19,1.244e-19,0.0,-29.63,0
RightS068750,-42.3862,40.0842,3.763e-20,4.753e-20,5.443e-20,-0.0,-30.67,0
RightS068755,-42.4178,40.0523,6.422e-19,6.326e-19,4.367e-19,-0.0,-31.18,0
RightS068757,-42.2254,39.9879,1.663e-20,2.322e-20,3.176e-20,-0.0,-29.86,0
RightS068759,-42.6235,40.2288,2.372e-20,3.042e-20,3.789e-20,-0.001,-30.19,0
RightS068764,-42.3812,40.0481,1.506e-20,2.063e-20,2.768e-20,0.0,-31.17,0
RightS068766,-42.4757,40.1264,2.362e-18,2.059e-18,1.149e-18,-0.001,-30.32,0
RightS068767,-42.4182,40.1171,3.275e-20,4.144e-20,5.016e-20,-0.001,-29.94,0
RightS068772,-42.2681,40.0602,1.185e-20,1.624e-20,2.322e-20,0.0,-29.5,0
RightS068773,-42.3539,40.1183,1.478e-18,2.811e-18,7.275e-18,0.0,-29.11,0
RightS068776,-42.3208,40.0186,3.525e-18,5.683e-18,1.094e-17,-0.0,-30.53,0
RightS068782,-42.3290,40.1423,4.795e-19,4.878e-19,3.630e-19,0.001,-28.74,0
RightS068784,-42.3705,40.0629,3.259e-20,4.064e-20,4.489e-20,-0.001,-30.5,0
RightS068792,-42.3706,40.0898,9.285e-20,1.059e-19,9.972e-20,0.0,-29.66,0
RightS068798,-42.4347,39.9541,9.553e-20,1.153e-19,1.256e-19,0.001,-31.68,0
RightS068799,-42.3739,40.0524,1.428e-19,1.581e-19,1.377e-19,-0.0,-30.75,0
RightS068801,-42.3825,40.0812,1.906e-18,2.988e-18,5.387e-18,0.001,-30.34,0
RightS068806,-42.3896,40.0818,1.122e-18,1.826e-18,3.577e-18,0.0,-30.67,0
RightS068807,-42.3110,40.1130,4.505e-19,4.615e-19,3.471e-19,0.0,-29.18,0
RightS068810,-42.4078,40.0441,2.580e-18,4.267e-18,8.918e-18,0.001,-31.16,0
RightS068812,-42.2300,39.9219,2.055e-18,3.298e-18,6.407e-18,0.001,-30.47,0
RightS068819,-42.4394,39.9181,7.267e-20,8.568e-20,8.586e-20,-0.0,-31.55,0
RightS068823,-42.3781,40.0961,3.561e-20,4.386e-20,4.808e-20,-0.0,-29.24,0
RightS068825,-42.3920,40.0918,8.183e-20,9.761e-20,9.962e-20,-0.001,-30.09,0
RightS068826,-42.3724,40.0799,2.515e-18,2.162e-18,1.202e-18,-0.001,-29.9,0
RightS068830,-42.3874,40.0889,2.624e-20,3.778e-20,5.625e-20,-0.0,-29.1,0
RightS068831,-42.4015,40.0942,2.386e-20,3.205e-20,4.058e-20,-0.0,-30.52,0
RightS068833,-42.4764,40.2512,2.361e-18,3.632e-18,6.326e-18,0.0,-29.31,0
RightS068834,-42.3908,40.0864,6.148e-20,7.202e-20,7.325e-20,0.0,-30.52,0
RightS068836,-42.4165,40.0880,6.031e-20,7.899e-20,9.682e-20,0.001,-30.69,0
RightS068840,-41.9478,39.9338,1.430e-18,2.610e-18,6.346e-18,0.0,-29.59,0
RightS068851,-42.3660,40.0652,7.875e-20,9.102e-20,9.052e-20,-0.0,-30.51,0
RightS068853,-42.4808,40.1487,1.286e-18,1.111e-18,6.272e-19,-0.001,-30.25,0
RightS068858,-42.4190,40.0891,1.080e-19,1.148e-19,9.771e-20,-0.0,-30.65,0
RightS068861,-42.2936,39.9736,8.922e-18,1.461e-17,2.818e-17,-0.0,-30.68,0
RightS068865,-42.2175,40.0511,1.796e-20,2.595e-20,3.998e-20,0.0,-29.6,0
RightS068869,-42.4876,40.1539,2.097e-17,1.537e-17,5.949e-18,0.0,-30.01,0
RightS068875,-42.4241,40.0700,2.471e-19,2.714e-19,2.368e-19,0.0,-31.08,0
RightS068876,-42.4213,40.1161,4.352e-20,5.532e-20,6.622e-20,0.0,-29.98,0
RightS068879,-42.5555,40.0072,7.922e-20,9.788e-20,1.086e-19,0.001,-31.08,0
RightS068881,-42.3632,40.2018,3.641e-20,4.853e-20,6.394e-20,-0.0,-28.52,0
RightS068885,-42.4391,39.9588,1.061e-20,1.571e-20,2.441e-20,0.0,-31.58,0
RightS068887,-42.3799,40.1718,1.250e-20,1.793e-20,2.644e-20,-0.0,-28.72,0
RightS068892,-42.4175,40.1120,4.412e-18,8.651e-18,2.470e-17,0.0,-29.9,0
RightS068893,-42.4352,39.9467,2.034e-20,2.660e-20,3.385e-20,-0.0,-31.39,0
RightS068896,-42.3686,40.1126,2.923e-19,3.067e-19,2.433e-19,-0.001,-28.96,0
RightS068899,-42.3996,40.0922,1.283e-19,1.430e-19,1.295e-19,0.001,-30.45,0
RightS068900,-42.4091,40.1211,1.952e-18,1.708e-18,9.475e-19,-0.001,-29.59,0
RightS068901,-42.3910,40.0867,9.391e-20,1.071e-19,1.026e-19,-0.0,-30.93,0
RightS068907,-42.2878,40.0584,1.906e-20,2.521e-20,3.318e-20,0.0,-29.67,0
RightS068914,-42.3097,40.0790,1.311e-18,2.238e-18,4.922e-18,-0.0,-29.5,0
RightS068916,-42.4172,40.0669,7.677e-19,7.988e-19,6.022e-19,-0.0,-31.04,0
RightS068919,-42.3886,40.0952,1.275e-20,1.721e-20,2.250e-20,0.0,-29.28,0
RightS068921,-42.4631,40.1813,2.948e-20,3.792e-20,4.550e-20,-0.0,-29.65,0
RightS068923,-42.3557,40.1827,3.379e-19,3.376e-19,2.462e-19,0.0,-28.72,0
RightS068924,-42.3534,40.0235,6.510e-14,4.487e-14,1.539e-14,-0.0,-30.98,0
RightS068925,-42.3706,40.0719,1.335e-20,1.903e-20,2.795e-20,0.001,-30.42,0
RightS068927,-42.3869,40.0571,4.904e-19,4.730e-19,3.268e-19,0.0,-31.1,0
RightS068928,-42.2997,40.1525,4.456e-19,7.356e-19,1.554e-18,-0.0,-28.74,0
RightS068929,-42.1767,39.8927,5.479e-20,6.678e-20,7.355e-20,-0.0,-30.47,0
RightS068931,-42.3378,40.1522,1.027e-19,1.182e-19,1.147e-19,-0.0,-28.79,0
RightS068935,-42.3762,40.0684,1.198e-13,8.732e-14,3.470e-14,0.0,-30.71,0
RightS068937,-42.3389,39.9898,6.381e-19,6.547e-19,5.104e-19,-0.0,-30.87,0
RightS068940,-42.3759,40.0382,6.433e-18,9.620e-18,1.652e-17,0.001,-31.06,0
RightS068946,-42.2330,40.1767,1.016e-20,1.418e-20,2.112e-20,0.0,-29.05,0
RightS068949,-42.3771,40.0800,2.085e-18,2.850e-18,3.752e-18,0.0,-30.15,0
RightS068956,-42.2883,40.2429,2.338e-19,2.624e-19,2.365e-19,0.0,-28.91,0
RightS068958,-42.3873,40.1513,1.373e-18,1.331e-18,8.869e-19,0.0,-28.92,0
RightS068965,-42.3882,40.0910,1.446e-19,1.534e-19,1.244e-19,-0.0,-29.64,0
RightS068966,-42.3550,40.4816,1.033e-13,1.028e-13,7.399e-14,-0.001,-28.79,1
RightS068970,-42.3907,40.0915,1.518e-18,2.728e-18,6.603e-18,0.001,-29.21,0
RightS068973,-42.6846,40.2957,1.684e-19,1.823e-19,1.593e-19,0.0,-30.03,0
RightS068977,-42.3013,39.9794,4.064e-20,5.209e-20,6.290e-20,-0.0,-30.73,0
RightS068979,-42.4564,40.0571,1.897e-19,2.155e-19,2.025e-19,-0.0,-31.03,0
RightS068983,-42.3407,40.0717,1.679e-13,1.330e-13,6.099e-14,0.0,-29.71,1
RightS068989,-42.1437,39.8579,5.048e-18,1.155e-17,4.541e-17,-0.001,-30.31,0
RightS068997,-42.0290,40.0969,3.022e-20,3.894e-20,4.782e-20,0.0,-29.31,0
RightS069001,-42.3664,40.0660,2.266e-18,2.007e-18,1.149e-18,-0.001,-30.49,0
RightS069006,-42.2554,39.9852,1.378e-18,1.347e-18,8.900e-19,0.001,-30.12,0
RightS069007,-42.3212,40.1899,9.190e-19,8.699e-19,5.541e-19,-0.0,-28.6,0
RightS069013,-42.4050,40.0642,3.334e-18,2.923e-18,1.662e-18,0.0,-31.2,0
RightS069016,-42.3957,40.0465,1.261e-19,1.546e-19,1.630e-19,-0.0,-31.13,0
RightS069017,-42.3734,40.0705,5.475e-19,5.415e-19,3.947e-19,0.0,-30.57,0
RightS069025,-42.4226,40.1236,4.661e-20,5.710e-20,6.328e-20,0.0,-29.92,0
RightS069029,-42.3750,40.0752,6.456e-20,8.088e-20,9.204e-20,-0.0,-30.36,0
RightS069030,-42.2427,39.9957,1.220e-20,1.761e-20,2.714e-20,-0.001,-30.12,0
RightS069032,-42.4977,40.1460,3.109e-20,3.938e-20,4.543e-20,0.0,-30.12,0
RightS069037,-42.4120,40.1737,5.576e-19,8.979e-19,1.681e-18,0.0,-28.94,0
RightS069040,-42.4171,40.1543,1.016e-18,2.021e-18,5.872e-18,0.0,-29.25,0
RightS069044,-42.5008,40.0441,1.060e-13,1.102e-13,8.675e-14,-0.0,-31.27,1
RightS069047,-42.4102,40.0449,1.300e-19,1.446e-19,1.316e-19,-0.0,-31.22,0
RightS069050,-42.2420,40.1945,5.843e-19,5.596e-19,3.602e-19,-0.001,-28.85,0
RightS069053,-42.3118,40.1161,2.807e-18,2.619e-18,1.591e-18,0.001,-29.19,0
RightS069054,-42.4044,40.1074,1.004e-18,9.709e-19,6.609e-19,-0.0,-29.68,0
RightS069059,-42.3651,40.0638,1.061e-20,1.462e-20,2.087e-20,-0.0,-30.65,0
RightS069061,-42.4079,40.0998,4.273e-19,4.506e-19,3.573e-19,0.0,-30.05,0
RightS069068,-42.4152,40.0629,4.987e-20,6.168e-20,6.651e-20,0.0,-31.16,0
RightS069073,-42.4070,40.0905,2.228e-19,2.426e-19,2.117e-19,0.0,-30.65,0
RightS069080,-42.3774,40.1771,2.319e-19,2.517e-19,2.143e-19,0.001,-28.69,0
RightS069082,-42.3797,40.0957,4.263e-19,4.227e-19,3.084e-19,0.0,-29.5,0
RightS069084,-42.3726,40.0823,3.821e-20,5.001e-20,5.985e-20,0.0,-29.87,0
RightS069088,-42.2868,40.0863,1.759e-14,1.156e-14,3.779e-15,0.0,-29.11,0
RightS069090,-42.4585,40.1473,2.736e-18,4.235e-18,7.502e-18,0.001,-29.88,0
RightS069091,-42.4152,40.0735,8.715e-19,8.739e-19,6.318e-19,-0.0,-31.23,0
RightS069092,-42.3636,40.1657,1.255e-17,1.022e-17,4.857e-18,0.0,-28.79,0
RightS069093,-42.4138,40.2116,3.483e-17,2.534e-17,9.829e-18,0.0,-28.8,0
RightS069094,-42.5138,40.0546,4.983e-19,5.194e-19,4.073e-19,0.0,-31.14,0
RightS069096,-42.3391,40.0954,2.243e-18,3.942e-18,9.484e-18,-0.0,-29.33,0
RightS069097,-42.4337,40.1475,1.019e-17,8.647e-18,4.314e-18,0.0,-29.81,0
RightS069098,-42.4807,40.1878,1.812e-18,1.742e-18,1.103e-18,-0.0,-29.38,0
RightS069104,-42.3441,40.0176,4.929e-19,4.767e-19,3.177e-19,0.001,-31.07,0
RightS069106,-42.4108,40.0193,8.648e-20,1.019e-19,1.046e-19,-0.0,-31.4,0
RightS069107,-42.4088,40.1692,2.005e-20,2.647e-20,3.528e-20,-0.0,-28.94,0
