Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
BackS000246,-42.2451,1.1625,3.500e-18,3.071e-18,1.687e-18,-0.0,86.97,0
BackS000247,-42.3313,1.1875,1.338e-20,1.797e-20,2.301e-20,-0.0,84.82,0
BackS000248,-42.3129,1.1985,9.884e-20,1.114e-19,1.012e-19,0.0,84.06,0
BackS000249,-42.2321,1.1420,1.505e-18,2.190e-18,3.443e-18,0.001,82.66,0
BackS000251,-42.2649,1.1798,4.490e-19,4.474e-19,3.155e-19,0.0,81.51,0
BackS000254,-42.3689,1.2029,4.903e-19,5.116e-19,3.929e-19,0.0,84.8,0
BackS000255,-42.3180,1.1466,5.587e-14,4.180e-14,1.695e-14,0.0,80.69,0
BackS000257,-42.3206,1.1995,7.496e-19,7.177e-19,5.001e-19,0.001,85.56,0
BackS000259,-42.2897,1.2012,1.889e-18,1.619e-18,8.625e-19,0.0,83.01,0
BackS000260,-42.3233,1.2274,1.218e-18,1.074e-18,6.100e-19,-0.001,84.86,0
BackS000263,-42.2252,1.1655,2.186e-18,3.006e-18,4.122e-18,-0.0,86.7,0
BackS000264,-42.2879,1.2204,1.534e-14,1.237e-14,5.899e-15,-0.001,79.76,0
BackS000265,-42.3339,1.1885,2.269e-18,1.981e-18,1.122e-18,-0.001,83.01,0
BackS000266,-42.2799,1.1942,8.150e-19,7.678e-19,4.821e-19,-0.001,84.52,0
BackS000267,-42.2941,1.1297,5.535e-19,5.299e-19,3.586e-19,0.0,85.43,0
BackS000268,-42.2713,1.2200,3.805e-20,4.567e-20,4.748e-20,0.001,83.27,0
BackS000269,-42.2616,1.1577,1.098e-20,1.451e-20,1.897e-20,-0.001,84.87,0
BackS000270,-42.3265,1.1538,5.308e-19,5.154e-19,3.470e-19,0.001,86.88,0
BackS000271,-42.3266,1.2114,1.075e-20,1.498e-20,2.134e-20,-0.0,84.13,0
BackS000273,-42.3005,1.2230,2.544e-18,2.116e-18,1.061e-18,-0.001,84.29,0
BackS000274,-42.2685,1.2192,2.804e-20,3.372e-20,3.576e-20,0.0,84.79,0
BackS000276,-42.2416,1.1926,1.587e-16,5.155e-16,4.325e-15,0.0,84.24,0
BackS000277,-42.2540,1.1804,6.688e-20,8.026e-20,8.276e-20,0.0,84.76,0
BackS000279,-42.3373,1.1996,1.641e-18,1.447e-18,8.027e-19,0.001,83.2,0
BackS000282,-42.2303,1.1697,3.602e-20,4.378e-20,4.696e-20,0.001,85.16,0
BackS000284,-42.2447,1.1992,1.484e-18,1.306e-18,7.186e-19,-0.0,84.49,0
BackS000287,-42.3643,1.2040,9.516e-20,1.058e-19,9.737e-20,-0.001,84.88,0
BackS000288,-42.3435,1.1240,9.546e-19,9.041e-19,5.670e-19,0.0,87.6,0
BackS000289,-42.2433,1.2061,3.926e-18,7.845e-18,2.399e-17,0.001,84.78,0
BackS000291,-42.2615,1.1759,2.202e-18,1.814e-18,9.195e-19,-0.0,85.8,0
BackS000292,-42.3098,1.1972,8.490e-19,8.099e-19,5.242e-19,-0.0,85.05,0
BackS000293,-42.2846,1.1568,4.309e-18,3.505e-18,1.699e-18,0.0,81.45,0
BackS000294,-42.3221,1.2297,1.359e-19,1.403e-19,1.056e-19,0.0,86.99,0
BackS000297,-42.3154,1.1637,2.811e-20,3.517e-20,4.122e-20,0.0,81.47,0
BackS000299,-42.2879,1.1693,1.134e-13,8.868e-14,3.857e-14,0.0,82.34,1
BackS000301,-42.3213,1.1553,6.733e-19,6.386e-19,4.123e-19,0.001,84.54,0
BackS000302,-42.3294,1.1689,4.183e-20,4.854e-20,4.925e-20,0.001,86.23,0
BackS000308,-42.2489,1.1807,7.776e-14,6.042e-14,2.605e-14,-0.0,82.14,1
BackS000309,-42.2121,1.1391,3.374e-18,2.831e-18,1.458e-18,0.0,79.31,0
BackS000310,-42.3239,1.1685,4.957e-18,9.551e-18,2.612e-17,-0.0,80.3,0
BackS000311,-42.2353,1.1566,7.276e-19,7.160e-19,4.848e-19,0.0,82.68,0
BackS000312,-42.3199,1.1793,1.081e-19,1.221e-19,1.093e-19,0.0,81.75,0
BackS000313,-42.3477,1.1703,1.774e-20,2.334e-20,3.053e-20,0.001,84.63,0
BackS000318,-42.3056,1.1859,1.366e-20,1.838e-20,2.305e-20,-0.0,81.42,0
BackS000319,-42.2832,1.1564,4.622e-19,4.620e-19,3.293e-19,0.0,84.03,0
BackS000320,-42.2957,1.2119,6.550e-18,5.373e-18,2.575e-18,-0.0,86.74,0
BackS000322,-42.2002,1.1934,6.334e-20,6.985e-20,6.298e-20,0.0,86.6,0
BackS000323,-42.3140,1.2072,3.745e-19,3.687e-19,2.536e-19,-0.0,84.47,0
BackS000324,-42.3543,1.1909,1.270e-17,1.004e-17,4.398e-18,0.0,85.27,0
BackS000327,-42.2729,1.1797,1.177e-20,1.687e-20,2.528e-20,-0.0,83.85,0
BackS000330,-42.2879,1.1414,6.531e-18,5.304e-18,2.633e-18,0.001,82.3,0
BackS000332,-42.2860,1.1217,3.942e-19,3.988e-19,2.958e-19,-0.0,81.41,0
BackS000334,-42.3100,1.1058,2.833e-18,2.491e-18,1.367e-18,0.0,84.15,0
BackS000336,-42.3472,1.1505,1.526e-18,1.337e-18,7.280e-19,0.001,81.03,0
BackS000337,-42.2736,1.2556,1.187e-19,1.326e-19,1.245e-19,0.0,80.87,0
BackS000339,-42.2635,1.1501,1.776e-18,3.976e-18,1.566e-17,-0.0,84.44,0
BackS000341,-42.2700,1.2285,1.542e-18,1.389e-18,8.242e-19,0.0,84.94,0
BackS000342,-42.2997,1.2176,4.801e-19,4.815e-19,3.471e-19,-0.0,86.48,0
BackS000344,-42.2753,1.1601,3.240e-18,2.706e-18,1.343e-18,0.001,82.69,0
BackS000347,-42.3407,1.1452,1.689e-18,1.522e-18,9.009e-19,-0.0,82.48,0
BackS000348,-42.2611,1.2153,2.557e-19,2.669e-19,2.077e-19,0.0,87.08,0
BackS000349,-42.3300,1.1679,6.852e-18,5.470e-18,2.500e-18,-0.001,84.9,0
BackS000352,-42.3399,1.2024,6.158e-19,6.051e-19,4.017e-19,0.0,82.15,0
BackS000353,-42.3513,1.2241,2.272e-19,2.413e-19,1.976e-19,0.0,85.94,0
BackS000356,-42.3192,1.1502,3.247e-18,2.839e-18,1.498e-18,0.0,80.4,0
BackS000359,-42.3134,1.2006,7.330e-19,7.243e-19,5.066e-19,0.001,85.39,0
BackS000361,-42.3203,1.1510,1.254e-18,2.374e-18,6.325e-18,-0.0,86.32,0
BackS000364,-42.3321,1.1821,2.400e-19,2.478e-19,1.882e-19,0.001,81.9,0
BackS000365,-42.2932,1.1447,6.054e-18,4.771e-18,2.140e-18,0.0,85.83,0
BackS000369,-42.2836,1.1293,1.383e-20,1.824e-20,2.279e-20,-0.0,87.0,0
BackS000371,-42.2854,1.1235,5.526e-19,5.366e-19,3.715e-19,-0.0,87.46,0
BackS000372,-42.2640,1.1397,7.851e-19,1.490e-18,3.941e-18,-0.0,84.2,0
BackS000376,-42.2797,1.1651,3.938e-19,4.008e-19,3.027e-19,-0.0,83.66,0
BackS000378,-42.3465,1.1431,5.127e-17,3.675e-17,1.377e-17,0.0,85.94,0
BackS000379,-42.3097,1.1647,4.512e-20,5.122e-20,4.865e-20,-0.0,80.86,0
BackS000380,-42.2499,1.1988,1.517e-18,1.384e-18,8.089e-19,0.001,82.38,0
BackS000383,-42.2912,1.1705,2.585e-17,1.973e-17,8.188e-18,0.001,87.74,1
BackS000385,-42.2913,1.1707,8.599e-20,9.488e-20,8.226e-20,0.001,76.22,0
BackS000386,-42.2913,1.1704,6.710e-14,4.974e-14,2.007e-14,0.0,89.77,0
BackS000387,-42.2915,1.1705,1.334e-17,1.030e-17,4.505e-18,-0.001,81.92,1
BackS000388,-42.2913,1.1705,7.422e-17,5.332e-17,1.982e-17,0.001,86.46,0
BackS000389,-42.2915,1.1706,3.539e-18,7.062e-18,2.120e-17,-0.0,82.42,0
BackS000390,-42.2912,1.1705,7.588e-17,5.388e-17,1.937e-17,0.001,82.78,0
BackS000391,-42.2913,1.1703,2.222e-20,2.873e-20,3.530e-20,0.001,82.65,1
BackS000392,-42.6130,1.0313,2.722e-20,3.300e-20,3.674e-20,-0.0,87.63,0
BackS000397,-42.2504,0.9298,1.255e-19,1.354e-19,1.143e-19,0.0,86.7,0
BackS000398,-42.4717,1.0702,7.157e-20,8.216e-20,7.601e-20,0.001,78.81,0
BackS000399,-41.7171,1.1847,3.072e-19,3.053e-19,2.202e-19,-0.001,79.27,0
BackS000403,-42.2168,1.0550,1.265e-19,1.455e-19,1.396e-19,-0.001,87.05,0
BackS000405,-42.4061,1.1633,4.423e-20,5.506e-20,6.392e-20,-0.0,82.77,0
BackS000406,-42.4466,1.4439,3.545e-14,2.381e-14,8.120e-15,0.0,77.85,0
BackS000409,-42.1893,1.3634,2.031e-19,2.131e-19,1.724e-19,-0.0,81.51,0
BackS000418,-42.6606,1.3110,7.117e-19,1.519e-18,5.166e-18,-0.001,89.52,0
BackS000419,-42.2235,0.9630,8.013e-20,8.785e-20,7.814e-20,0.0,79.24,0
BackS000421,-42.5751,1.2481,2.319e-20,2.813e-20,3.008e-20,-0.001,77.16,0
BackS000422,-42.3772,1.2353,8.858e-20,1.051e-19,1.090e-19,-0.0,84.5,0
BackS000423,-42.4901,1.6353,2.076e-20,2.657e-20,3.356e-20,0.001,86.54,0
BackS000424,-41.8087,0.7722,7.512e-20,8.624e-20,8.202e-20,-0.0,82.92,0
BackS000434,-42.7477,1.0593,1.037e-18,1.771e-18,3.858e-18,0.0,90.07,0
BackS000438,-42.6469,1.0178,1.160e-19,1.359e-19,1.307e-19,0.0,82.31,0
BackS000446,-41.7049,1.1045,1.262e-19,1.418e-19,1.343e-19,-0.001,83.24,0
BackS000451,-42.0792,1.1108,1.501e-19,1.651e-19,1.423e-19,0.001,85.7,0
BackS000454,-42.1564,1.0945,4.471e-20,5.054e-20,4.844e-20,0.001,85.94,0
BackS000455,-42.7902,1.3425,9.500e-20,1.113e-19,1.091e-19,-0.0,89.38,0
BackS000464,-42.2872,1.1601,5.556e-19,5.328e-19,3.550e-19,-0.0,88.73,0
BackS000468,-42.2603,0.7232,1.013e-18,9.700e-19,6.477e-19,0.001,82.91,0
BackS000472,-42.6818,0.9974,3.136e-20,3.775e-20,3.947e-20,0.0,82.45,0
BackS000482,-41.7074,0.8918,3.972e-19,7.142e-19,1.739e-18,0.0,81.95,0
BackS000489,-42.5326,1.4676,5.458e-19,8.423e-19,1.540e-18,-0.0,83.57,0
BackS000493,-42.8138,1.0234,9.172e-20,1.054e-19,1.013e-19,0.0,87.66,0
BackS000494,-42.4912,1.3295,7.910e-19,1.708e-18,6.081e-18,-0.0,88.95,0
BackS000495,-42.1426,1.1740,1.606e-19,1.711e-19,1.448e-19,0.0,88.39,0
BackS000501,-42.5650,1.2917,1.109e-18,1.029e-18,6.561e-19,-0.0,88.69,0
BackS000503,-42.7307,1.3268,4.179e-20,4.994e-20,5.247e-20,-0.0,80.07,0
BackS000512,-41.7843,1.2472,1.240e-18,1.141e-18,7.165e-19,-0.0,76.92,0
BackS000519,-42.4201,1.5037,1.480e-18,1.300e-18,7.303e-19,-0.0,83.24,0
BackS000526,-42.2318,1.0637,7.532e-20,8.403e-20,7.864e-20,-0.0,83.95,0
BackS000536,-42.1638,1.2225,6.398e-19,1.193e-18,3.104e-18,-0.0,87.17,0
BackS000549,-42.4713,1.7713,1.187e-20,1.559e-20,1.945e-20,-0.0,85.1,0
BackS000554,-42.1449,0.8832,3.740e-20,4.530e-20,4.779e-20,-0.001,82.76,0
BackS000564,-41.8967,1.0591,5.331e-19,5.243e-19,3.653e-19,-0.0,77.84,0
BackS000565,-42.0669,1.2556,2.229e-20,2.753e-20,3.084e-20,0.001,85.08,0
BackS000566,-42.7197,1.2437,1.741e-18,3.022e-18,6.531e-18,-0.001,79.15,0
BackS000569,-42.5004,1.3592,5.638e-15,3.669e-15,1.136e-15,-0.0,81.82,0
BackS000570,-41.8365,0.9276,1.305e-17,3.586e-17,2.068e-16,-0.0,88.16,0
BackS000573,-42.3032,1.0361,7.196e-19,6.652e-19,4.081e-19,-0.001,77.35,0
BackS000580,-42.1684,1.6199,5.900e-19,5.734e-19,3.915e-19,-0.0,84.76,0
BackS000589,-42.0169,0.8590,1.901e-18,3.345e-18,7.681e-18,0.0,78.14,0
BackS000592,-42.1718,0.9296,5.367e-19,5.266e-19,3.554e-19,0.0,88.09,0
BackS000593,-42.1021,0.9083,4.965e-19,8.918e-19,2.146e-18,-0.0,83.05,0
BackS000595,-42.5940,1.2793,2.413e-19,2.472e-19,1.827e-19,0.001,81.76,0
BackS000596,-41.9859,1.0863,1.364e-18,2.342e-18,5.000e-18,-0.0,84.04,0
BackS000598,-41.9930,1.2236,2.242e-19,2.372e-19,1.957e-19,0.0,78.05,0
BackS000605,-42.3576,1.1070,1.292e-20,1.817e-20,2.625e-20,-0.0,83.69,0
BackS000609,-42.6671,1.0870,1.717e-18,2.858e-18,5.889e-18,0.0,78.92,0
BackS000614,-42.4165,0.8320,1.328e-19,1.449e-19,1.251e-19,-0.0,84.22,0
BackS000620,-42.4289,1.1353,9.131e-19,8.673e-19,5.548e-19,-0.0,80.18,0
BackS000625,-42.3659,0.9824,2.787e-20,3.206e-20,3.131e-20,0.001,87.17,0
BackS000628,-42.5165,1.3071,6.734e-20,7.934e-20,7.954e-20,0.001,86.18,0
BackS000634,-41.5478,1.0471,3.107e-19,3.243e-19,2.540e-19,-0.0,79.65,0
BackS000635,-41.9099,1.2586,1.368e-20,1.857e-20,2.561e-20,0.0,77.63,0
BackS000648,-41.7509,1.1195,1.653e-19,1.785e-19,1.523e-19,0.001,83.17,0
BackS000652,-41.8568,1.4296,1.069e-19,1.186e-19,1.063e-19,0.0,77.49,0
BackS000653,-41.8759,1.2825,4.358e-18,6.501e-18,1.054e-17,-0.0,86.16,0
BackS000661,-42.4646,1.5762,7.109e-20,7.920e-20,7.276e-20,0.0,88.13,0
BackS000664,-42.3041,0.7124,7.478e-14,6.572e-14,3.638e-14,-0.0,78.78,1
BackS000665,-42.9109,1.2829,1.258e-19,1.369e-19,1.186e-19,-0.0,81.4,0
BackS000666,-42.6081,1.2277,2.814e-20,3.488e-20,3.849e-20,-0.0,83.78,0
BackS000669,-42.5899,1.4316,4.003e-18,6.937e-18,1.564e-17,0.0,83.55,0
BackS000670,-42.8721,1.2502,1.838e-20,2.343e-20,2.707e-20,0.001,90.02,0
BackS000671,-41.9483,1.6092,1.079e-20,1.480e-20,1.997e-20,-0.001,78.53,0
