Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
BackDG0062,-4.0003,-0.3048,1.107e-17,9.235e-18,4.516e-18,46.4173,425.63
BackDG0063,-4.1065,-0.1290,1.065e-17,9.445e-18,4.138e-18,47.9888,425.99
BackDG0064,-4.0950,-0.2636,1.354e-17,1.212e-17,5.090e-18,42.9183,429.52
BackDG0065,-4.2085,-0.3251,9.576e-18,8.185e-18,3.850e-18,37.5648,427.95
BackDG0082,-23.7214,37.8944,1.608e-17,1.290e-17,5.762e-18,69.1517,370.22
BackDG0083,-23.7444,37.9599,1.580e-17,1.267e-17,6.274e-18,62.5558,370.59
BackDG0102,-5.2600,-5.6980,1.086e-17,7.735e-18,4.091e-18,43.0061,448.49
BackDG0103,-5.3145,-5.6450,9.498e-18,8.650e-18,3.640e-18,40.8699,449.53
BackDG0104,-5.2600,-5.6459,9.361e-18,7.391e-18,3.910e-18,38.4367,448.46
BackDG0169,8.4160,44.0670,6.521e-17,5.065e-17,2.217e-17,126.4601,173.17
BackDG0170,8.3105,43.8532,6.775e-17,5.105e-17,1.953e-17,110.1244,173.04
BackDG0171,8.2382,43.9861,4.605e-17,3.806e-17,1.676e-17,101.9258,173.3
BackDG0172,27.1985,8.0182,6.327e-18,5.162e-18,2.707e-18,62.4349,510.96
BackDG0173,27.2571,8.0839,6.486e-18,5.607e-18,2.907e-18,50.4266,511.34
BackDG0174,27.1951,8.0069,1.374e-17,1.144e-17,4.411e-18,43.1136,512.12
BackDG0175,27.2805,8.0736,1.055e-17,9.266e-18,4.376e-18,50.4466,511.52
BackDG0176,27.2825,8.0207,9.023e-18,7.993e-18,3.457e-18,44.9861,510.74
BackDG0177,37.9241,16.3307,9.968e-18,8.040e-18,3.455e-18,58.0395,324.67
BackDG0185,-10.0838,21.8339,9.138e-17,6.290e-17,2.119e-17,98.155,257.76
BackDG0186,-10.2958,21.7046,2.872e-17,2.489e-17,1.071e-17,72.6394,255.39
BackDG0187,-10.3063,21.7605,3.335e-17,2.719e-17,1.208e-17,87.8749,257.71
BackDG0188,-10.0205,21.7565,2.038e-17,1.513e-17,7.109e-18,172.9948,259.2
BackDG0189,-10.2803,22.2614,3.449e-17,2.972e-17,1.156e-17,73.4078,254.92
BackDG0190,-10.1203,21.3735,2.971e-17,2.507e-17,1.187e-17,92.8331,253.47
BackDG0191,-10.2587,22.1012,2.771e-17,2.398e-17,1.098e-17,71.8259,254.33
BackDG0192,-9.9241,21.7161,2.943e-17,2.447e-17,1.068e-17,82.9818,256.99
BackDG0193,-9.9915,21.9253,2.764e-17,2.154e-17,1.031e-17,67.3184,257.3
BackDG0194,-10.3340,22.1008,3.419e-17,2.633e-17,1.174e-17,93.4443,257.41
BackDG0195,-9.7634,21.9087,3.423e-17,2.893e-17,1.149e-17,95.19,257.51
BackDG0196,-9.8295,22.0037,2.857e-17,2.405e-17,1.128e-17,73.6119,254.53
BackDG0197,-9.8876,21.5756,3.221e-17,2.663e-17,1.297e-17,77.3446,256.96
BackDG0198,-10.0293,21.8564,2.659e-17,2.496e-17,1.046e-17,59.9692,257.43
BackDG0217,-22.3326,-39.5614,1.512e-17,1.188e-17,5.952e-18,122.4405,315.37
BackDG0218,-22.3548,-39.5731,2.007e-17,1.486e-17,7.312e-18,60.4359,315.19
BackDG0219,-22.2329,-39.3198,1.907e-17,1.809e-17,8.529e-18,67.0574,316.68
BackDG0220,-22.3578,-39.7571,2.082e-17,1.812e-17,7.043e-18,70.1283,317.94
BackDG0221,-22.3802,-39.5200,2.739e-17,2.181e-17,8.707e-18,64.2445,316.14
BackDG0222,-22.3267,-39.6665,2.127e-17,1.847e-17,7.262e-18,64.5282,316.47
BackDG0223,-27.5311,14.7149,9.198e-18,8.180e-18,3.678e-18,55.1433,340.38
BackDG0227,30.2992,-29.9839,1.067e-17,1.050e-17,4.831e-18,63.1358,357.97
BackDG0237,10.2099,-6.9393,7.200e-18,5.319e-18,2.648e-18,132.5794,414.07
BackDG0238,10.3121,-6.9712,1.181e-17,9.398e-18,4.401e-18,44.3403,413.34
BackDG0239,10.2372,-6.9646,1.035e-17,1.008e-17,4.236e-18,61.7406,415.79
BackDG0240,10.2999,-7.0489,1.089e-17,9.143e-18,4.211e-18,44.9932,413.89
BackDG0241,10.2246,-6.8077,1.724e-17,1.225e-17,5.478e-18,39.4152,414.91
BackDG0242,10.2137,-6.9513,1.032e-17,7.996e-18,4.017e-18,43.142,414.01
BackDG0243,10.2456,-7.0770,1.219e-17,1.019e-17,4.348e-18,55.9315,413.53
BackDG0244,10.2809,-6.7956,8.210e-18,6.434e-18,2.818e-18,64.1631,412.43
BackDG0245,10.2929,-7.0466,7.873e-18,6.394e-18,2.932e-18,50.4982,415.52
BackDG0281,14.9795,8.4995,3.681e-17,2.746e-17,9.600e-18,145.3768,407.62
BackDG0282,15.0088,8.3699,1.150e-17,1.189e-17,4.806e-18,58.3487,413.17
BackDG0283,14.9250,8.2652,1.397e-17,1.166e-17,5.234e-18,48.3174,415.08
BackDG0284,14.8039,8.4390,1.463e-17,1.134e-17,5.586e-18,54.7388,415.23
BackDG0285,14.9782,8.2359,1.310e-17,1.207e-17,5.560e-18,51.3161,414.88
BackDG0286,14.8702,8.7664,1.322e-17,1.226e-17,5.230e-18,61.2949,413.77
BackDG0287,14.6319,8.5238,1.327e-17,1.077e-17,4.644e-18,68.8895,409.34
BackDG0288,15.1292,8.4409,1.228e-17,1.071e-17,4.824e-18,47.6643,411.44
BackDG0289,14.9865,8.5750,1.119e-17,1.047e-17,4.829e-18,40.0964,414.92
BackDG0290,14.7532,8.6273,1.213e-17,1.038e-17,4.317e-18,48.1727,410.39
BackDG0291,15.1113,8.7971,1.425e-17,1.035e-17,4.831e-18,52.8967,407.94
BackDG0292,14.7902,8.3160,1.316e-17,1.047e-17,4.611e-18,41.5682,411.74
BackDG0293,15.1645,8.6279,1.370e-17,1.066e-17,5.158e-18,57.0498,409.2
BackDG0294,15.0018,8.5789,8.996e-18,7.543e-18,3.395e-18,126.4662,407.38
BackDG0295,15.0565,8.6081,1.266e-17,1.123e-17,4.601e-18,46.4247,411.82
BackDG0296,14.7672,8.6640,1.282e-17,1.147e-17,5.733e-18,49.0502,414.8
BackDG0297,14.7583,8.6806,1.519e-17,1.223e-17,5.477e-18,50.5439,409.27
BackDG0298,15.1072,8.5849,1.921e-17,1.468e-17,6.411e-18,53.9863,413.19
BackDG0299,14.8890,8.4710,8.629e-18,6.096e-18,3.142e-18,65.7833,414.8
BackDG0337,-18.0463,-33.9781,8.253e-17,6.176e-17,1.774e-17,320.3264,232.13
BackDG0338,-17.7401,-34.0442,2.646e-17,2.288e-17,9.192e-18,72.3533,233.39
BackDG0339,-17.9532,-33.6994,2.625e-17,2.244e-17,1.030e-17,65.9873,233.11
BackDG0340,-18.1524,-34.0794,2.865e-17,2.478e-17,1.033e-17,80.8635,235.16
BackDG0341,-18.2522,-34.4561,2.883e-17,2.387e-17,9.579e-18,87.7397,234.68
BackDG0342,-18.1015,-34.2472,3.039e-17,2.258e-17,1.071e-17,95.9539,233.26
BackDG0343,-18.0702,-33.9193,2.068e-17,1.486e-17,7.040e-18,151.8845,231.75
BackDG0344,-18.3743,-34.0739,2.797e-17,2.138e-17,1.009e-17,66.7423,235.23
BackDG0345,-18.0194,-34.3078,4.156e-17,3.096e-17,1.148e-17,76.264,231.37
BackDG0346,-18.3229,-33.8538,2.637e-17,2.195e-17,9.748e-18,75.6855,236.8
BackDG0347,-17.8882,-34.4074,2.827e-17,2.152e-17,9.996e-18,108.3367,231.94
BackDG0348,-17.9603,-33.8428,1.987e-17,1.695e-17,6.667e-18,179.325,231.28
BackDG0349,-17.9299,-34.3131,2.372e-17,2.241e-17,1.014e-17,74.4291,234.73
BackDG0350,-16.6473,17.1929,1.185e-17,8.740e-18,4.031e-18,50.2534,450.88
BackDG0351,-16.7223,17.2125,9.162e-18,7.740e-18,3.743e-18,38.7578,451.07
BackDG0352,-16.6937,17.2078,9.068e-18,7.003e-18,3.932e-18,45.0045,451.7
BackDG0353,38.0422,-15.6755,7.462e-18,5.939e-18,3.056e-18,51.4501,425.17
BackDG0368,-11.2017,-5.0568,7.993e-18,6.293e-18,2.719e-18,55.2589,459.29
BackDG0441,5.7973,-12.6938,1.499e-17,1.223e-17,5.394e-18,106.3428,309.33
BackDG0442,5.9001,-12.6604,2.142e-17,1.536e-17,7.808e-18,69.6641,312.1
BackDG0443,5.8825,-12.7896,1.865e-17,1.613e-17,7.411e-18,68.846,309.61
BackDG0444,5.8470,-12.7701,1.621e-17,1.505e-17,6.502e-18,59.4738,310.3
BackDG0445,5.9374,-12.7120,1.331e-17,1.178e-17,5.019e-18,65.0876,309.86
BackDG0446,5.7925,-12.5714,1.987e-17,1.681e-17,7.049e-18,64.1697,311.68
BackDG0519,-24.2160,-32.5837,8.059e-18,6.447e-18,3.051e-18,48.772,411.48
BackDG0581,-10.0119,2.3495,2.821e-17,2.229e-17,8.128e-18,106.6058,450.14
BackDG0582,-10.1590,2.3047,1.045e-17,8.648e-18,4.235e-18,58.2543,453.31
BackDG0583,-9.8591,2.3059,1.035e-17,8.065e-18,3.996e-18,41.7575,451.6
BackDG0584,-10.1185,2.2832,9.110e-18,8.205e-18,3.887e-18,43.0011,453.96
BackDG0585,-10.1104,2.4235,1.664e-17,1.285e-17,5.161e-18,40.8585,448.78
BackDG0586,-10.0538,2.3087,1.112e-17,9.407e-18,4.562e-18,52.5774,451.61
BackDG0587,-10.1591,2.4075,9.922e-18,8.815e-18,3.757e-18,41.3196,449.81
BackDG0588,-9.8566,2.3334,1.105e-17,8.609e-18,3.936e-18,41.5181,450.2
BackDG0589,-9.8310,2.4705,1.110e-17,9.673e-18,4.065e-18,61.9363,451.61
BackDG0590,-10.0623,2.4909,1.045e-17,7.767e-18,4.095e-18,42.8704,448.25
BackDG0591,-9.9659,2.5405,1.205e-17,9.335e-18,4.575e-18,49.4541,452.62
BackDG0592,-9.9903,2.2077,9.946e-18,7.906e-18,3.708e-18,37.4581,449.78
BackDG0593,-10.0463,2.3548,9.726e-18,7.836e-18,4.298e-18,46.1972,449.18
BackDG0647,-7.3373,-21.7198,1.107e-17,9.571e-18,4.507e-18,45.052,429.42
BackDG0648,-7.2581,-21.7264,1.295e-17,1.142e-17,4.900e-18,45.7969,428.93
BackDG0649,-7.3575,-21.6449,1.137e-17,9.319e-18,4.151e-18,43.0697,429.1
BackDG0689,17.8482,33.7811,9.950e-18,7.540e-18,3.072e-18,83.6737,444.58
BackDG0690,17.8218,33.7477,1.498e-17,1.101e-17,5.014e-18,46.154,444.78
BackDG0691,17.8103,33.8622,1.491e-17,1.214e-17,5.772e-18,63.1074,443.78
BackDG0692,17.8339,33.7229,1.400e-17,1.076e-17,4.825e-18,48.3775,445.4
BackDG0693,17.9549,33.8679,1.238e-17,1.132e-17,5.555e-18,48.2947,443.73
BackDG0719,18.9590,38.9394,7.819e-18,6.513e-18,2.996e-18,56.0458,415.85
BackDG0729,26.5801,-1.5893,2.025e-17,1.624e-17,7.721e-18,56.4287,280.64
BackDG0730,26.6711,-1.5185,1.441e-17,1.281e-17,5.323e-18,72.2368,280.95
BackDG0731,26.6512,-1.6690,2.258e-17,1.634e-17,7.397e-18,65.9155,279.5
BackDG0781,-26.8125,-39.9871,1.095e-17,8.164e-18,4.163e-18,43.7564,478.53
BackDG0782,-26.7402,-39.9145,1.042e-17,8.569e-18,3.845e-18,50.0515,479.15
BackDG0783,-26.7329,-40.0895,9.389e-18,8.941e-18,3.905e-18,55.9402,478.28
BackDG0784,-26.6887,-40.0080,7.669e-18,6.643e-18,2.676e-18,64.3296,478.21
BackDG0785,17.7458,30.0468,3.472e-17,2.820e-17,1.134e-17,96.2374,276.99
BackDG0786,17.7841,30.2497,3.514e-17,2.281e-17,1.106e-17,89.602,278.25
BackDG0787,17.8223,30.3030,3.534e-17,2.623e-17,1.289e-17,91.1472,278.36
BackDG0788,-10.0461,15.3478,3.594e-17,2.856e-17,1.357e-17,123.4787,238.03
BackDG0802,-3.8258,-11.2569,1.402e-17,1.116e-17,4.770e-18,120.23,308.04
BackDG0803,-3.8097,-11.1915,1.841e-17,1.702e-17,8.143e-18,61.8082,305.85
BackDG0804,-3.8322,-11.0982,2.199e-17,1.780e-17,7.837e-18,78.8732,306.16
BackDG0805,-3.9073,-11.2231,1.981e-17,1.586e-17,7.606e-18,66.0641,308.38
BackDG0806,-3.9392,-11.2273,2.083e-17,1.669e-17,7.954e-18,58.1407,305.82
BackDG0807,-3.8147,-11.1627,2.388e-17,1.805e-17,8.553e-18,65.9021,305.41
BackDG0808,-3.8081,-11.1859,2.120e-17,1.848e-17,8.330e-18,69.9567,305.23
BackDG0809,36.0469,-38.2310,9.185e-18,7.433e-18,3.676e-18,113.7094,346.16
BackDG0810,35.8929,-38.1687,1.630e-17,1.237e-17,5.846e-18,59.3876,346.48
BackDG0811,35.9404,-38.3965,1.468e-17,1.299e-17,5.701e-18,60.7721,347.78
BackDG0812,36.2409,-38.2864,1.406e-17,1.358e-17,5.044e-18,52.6565,347.28
BackDG0813,35.9100,-38.1553,1.918e-17,1.725e-17,7.212e-18,53.097,347.82
BackDG0814,36.2760,-38.3797,1.461e-17,1.074e-17,5.221e-18,49.701,346.0
BackDG0815,35.9735,-38.3159,2.162e-17,1.687e-17,7.328e-18,58.6987,346.01
BackDG0832,8.9034,-20.6169,9.231e-18,8.096e-18,3.653e-18,64.0389,417.8
BackDG0882,-36.1293,0.4989,9.736e-17,7.646e-17,2.534e-17,197.2735,243.65
BackDG0883,-36.2420,1.3313,3.438e-17,2.939e-17,1.238e-17,86.991,246.12
BackDG0884,-36.2553,0.0210,3.511e-17,2.972e-17,1.211e-17,86.6255,245.33
BackDG0885,-35.8614,-0.3231,3.747e-17,2.857e-17,1.286e-17,85.836,243.06
BackDG0886,-35.3763,0.7626,3.332e-17,2.981e-17,1.356e-17,86.6181,239.48
BackDG0887,-36.8281,0.9779,3.654e-17,3.012e-17,1.572e-17,101.6684,245.47
BackDG0888,-35.1565,0.3066,2.328e-17,1.792e-17,8.242e-18,123.333,242.59
BackDG0889,-35.9233,-0.2197,2.776e-17,2.223e-17,9.602e-18,89.6933,241.86
BackDG0890,-36.2108,0.1953,2.653e-17,2.045e-17,1.043e-17,152.1634,244.05
BackDG0891,-35.3430,0.6760,3.531e-17,3.020e-17,1.353e-17,92.7851,239.78
BackDG0892,-36.8677,0.0263,3.591e-17,2.804e-17,1.331e-17,90.3661,247.03
BackDG0893,-35.5674,0.2695,3.839e-17,3.230e-17,1.261e-17,108.0813,238.4
BackDG0894,-36.5008,0.4777,3.224e-17,2.445e-17,1.046e-17,157.0001,246.69
BackDG0895,-36.5945,0.8884,3.716e-17,2.752e-17,1.419e-17,91.446,237.39
BackDG0896,-34.7119,0.1388,3.807e-17,3.302e-17,1.420e-17,87.9274,240.78
BackDG0897,-36.9425,0.3618,3.821e-17,3.024e-17,1.394e-17,89.2756,243.55
BackDG0898,-36.7135,0.8525,2.808e-17,2.333e-17,1.019e-17,157.1534,245.39
BackDG0899,-36.1370,1.2708,2.480e-17,2.266e-17,9.388e-18,100.8482,244.0
BackDG0900,-36.4736,0.6247,4.254e-17,3.141e-17,1.484e-17,86.2726,248.19
BackDG0901,-34.8903,0.5074,3.751e-17,3.214e-17,1.441e-17,87.8964,237.76
BackDG0902,-36.5632,0.6070,2.270e-17,2.027e-17,8.826e-18,118.2151,246.09
BackDG0903,-35.8633,0.5710,4.407e-17,3.226e-17,1.483e-17,93.3876,239.1
BackDG0904,-35.7073,0.7080,2.596e-17,2.107e-17,8.742e-18,193.0655,239.45
BackDG0905,-36.7591,0.8209,3.985e-17,3.251e-17,1.727e-17,99.3421,240.14
BackDG0906,-34.9901,0.5300,3.240e-17,2.806e-17,1.270e-17,89.066,240.6
BackDG0907,-35.7683,0.4439,3.597e-17,3.133e-17,1.221e-17,90.6243,246.06
BackDG0908,-35.8048,0.8323,3.750e-17,3.012e-17,1.301e-17,83.7845,247.29
BackDG0909,-37.1923,0.7679,5.318e-17,4.399e-17,1.841e-17,99.7363,241.9
BackDG0910,-35.9451,-0.5414,2.347e-17,2.050e-17,8.919e-18,102.3268,243.91
BackDG0944,-11.2424,-2.8998,3.147e-17,2.577e-17,1.210e-17,82.8405,180.21
BackDG0945,-11.2870,-3.0300,2.579e-17,2.326e-17,1.021e-17,61.7915,178.97
BackDG0946,-11.1538,-2.9665,3.229e-17,2.197e-17,1.173e-17,79.0543,180.57
BackDG0947,-11.0799,-2.8624,3.022e-17,2.368e-17,1.116e-17,87.1998,179.55
BackDG0988,-1.8377,-20.2630,8.178e-18,6.534e-18,2.976e-18,102.8939,345.36
BackDG0989,-1.7546,-20.2444,1.285e-17,1.037e-17,4.673e-18,51.5042,347.99
BackDG0990,-1.8665,-20.4224,1.150e-17,1.030e-17,4.057e-18,51.4506,345.69
BackDG0991,-1.8422,-20.2428,1.298e-17,1.135e-17,5.355e-18,60.6138,347.77
BackDG0992,-1.8868,-20.2373,1.127e-17,9.305e-18,4.580e-18,43.141,345.41
BackDG0993,-1.9002,-20.2492,1.278e-17,1.064e-17,4.813e-18,61.0784,347.63
BackDG0994,-1.8886,-20.3500,1.357e-17,1.062e-17,5.888e-18,55.151,348.49
BackDG1097,-0.7846,39.7711,2.756e-16,1.992e-16,6.692e-17,400.2809,105.43
BackDG1098,-0.5900,39.7950,9.451e-17,7.320e-17,3.375e-17,152.7222,105.7
BackDG1099,-1.1731,39.2170,1.025e-16,7.693e-17,3.396e-17,181.4743,104.5
BackDG1100,-0.4592,40.2000,9.558e-17,7.962e-17,3.395e-17,143.6943,102.09
BackDG1101,0.0481,39.6541,1.040e-16,8.043e-17,3.747e-17,162.981,104.11
BackDG1102,-0.7406,40.0558,1.006e-16,8.553e-17,3.151e-17,188.8307,103.59
BackDG1103,-1.2784,39.4997,1.001e-16,8.987e-17,3.911e-17,199.9276,104.84
BackDG1104,-1.0263,39.5369,9.476e-17,7.764e-17,3.308e-17,142.9763,105.69
BackDG1105,-1.1964,39.9762,9.030e-17,7.418e-17,3.129e-17,135.9086,105.44
BackDG1106,-0.3297,39.4406,8.834e-17,7.930e-17,3.392e-17,138.5035,103.72
BackDG1107,-0.9417,39.2250,1.040e-16,8.602e-17,3.420e-17,174.2326,104.79
BackDG1212,17.9367,17.7953,9.838e-18,7.776e-18,3.571e-18,102.7938,366.94
BackDG1213,17.9194,17.6423,1.913e-17,1.565e-17,5.940e-18,49.0045,364.3
BackDG1214,17.9322,17.9333,1.383e-17,1.153e-17,5.120e-18,56.4213,364.07
BackDG1215,17.9739,17.8717,1.342e-17,1.057e-17,5.172e-18,65.5449,366.8
BackDG1216,17.9166,17.8326,1.451e-17,1.161e-17,4.896e-18,64.8233,364.96
BackDG1217,17.9900,17.7392,1.409e-17,1.202e-17,4.774e-18,51.2392,363.97
BackDG1218,18.0342,17.7392,1.421e-17,1.141e-17,5.250e-18,69.3731,365.08
BackDG1219,17.8369,17.8957,1.283e-17,1.040e-17,4.763e-18,42.9051,366.96
