Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?
BottomS070178,31.0976,-22.5625,2.054e-19,2.311e-19,2.131e-19,0.001,8.7,0
BottomS070179,31.0359,-22.5865,6.255e-14,4.960e-14,2.335e-14,-0.0,8.75,1
BottomS070180,31.0975,-22.5960,8.328e-14,6.185e-14,2.494e-14,0.001,5.71,0
BottomS070181,31.0411,-22.5174,5.160e-17,3.991e-17,1.732e-17,0.0,5.18,0
BottomS070182,31.1196,-22.5407,6.678e-19,1.472e-18,5.552e-18,0.0,5.59,0
BottomS070186,31.1299,-22.5536,1.010e-19,1.084e-19,9.121e-20,0.001,5.35,0
BottomS070188,31.1296,-22.6225,2.997e-18,4.663e-18,8.590e-18,-0.001,7.87,0
BottomS070189,31.1125,-22.5623,1.704e-20,2.181e-20,2.604e-20,-0.0,8.94,0
BottomS070192,31.0655,-22.5236,8.321e-19,7.643e-19,4.706e-19,0.0,6.25,0
BottomS070193,31.1019,-22.5604,7.113e-20,7.910e-20,7.061e-20,0.001,4.29,0
BottomS070194,31.0757,-22.5900,5.489e-14,3.821e-14,1.339e-14,0.0,6.62,0
BottomS070197,31.1714,-22.5586,9.560e-19,9.067e-19,6.105e-19,0.001,9.35,0
BottomS070198,31.0751,-22.6293,1.771e-20,2.316e-20,2.873e-20,0.0,6.88,0
BottomS070199,31.0916,-22.6045,7.170e-19,6.831e-19,4.412e-19,0.0,9.33,0
BottomS070200,31.1777,-22.6049,1.348e-18,1.258e-18,7.546e-19,0.0,4.72,0
BottomS070202,31.1077,-22.5607,2.451e-18,3.931e-18,7.473e-18,0.0,6.63,0
BottomS070203,31.0293,-22.5376,4.136e-14,2.860e-14,9.668e-15,-0.0,4.23,0
BottomS070205,31.0880,-22.4648,3.483e-20,4.299e-20,4.553e-20,-0.0,8.23,0
BottomS070206,31.1563,-22.5402,5.326e-20,6.301e-20,6.532e-20,0.0,5.93,0
BottomS070212,31.1108,-22.5433,1.931e-18,1.758e-18,1.037e-18,-0.0,5.03,0
BottomS070215,31.0258,-22.5905,1.586e-18,2.860e-18,6.736e-18,-0.0,7.98,0
BottomS070216,31.1040,-22.5661,2.891e-19,2.984e-19,2.267e-19,-0.001,7.25,0
BottomS070217,31.1638,-22.5978,7.402e-18,5.837e-18,2.663e-18,-0.0,5.61,0
BottomS070220,31.0625,-22.5264,8.631e-19,8.096e-19,5.006e-19,-0.0,6.45,0
BottomS070221,31.1199,-22.5604,5.587e-18,4.932e-18,2.698e-18,0.001,5.47,0
BottomS070222,31.1510,-22.5604,7.506e-19,7.055e-19,4.440e-19,0.001,7.78,0
BottomS070226,31.0623,-22.5397,7.347e-19,6.769e-19,4.063e-19,-0.0,8.21,0
BottomS070227,31.0901,-22.5847,6.711e-19,6.336e-19,4.258e-19,-0.0,6.21,0
BottomS070228,31.1557,-22.5612,1.224e-18,1.964e-18,3.869e-18,0.0,4.91,0
BottomS070230,31.1518,-22.5517,2.808e-20,3.567e-20,4.225e-20,0.0,5.65,0
BottomS070233,31.1533,-22.6170,7.793e-20,9.081e-20,8.970e-20,0.0,5.92,0
BottomS070234,31.0560,-22.6161,7.130e-19,6.655e-19,4.105e-19,0.0,6.9,0
BottomS070235,31.0661,-22.5264,3.229e-20,4.228e-20,5.306e-20,-0.0,8.54,0
BottomS070236,31.1481,-22.5662,8.011e-19,7.735e-19,5.235e-19,0.001,6.39,0
BottomS070237,31.1409,-22.5390,6.967e-19,6.992e-19,5.076e-19,0.0,8.91,0
BottomS070238,31.1142,-22.5548,1.002e-13,7.788e-14,3.408e-14,-0.0,6.04,1
BottomS070239,31.0770,-22.5449,1.194e-20,1.715e-20,2.575e-20,0.0,9.04,0
BottomS070241,31.0379,-22.5347,2.173e-19,2.462e-19,2.294e-19,-0.0,8.04,0
BottomS070243,31.1060,-22.6150,2.643e-18,2.255e-18,1.185e-18,0.001,6.99,0
BottomS070245,31.0707,-22.5810,3.416e-20,4.343e-20,5.119e-20,0.0,10.09,0
BottomS070246,31.0920,-22.5477,1.210e-19,1.310e-19,1.139e-19,-0.0,6.69,0
BottomS070247,31.0735,-22.5547,1.117e-13,8.241e-14,3.251e-14,-0.0,5.98,0
BottomS070249,31.0979,-22.5853,3.971e-18,7.083e-18,1.725e-17,0.0,6.55,0
BottomS070251,31.0607,-22.5795,6.308e-18,5.131e-18,2.483e-18,-0.0,7.39,0
BottomS070253,31.1217,-22.6096,3.100e-20,4.081e-20,5.345e-20,0.0,8.0,0
BottomS070254,31.0829,-22.6180,2.500e-18,2.138e-18,1.109e-18,0.0,6.37,0
BottomS070259,31.0778,-22.5700,2.189e-18,1.897e-18,1.001e-18,-0.0,4.99,0
BottomS070260,31.0632,-22.5835,2.729e-19,2.845e-19,2.284e-19,-0.001,5.77,0
BottomS070261,31.1236,-22.5501,1.455e-17,1.145e-17,5.166e-18,-0.0,7.86,1
BottomS070262,31.0786,-22.6229,1.910e-20,2.499e-20,3.163e-20,-0.0,5.54,0
BottomS070263,31.0838,-22.5675,9.469e-19,8.930e-19,5.499e-19,0.001,5.78,0
BottomS070265,31.0955,-22.6011,1.862e-17,1.389e-17,5.593e-18,0.0,4.63,0
BottomS070267,31.0270,-22.5980,4.935e-20,5.955e-20,6.651e-20,0.001,5.43,0
BottomS070268,31.1082,-22.5911,2.724e-20,3.447e-20,4.012e-20,0.0,6.06,0
BottomS070269,31.0662,-22.6098,1.306e-20,1.674e-20,1.939e-20,0.0,9.17,0
BottomS070270,31.1084,-22.5397,4.451e-18,3.834e-18,2.006e-18,0.001,7.71,0
BottomS070271,31.1126,-22.5330,1.040e-18,9.908e-19,6.507e-19,-0.001,5.41,0
BottomS070275,31.0761,-22.5453,1.763e-20,2.336e-20,3.070e-20,0.0,5.95,0
BottomS070278,31.1371,-22.5648,2.596e-18,4.904e-18,1.333e-17,-0.001,7.61,0
BottomS070282,31.1182,-22.6030,6.164e-18,5.107e-18,2.526e-18,-0.0,7.33,0
BottomS070283,31.1422,-22.5490,1.588e-19,1.838e-19,1.801e-19,0.0,9.67,0
BottomS070285,31.0622,-22.5673,1.200e-20,1.657e-20,2.337e-20,-0.0,8.34,0
BottomS070291,31.1335,-22.5667,1.418e-18,1.343e-18,8.659e-19,0.0,9.91,0
BottomS070298,31.1130,-22.5764,5.309e-18,4.531e-18,2.346e-18,-0.001,6.68,0
BottomS070299,31.1734,-22.5346,1.288e-20,1.712e-20,2.300e-20,0.001,3.5,0
BottomS070300,31.1218,-22.5676,6.585e-19,1.253e-18,3.429e-18,0.0,4.75,0
BottomS070301,31.1410,-22.5629,3.211e-18,2.791e-18,1.515e-18,-0.0,5.47,0
BottomS070306,31.0995,-22.5402,1.474e-19,1.605e-19,1.348e-19,0.001,4.47,0
BottomS070308,31.1252,-22.5885,3.731e-18,3.257e-18,1.751e-18,0.0,5.4,0
BottomS070310,31.0862,-22.5188,4.606e-19,4.809e-19,3.752e-19,0.0,5.74,0
BottomS070311,31.0871,-22.5478,2.593e-18,4.387e-18,9.587e-18,0.0,3.8,0
BottomS070313,31.0160,-22.5309,7.553e-19,7.498e-19,5.233e-19,0.0,6.64,0
BottomS070315,31.1005,-22.5582,3.243e-19,3.200e-19,2.269e-19,0.0,4.0,0
BottomS070317,31.1795,-22.6070,1.079e-19,1.177e-19,1.067e-19,0.001,8.82,0
BottomS070318,31.1854,-22.6350,7.189e-19,6.725e-19,4.384e-19,0.001,4.88,0
BottomS070319,31.0331,-22.5529,1.112e-19,1.235e-19,1.141e-19,0.0,6.36,0
BottomS070320,31.0951,-22.5255,1.347e-19,1.510e-19,1.320e-19,0.0,9.81,0
BottomS070321,31.1214,-22.5764,2.624e-19,2.731e-19,2.121e-19,0.0,7.82,0
BottomS070322,31.1402,-22.5867,5.529e-14,3.887e-14,1.338e-14,-0.0,4.95,0
BottomS070325,31.0967,-22.5644,6.542e-20,7.951e-20,8.912e-20,-0.0,7.58,0
BottomS070329,31.0954,-22.6097,5.741e-18,1.367e-17,6.160e-17,0.001,6.37,0
BottomS070332,31.0785,-22.5097,4.823e-20,5.521e-20,5.313e-20,0.001,8.78,0
BottomS070334,31.1329,-22.5791,4.344e-18,3.663e-18,1.982e-18,0.001,7.55,0
BottomS070336,31.0450,-22.5917,6.323e-19,1.107e-18,2.629e-18,-0.0,6.57,0
BottomS070340,31.1296,-22.6276,9.282e-18,7.319e-18,3.274e-18,0.0,7.63,0
BottomS070341,31.1163,-22.5550,1.314e-18,1.128e-18,6.146e-19,0.0,6.76,0
BottomS070342,31.0944,-22.6303,9.627e-20,1.091e-19,1.020e-19,-0.0,7.06,0
BottomS070343,31.0973,-22.6321,1.732e-19,1.920e-19,1.680e-19,0.0,9.02,0
BottomS070345,31.1160,-22.5817,1.995e-18,2.912e-18,4.463e-18,0.0,5.23,0
BottomS070346,31.0573,-22.5619,2.430e-19,4.307e-19,1.021e-18,-0.0,4.02,0
BottomS070349,31.1238,-22.5363,6.791e-19,1.211e-18,2.841e-18,0.0,7.98,0
BottomS070350,31.0966,-22.5204,5.749e-20,6.662e-20,6.423e-20,-0.0,7.03,0
BottomS070353,31.0962,-22.5572,2.807e-18,4.959e-18,1.129e-17,-0.0,5.1,0
BottomS070356,31.1128,-22.5679,6.969e-20,8.144e-20,8.226e-20,0.0,6.16,0
BottomS070357,31.1172,-22.5818,4.628e-19,4.826e-19,3.735e-19,0.0,8.25,0
BottomS070358,31.1021,-22.5479,2.041e-20,2.686e-20,3.533e-20,0.001,7.28,0
BottomS070360,31.0377,-22.5591,1.823e-18,1.660e-18,1.014e-18,-0.001,4.21,0
BottomS070361,31.1035,-22.5690,1.283e-19,1.380e-19,1.161e-19,-0.0,6.11,0
BottomS070364,31.1400,-22.5976,3.774e-20,4.702e-20,5.342e-20,0.0,6.7,0
BottomS070367,31.1153,-22.5856,1.937e-20,2.707e-20,3.994e-20,0.0,6.01,0
BottomS070371,31.1315,-22.5985,6.673e-20,8.314e-20,9.519e-20,0.0,7.49,0
BottomS070373,31.1000,-22.5446,2.886e-18,2.506e-18,1.363e-18,0.0,6.43,0
BottomS070375,31.0812,-22.6049,6.501e-19,6.403e-19,4.374e-19,-0.0,6.98,0
BottomS070377,31.0815,-22.6031,1.904e-20,2.331e-20,2.616e-20,0.001,6.99,0
BottomS070378,31.1263,-22.5464,1.635e-18,1.534e-18,9.427e-19,-0.0,3.77,0
BottomS070379,31.0319,-22.5572,6.226e-20,8.159e-20,9.898e-20,-0.0,4.18,0
BottomS070380,31.0872,-22.5306,1.297e-18,2.336e-18,5.805e-18,0.0,3.46,0
BottomS070381,31.1214,-22.5493,1.246e-18,1.112e-18,6.450e-19,-0.0,5.66,0
BottomS070383,31.1359,-22.5994,2.179e-20,2.957e-20,4.052e-20,0.0,4.54,0
BottomS070384,31.0899,-22.5553,4.545e-20,5.397e-20,5.443e-20,0.0,7.49,0
BottomS070386,31.1031,-22.5598,2.398e-20,3.051e-20,3.679e-20,0.0,7.55,0
BottomS070387,31.1307,-22.5325,1.650e-19,1.793e-19,1.538e-19,-0.0,5.21,0
BottomS070389,31.0982,-22.5679,6.145e-19,1.045e-18,2.250e-18,-0.0,6.79,0
BottomS070391,31.1274,-22.6218,4.803e-18,4.133e-18,2.243e-18,0.0,6.94,0
BottomS070392,31.1364,-22.6112,3.948e-20,4.821e-20,5.344e-20,0.0,7.34,0
BottomS070393,31.1129,-22.4984,1.809e-18,1.669e-18,1.026e-18,-0.0,7.65,0
BottomS070395,31.0786,-22.5710,1.643e-18,1.522e-18,9.253e-19,0.0,5.91,0
BottomS070397,31.1263,-22.5747,9.405e-19,8.915e-19,5.821e-19,-0.0,5.13,0
BottomS070400,31.1211,-22.6410,1.056e-18,1.020e-18,6.891e-19,-0.0,7.18,0
BottomS070404,31.0674,-22.5388,1.201e-18,1.105e-18,6.485e-19,0.0,5.07,0
BottomS070406,31.0957,-22.6088,4.711e-18,4.132e-18,2.258e-18,0.001,6.75,0
BottomS070407,31.0689,-22.5526,7.030e-19,6.710e-19,4.550e-19,0.001,6.79,0
BottomS070408,31.1448,-22.5639,7.741e-19,7.210e-19,4.479e-19,-0.0,6.31,0
BottomS070409,31.1038,-22.6330,4.846e-14,3.380e-14,1.211e-14,-0.0,8.91,0
BottomS070410,31.1447,-22.5436,4.635e-20,5.545e-20,5.728e-20,0.001,5.66,0
BottomS070412,31.0464,-22.5486,1.016e-13,7.616e-14,3.114e-14,0.0,5.41,1
BottomS070414,31.1580,-22.5686,2.266e-18,1.935e-18,1.007e-18,-0.001,8.01,0
BottomS070418,31.0975,-22.5330,1.692e-20,2.238e-20,2.810e-20,0.001,6.26,0
BottomS070419,31.0931,-22.5439,1.278e-18,1.221e-18,7.993e-19,0.0,8.64,0
BottomS070421,31.0925,-22.6165,2.087e-20,2.868e-20,3.989e-20,-0.0,7.96,0
BottomS070422,31.0361,-22.5913,7.378e-20,8.855e-20,9.131e-20,-0.0,8.33,0
BottomS070424,31.0719,-22.5561,1.811e-18,1.596e-18,8.856e-19,-0.0,4.31,0
BottomS070426,31.1192,-22.5964,9.195e-19,1.585e-18,3.704e-18,0.001,4.18,0
BottomS070427,31.1151,-22.6168,4.017e-19,4.063e-19,2.997e-19,0.0,4.03,0
BottomS070428,31.0408,-22.4976,1.191e-20,1.625e-20,2.191e-20,-0.0,5.7,0
BottomS070429,31.1002,-22.6031,9.325e-19,9.294e-19,6.880e-19,0.001,7.66,0
BottomS070430,31.1393,-22.6390,1.341e-18,1.260e-18,8.140e-19,-0.001,6.99,0
BottomS070431,31.0693,-22.4953,6.360e-19,1.240e-18,3.516e-18,-0.0,6.61,0
BottomS070434,31.0650,-22.5968,1.023e-19,1.129e-19,1.012e-19,-0.001,5.3,0
BottomS070437,31.0822,-22.5666,1.576e-20,2.086e-20,2.594e-20,0.001,7.11,0
BottomS070438,31.0702,-22.5223,1.369e-18,2.091e-18,3.668e-18,0.0,7.44,0
BottomS070439,31.1403,-22.6282,1.499e-19,1.547e-19,1.165e-19,0.001,7.06,0
BottomS070442,31.1102,-22.6063,3.100e-20,3.878e-20,4.546e-20,-0.0,5.09,0
BottomS070444,31.0979,-22.5730,7.290e-14,5.136e-14,1.829e-14,-0.0,5.45,0
BottomS070445,31.0980,-22.5731,4.751e-17,3.427e-17,1.279e-17,-0.0,7.12,0
BottomS070446,31.0981,-22.5729,3.020e-19,3.032e-19,2.169e-19,0.001,0.57,0
BottomS070447,31.0980,-22.5730,3.683e-16,2.512e-16,8.580e-17,-0.0,3.79,0
BottomS070448,31.0983,-22.5729,3.502e-17,2.606e-17,1.043e-17,-0.001,8.14,0
BottomS070449,31.0980,-22.5731,2.426e-18,3.567e-18,5.772e-18,-0.0,5.13,0
BottomS070450,31.0981,-22.5730,1.323e-18,2.211e-18,4.490e-18,0.0,4.09,0
BottomS070462,30.9648,-22.8482,7.394e-20,8.419e-20,7.756e-20,-0.0,11.71,0
BottomS070469,31.0556,-23.0062,8.877e-19,8.294e-19,5.441e-19,-0.0,13.09,0
BottomS070470,30.9960,-23.0166,2.596e-19,2.561e-19,1.862e-19,-0.001,9.56,0
BottomS070477,31.6107,-22.2379,4.796e-18,6.514e-18,9.181e-18,0.0,10.86,0
BottomS070484,31.3526,-22.4193,2.250e-18,2.005e-18,1.145e-18,0.0,2.49,0
BottomS070486,31.0272,-22.3757,6.091e-20,7.029e-20,6.651e-20,-0.0,2.28,0
BottomS070487,30.8221,-22.1645,1.310e-18,1.228e-18,7.896e-19,0.0,4.22,0
BottomS070489,31.2417,-22.4285,2.928e-20,3.591e-20,3.823e-20,-0.0,7.88,0
BottomS070493,30.8459,-22.9721,8.891e-20,1.049e-19,1.033e-19,-0.001,9.15,0
BottomS070498,30.7125,-22.3288,2.201e-20,2.852e-20,3.467e-20,-0.001,2.84,0
BottomS070501,31.2122,-22.5873,1.963e-19,2.089e-19,1.748e-19,0.001,5.39,0
BottomS070504,31.3917,-22.9817,4.535e-19,4.492e-19,3.216e-19,0.0,3.54,0
BottomS070505,31.2890,-22.6817,1.088e-19,1.272e-19,1.251e-19,0.0,7.35,0
BottomS070510,30.8994,-22.8191,1.075e-19,1.229e-19,1.223e-19,0.0,7.24,0
BottomS070511,30.8624,-22.2174,2.580e-18,2.267e-18,1.261e-18,-0.0,9.7,0
BottomS070513,31.2571,-22.7276,2.588e-18,5.198e-18,1.657e-17,0.001,9.96,0
BottomS070518,30.8270,-22.4724,4.023e-14,2.797e-14,9.665e-15,-0.001,7.82,0
BottomS070522,31.2967,-22.8037,6.414e-19,6.312e-19,4.401e-19,0.001,10.44,0
BottomS070523,31.2443,-22.7138,1.136e-20,1.573e-20,2.265e-20,0.0,6.74,0
BottomS070526,31.0173,-22.6062,1.012e-18,1.793e-18,4.133e-18,-0.0,4.32,0
BottomS070528,31.1670,-22.3901,5.653e-18,4.546e-18,2.182e-18,0.0,7.34,0
BottomS070529,30.8026,-22.7545,1.008e-19,1.105e-19,9.537e-20,0.0,7.48,0
BottomS070530,30.9909,-22.8177,9.702e-19,1.818e-18,4.879e-18,0.0,1.32,0
BottomS070533,30.9791,-22.6061,1.578e-19,1.621e-19,1.266e-19,0.001,8.34,0
BottomS070534,30.9734,-22.0851,1.568e-18,2.940e-18,7.889e-18,0.0,3.89,0
BottomS070536,31.4590,-22.7682,3.520e-18,6.761e-18,1.890e-17,0.0,4.58,0
BottomS070537,30.6496,-22.8302,1.682e-19,1.852e-19,1.579e-19,-0.001,10.59,0
BottomS070540,31.1189,-22.6552,4.628e-20,5.474e-20,5.532e-20,-0.0,8.92,0
BottomS070543,31.6070,-22.3591,3.013e-20,3.832e-20,4.557e-20,-0.0,9.35,0
BottomS070551,31.0744,-22.3059,2.437e-19,2.611e-19,2.221e-19,-0.0,10.5,0
BottomS070558,30.9759,-22.6962,2.285e-14,2.688e-14,2.750e-14,-0.0,4.8,0
BottomS070561,31.2501,-22.3619,1.825e-20,2.362e-20,2.969e-20,-0.001,3.19,0
BottomS070562,30.7351,-22.2826,8.096e-19,1.348e-18,2.796e-18,0.0,7.85,0
BottomS070564,30.9486,-22.4172,1.130e-20,1.649e-20,2.542e-20,-0.0,11.2,0
BottomS070568,30.7797,-22.5039,1.467e-18,2.935e-18,8.749e-18,-0.001,9.26,0
BottomS070570,30.7901,-22.2517,2.940e-20,3.584e-20,3.851e-20,-0.001,11.21,0
BottomS070572,31.1650,-22.6731,5.135e-20,5.860e-20,5.658e-20,0.001,10.25,0
BottomS070573,30.6255,-22.5094,3.743e-20,4.661e-20,5.244e-20,-0.0,3.7,0
BottomS070575,31.0288,-22.8526,1.899e-18,1.705e-18,9.562e-19,0.0,10.18,0
BottomS070576,31.2883,-22.9259,7.762e-19,7.601e-19,5.400e-19,0.0,7.55,0
BottomS070580,31.4870,-22.3968,2.449e-19,2.673e-19,2.225e-19,-0.0,12.33,0
BottomS070581,30.8199,-22.7730,1.310e-19,1.385e-19,1.169e-19,0.0,9.87,0
BottomS070584,31.1100,-22.5247,8.276e-19,1.638e-18,4.639e-18,0.001,7.78,0
BottomS070585,31.0059,-22.7143,2.477e-19,2.513e-19,1.863e-19,-0.0,7.42,0
BottomS070591,31.0810,-22.4308,7.167e-20,8.258e-20,7.692e-20,0.0,9.33,0
BottomS070592,30.6177,-22.0086,4.201e-20,5.168e-20,5.794e-20,-0.0,3.95,0
BottomS070597,31.1582,-22.3735,1.216e-19,1.413e-19,1.356e-19,-0.0,4.39,0
BottomS070598,31.0623,-22.5763,4.219e-19,4.282e-19,3.267e-19,-0.0,7.93,0
BottomS070600,31.2472,-22.6364,1.410e-20,1.863e-20,2.384e-20,0.0,9.11,0
BottomS070606,30.9984,-22.5830,4.769e-20,5.498e-20,5.351e-20,0.0,8.11,0
BottomS070608,30.8860,-21.9993,1.298e-19,1.444e-19,1.267e-19,0.0,7.63,0
BottomS070616,31.1882,-22.8066,6.261e-19,1.074e-18,2.383e-18,0.0,5.42,0
BottomS070617,31.2208,-22.5892,6.876e-14,6.218e-14,3.658e-14,0.0,6.46,1
BottomS070618,30.8653,-22.2327,1.310e-19,1.353e-19,1.080e-19,0.001,8.0,0
BottomS070622,30.9387,-22.7911,1.683e-20,2.225e-20,2.902e-20,-0.0,5.46,0
BottomS070625,31.5001,-22.8245,1.353e-20,1.844e-20,2.497e-20,0.001,12.02,0
BottomS070627,31.2282,-22.5544,1.925e-19,2.100e-19,1.893e-19,0.0,7.55,0
BottomS070629,30.7106,-22.8055,6.670e-20,8.202e-20,9.434e-20,0.0,6.64,0
BottomS070633,31.2643,-22.9595,6.932e-19,6.733e-19,4.514e-19,-0.0,9.57,0
BottomS070635,31.0190,-22.4747,2.987e-18,4.372e-18,6.956e-18,0.001,9.34,0
BottomS070637,31.3885,-22.8805,4.153e-14,2.886e-14,1.005e-14,-0.001,4.63,0
BottomS070642,31.3183,-22.5745,1.445e-19,1.551e-19,1.301e-19,-0.001,0.93,0
BottomS070648,30.5797,-22.3854,6.560e-20,7.475e-20,6.827e-20,0.0,6.35,0
BottomS070650,31.3776,-22.6594,3.165e-19,3.215e-19,2.336e-19,-0.001,7.22,0
BottomS070651,31.1515,-22.7593,2.538e-18,3.996e-18,7.610e-18,-0.0,7.83,0
BottomS070652,31.3828,-22.6816,6.959e-20,8.154e-20,8.283e-20,-0.0,6.24,0
BottomS070654,30.8591,-22.3157,3.407e-20,4.233e-20,4.798e-20,-0.0,7.41,0
BottomS070656,31.4353,-22.9500,1.180e-18,1.884e-18,3.626e-18,0.0,6.27,0
BottomS070657,30.9998,-22.5658,3.671e-20,4.713e-20,5.841e-20,0.0,12.23,0
BottomS070658,31.2268,-22.3063,2.541e-20,3.081e-20,3.296e-20,-0.0,10.83,0
BottomS070661,31.3091,-22.3040,4.370e-19,4.159e-19,2.626e-19,-0.001,10.76,0
BottomS070662,31.0912,-22.2664,5.244e-20,6.381e-20,6.855e-20,-0.0,5.54,0
BottomS070663,30.6982,-22.1571,1.628e-18,3.492e-18,1.216e-17,0.001,3.99,0
BottomS070665,30.7604,-22.7360,4.814e-19,4.794e-19,3.386e-19,0.0,10.03,0
BottomS070666,30.8346,-22.2694,1.075e-19,1.186e-19,1.019e-19,0.0,5.68,0
BottomS070668,31.0906,-22.8339,5.435e-19,5.530e-19,4.116e-19,0.0,10.39,0
BottomS070673,30.4788,-22.7169,1.493e-14,1.006e-14,3.375e-15,-0.0,9.06,0
BottomS070676,30.8485,-22.3391,1.692e-20,2.234e-20,2.900e-20,0.0,9.98,0
BottomS070677,31.0329,-22.3622,4.222e-19,4.368e-19,3.364e-19,-0.0,11.02,0
BottomS070682,31.0634,-22.4646,1.700e-18,2.922e-18,6.475e-18,-0.0,9.14,0
BottomS070685,31.0769,-23.0765,2.097e-19,2.403e-19,2.187e-19,-0.0,5.74,0
BottomS070690,30.7128,-22.5790,7.815e-20,9.062e-20,8.786e-20,-0.0,4.19,0
BottomS070700,31.4331,-22.6788,3.232e-18,6.084e-18,1.697e-17,0.0,7.49,0
BottomS070703,30.9896,-22.3087,1.559e-18,2.872e-18,7.376e-18,-0.001,6.54,0
BottomS070704,30.8642,-22.3611,8.953e-18,2.218e-17,1.051e-16,-0.0,3.97,0
BottomS070711,31.3980,-22.9758,1.369e-19,1.575e-19,1.511e-19,-0.0,2.97,0
