Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
BottomDG0551,9.1104,16.2957,1.535e-17,1.201e-17,5.846e-18,55.6018,447.52
BottomDG0552,9.1684,15.9788,1.362e-17,1.081e-17,5.055e-18,45.6664,447.14
BottomDG0553,8.8137,16.0780,1.352e-17,1.077e-17,4.812e-18,47.5664,443.61
BottomDG0554,9.3799,16.3512,1.514e-17,1.154e-17,6.021e-18,60.5237,443.66
BottomDG0555,9.1633,16.2246,1.082e-17,8.939e-18,3.629e-18,80.9237,443.53
BottomDG0556,9.0509,16.6295,1.818e-17,1.553e-17,6.623e-18,50.2686,445.81
BottomDG0557,9.1558,16.6671,1.052e-17,8.934e-18,3.744e-18,65.188,446.6
BottomDG0558,9.2761,16.4090,1.071e-17,8.053e-18,3.779e-18,89.6156,448.46
BottomDG0559,9.0300,16.2028,1.489e-17,1.304e-17,5.357e-18,61.833,444.48
BottomDG0573,6.9273,-10.9281,2.087e-17,1.538e-17,6.793e-18,83.7615,309.6
BottomDG0574,6.8681,-10.9135,1.774e-17,1.595e-17,6.761e-18,58.3447,309.95
BottomDG0575,6.9168,-10.9462,1.893e-17,1.554e-17,7.241e-18,71.6749,309.67
BottomDG0576,6.8509,-10.9274,2.050e-17,1.654e-17,8.118e-18,74.8237,309.4
BottomDG0577,-20.6000,-16.4367,7.765e-18,6.705e-18,3.048e-18,36.1071,472.4
BottomDG0578,-20.6738,-16.4400,9.242e-18,7.877e-18,3.583e-18,42.5664,473.54
BottomDG0579,-20.6885,-16.4147,8.656e-18,6.963e-18,3.333e-18,43.0984,472.42
BottomDG0580,-20.6017,-16.3791,8.404e-18,7.162e-18,3.239e-18,42.0859,473.23
BottomDG0594,-4.3495,-34.5477,5.257e-17,4.007e-17,1.309e-17,117.2485,300.77
BottomDG0595,-4.5778,-34.2172,1.530e-17,1.206e-17,5.255e-18,93.6403,297.93
BottomDG0596,-4.5358,-34.6865,1.878e-17,1.452e-17,5.998e-18,62.7547,301.23
BottomDG0597,-4.8493,-34.3550,2.452e-17,2.016e-17,8.858e-18,57.8802,302.13
BottomDG0598,-4.9649,-34.6706,1.978e-17,1.487e-17,7.421e-18,67.6213,299.19
BottomDG0599,-4.4431,-34.0317,1.181e-17,9.766e-18,4.998e-18,100.2389,297.87
BottomDG0600,-4.3691,-35.0021,1.953e-17,1.532e-17,6.744e-18,66.4967,298.21
BottomDG0601,-4.9363,-34.3991,1.789e-17,1.456e-17,6.763e-18,52.1033,297.93
BottomDG0602,-4.2158,-34.8075,2.014e-17,1.458e-17,7.760e-18,62.789,300.11
BottomDG0603,-4.8621,-35.0572,1.803e-17,1.457e-17,6.682e-18,57.0598,297.33
BottomDG0604,-4.3702,-35.2105,1.923e-17,1.452e-17,7.022e-18,69.0095,297.76
BottomDG0605,-4.1071,-33.9732,2.055e-17,1.597e-17,7.879e-18,59.0076,300.3
BottomDG0606,-4.3548,-34.1873,1.583e-17,1.453e-17,6.485e-18,52.1845,297.07
BottomDG0607,-3.8649,-34.9952,1.738e-17,1.485e-17,6.606e-18,53.1844,301.62
BottomDG0608,-4.4328,-34.5668,1.075e-17,9.050e-18,4.736e-18,211.1301,301.35
BottomDG0609,-3.9519,-33.9743,1.316e-17,1.086e-17,4.915e-18,68.4993,298.02
BottomDG0610,-4.5745,-34.7971,2.867e-17,2.113e-17,8.912e-18,71.7777,299.6
BottomDG0611,-4.1974,-35.1526,1.308e-17,9.900e-18,4.340e-18,68.9698,298.36
BottomDG0612,-4.0052,-34.0532,1.810e-17,1.383e-17,6.476e-18,57.6362,300.72
BottomDG0613,-4.2162,-34.2210,1.602e-17,1.403e-17,6.312e-18,61.0429,298.29
BottomDG0614,-4.4951,-34.9399,1.259e-17,1.072e-17,4.715e-18,66.9212,303.92
BottomDG0615,-4.3596,-35.0293,1.281e-17,9.970e-18,4.430e-18,82.455,300.58
BottomDG0616,-4.4716,-34.2646,1.731e-17,1.409e-17,5.991e-18,51.1489,301.11
BottomDG0617,-4.1923,-34.2760,1.794e-17,1.514e-17,6.973e-18,56.0654,297.05
BottomDG0618,-4.5476,-34.2563,1.207e-17,1.037e-17,4.815e-18,101.458,300.45
BottomDG0619,-4.1478,-34.3122,1.757e-17,1.418e-17,6.290e-18,58.8535,304.12
BottomDG0620,-4.8188,-34.6704,1.207e-17,1.072e-17,4.063e-18,83.0785,297.65
BottomDG0621,-4.8515,-34.2429,1.764e-17,1.382e-17,6.398e-18,62.2532,304.39
BottomDG0678,-7.5906,41.8958,1.243e-17,9.394e-18,4.373e-18,63.9423,379.96
BottomDG0732,-11.7674,-30.9781,6.538e-18,5.368e-18,2.527e-18,111.3854,434.95
BottomDG0733,-11.7132,-31.1073,1.052e-17,9.138e-18,3.955e-18,36.5036,435.48
BottomDG0734,-11.8617,-31.0102,1.089e-17,9.811e-18,4.131e-18,49.0249,437.23
BottomDG0735,-11.7991,-30.9467,1.077e-17,8.334e-18,4.096e-18,53.5683,436.33
BottomDG0736,-11.6376,-30.9751,7.442e-18,6.328e-18,2.962e-18,53.0348,435.48
BottomDG0737,-11.7565,-30.9834,1.044e-17,8.762e-18,4.027e-18,42.9178,437.87
BottomDG0738,-11.8048,-30.9270,1.568e-17,1.251e-17,4.693e-18,47.0704,436.34
BottomDG0739,-11.7965,-30.9263,6.391e-18,5.815e-18,2.630e-18,98.8984,436.0
BottomDG0740,-11.5965,-30.9258,1.187e-17,8.681e-18,4.282e-18,49.4992,435.38
BottomDG0948,-5.9776,-23.8974,1.462e-17,1.321e-17,5.270e-18,204.6246,276.59
BottomDG0949,-6.0023,-23.8515,2.303e-17,2.010e-17,9.326e-18,75.484,277.22
BottomDG0950,-5.8021,-23.8033,2.537e-17,1.983e-17,9.429e-18,69.8474,276.19
BottomDG0951,-6.0248,-23.6317,3.476e-17,2.531e-17,1.058e-17,72.439,276.15
BottomDG0952,-5.9323,-23.7203,3.231e-17,2.835e-17,1.138e-17,64.8483,276.9
BottomDG0953,-5.8027,-23.8586,2.530e-17,2.010e-17,9.404e-18,79.9505,275.93
BottomDG0954,-5.9194,-23.9357,2.675e-17,2.005e-17,1.021e-17,76.1778,277.35
BottomDG0955,-6.0411,-23.9012,2.833e-17,2.082e-17,1.058e-17,75.519,276.67
BottomDG0956,-6.1814,-23.9601,2.507e-17,2.041e-17,8.864e-18,76.6638,275.48
BottomDG1063,-26.2454,29.5308,3.287e-17,2.402e-17,8.570e-18,113.5639,403.61
BottomDG1064,-26.2790,29.5255,7.361e-18,5.902e-18,2.760e-18,100.1546,404.3
BottomDG1065,-26.3941,29.4072,1.140e-17,9.405e-18,4.797e-18,49.1908,402.41
BottomDG1066,-26.4331,29.3223,1.228e-17,9.845e-18,4.979e-18,51.582,404.53
BottomDG1067,-26.3027,29.4584,7.166e-18,6.059e-18,2.738e-18,89.371,405.73
BottomDG1068,-26.3725,29.8208,1.161e-17,9.321e-18,4.458e-18,58.2364,406.41
BottomDG1069,-26.3667,29.3944,1.097e-17,8.000e-18,3.744e-18,43.4679,402.75
BottomDG1070,-26.2089,29.6042,1.051e-17,8.459e-18,4.255e-18,40.4987,406.16
BottomDG1071,-26.4999,29.6240,1.044e-17,8.674e-18,4.062e-18,47.3507,402.63
BottomDG1072,-26.1842,29.6417,1.017e-17,8.646e-18,3.601e-18,42.0357,404.76
BottomDG1073,-26.1731,29.6551,1.094e-17,8.468e-18,4.096e-18,44.7147,404.02
BottomDG1074,-26.1242,29.5812,1.132e-17,8.405e-18,4.038e-18,44.9537,407.02
BottomDG1075,-26.1661,29.6585,1.065e-17,9.229e-18,4.519e-18,51.2537,407.14
BottomDG1076,-26.0870,29.2298,1.082e-17,8.092e-18,3.836e-18,42.3544,404.18
BottomDG1124,2.8994,-19.7392,7.669e-18,6.037e-18,2.725e-18,44.756,465.43
BottomDG1229,13.7659,19.4413,1.002e-17,8.308e-18,3.882e-18,41.8799,451.96
BottomDG1230,13.7939,19.4185,9.899e-18,8.020e-18,4.088e-18,38.9613,452.27
BottomDG1231,13.8761,19.4989,1.104e-17,9.143e-18,4.520e-18,46.0936,452.14
BottomDG1232,13.8840,19.4959,1.055e-17,1.020e-17,4.292e-18,52.2642,451.64
BottomDG1267,14.8092,-14.7635,4.492e-17,3.240e-17,1.117e-17,203.2233,342.52
BottomDG1268,14.7419,-14.9873,1.511e-17,1.279e-17,6.070e-18,52.36,343.85
BottomDG1269,14.7515,-14.7220,1.529e-17,1.436e-17,5.666e-18,69.9477,343.07
BottomDG1270,14.7213,-14.5987,1.532e-17,1.269e-17,5.756e-18,66.6453,342.32
BottomDG1271,14.9944,-14.6280,1.484e-17,1.369e-17,5.120e-18,50.2421,344.03
BottomDG1272,14.6248,-14.6380,1.505e-17,1.366e-17,5.976e-18,57.2614,345.51
BottomDG1273,14.9154,-14.6666,1.581e-17,1.222e-17,5.440e-18,53.1162,343.48
BottomDG1274,14.8256,-14.6130,1.591e-17,1.312e-17,6.346e-18,50.1773,344.48
BottomDG1275,14.8367,-14.8527,2.220e-17,1.834e-17,6.429e-18,63.8189,343.08
BottomDG1276,14.8722,-14.7066,1.596e-17,1.436e-17,6.765e-18,61.0877,343.54
BottomDG1297,36.8226,0.5122,6.701e-18,6.130e-18,2.749e-18,49.3596,431.3
